Well Row,Well Col,Content,Raw Data (600),
A,1,Sample X1,0.18,
A,2,Sample X2,0.172,
A,3,Sample X3,0.175,
A,4,Sample X4,0.174,
A,5,Sample X5,0.171,
A,6,Sample X6,0.175,
A,7,Sample X7,0.173,
A,8,Sample X8,0.177,
A,9,Sample X9,0.173,
A,10,Sample X10,0.176,
A,11,Sample X11,0.172,
A,12,Sample X12,0.172,
B,1,Sample X13,0.169,
B,2,Sample X14,1.371,
B,3,Sample X15,1.437,
B,4,Sample X16,1.365,
B,5,Sample X17,1.33,
B,6,Sample X18,1.364,
B,7,Sample X19,1.395,
B,8,Sample X20,1.164,
B,9,Sample X21,1.367,
B,10,Sample X22,1.376,
B,11,Sample X23,1.368,
B,12,Sample X24,0.177,
C,1,Sample X25,0.169,
C,2,Sample X26,1.21,
C,3,Sample X27,1.312,
C,4,Sample X28,1.22,
C,5,Sample X29,1.337,
C,6,Sample X30,1.074,
C,7,Sample X31,1.205,
C,8,Sample X32,1.124,
C,9,Sample X33,1.283,
C,10,Sample X34,1.365,
C,11,Sample X35,1.339,
C,12,Sample X36,0.17,
D,1,Sample X37,0.175,
D,2,Sample X38,1.379,
D,3,Sample X39,1.223,
D,4,Sample X40,1.391,
D,5,Sample X41,1.359,
D,6,Sample X42,1.307,
D,7,Sample X43,1.395,
D,8,Sample X44,1.339,
D,9,Sample X45,1.226,
D,10,Sample X46,1.348,
D,11,Sample X47,1.368,
D,12,Sample X48,0.168,
E,1,Sample X49,0.175,
E,2,Sample X50,1.307,
E,3,Sample X51,1.344,
E,4,Sample X52,1.318,
E,5,Sample X53,1.205,
E,6,Sample X54,1.38,
E,7,Sample X55,1.212,
E,8,Sample X56,1.165,
E,9,Sample X57,1.391,
E,10,Sample X58,1.354,
E,11,Sample X59,1.312,
E,12,Sample X60,0.168,
F,1,Sample X61,0.189,
F,2,Sample X62,1.267,
F,3,Sample X63,1.184,
F,4,Sample X64,1.35,
F,5,Sample X65,1.345,
F,6,Sample X66,1.37,
F,7,Sample X67,1.252,
F,8,Sample X68,1.345,
F,9,Sample X69,1.407,
F,10,Sample X70,1.082,
F,11,Sample X71,1.306,
F,12,Sample X72,0.188,
G,1,Sample X73,0.192,
G,2,Sample X74,1.317,
G,3,Sample X75,1.318,
G,4,Sample X76,1.334,
G,5,Sample X77,1.333,
G,6,Sample X78,1.187,
G,7,Sample X79,1.32,
G,8,Sample X80,1.365,
G,9,Sample X81,1.362,
G,10,Sample X82,1.321,
G,11,Sample X83,1.028,
G,12,Sample X84,0.189,
H,1,Sample X85,0.192,
H,2,Sample X86,0.19,
H,3,Sample X87,0.186,
H,4,Sample X88,0.191,
H,5,Sample X89,0.185,
H,6,Sample X90,0.188,
H,7,Sample X91,0.189,
H,8,Sample X92,0.187,
H,9,Sample X93,0.186,
H,10,Sample X94,0.183,
H,11,Sample X95,0.188,
H,12,Sample X96,0.193,
