Well Row,Well Col,Content,Raw Data (600),
A,1,Sample X1,0.178,
A,2,Sample X2,0.18,
A,3,Sample X3,0.185,
A,4,Sample X4,0.193,
A,5,Sample X5,0.197,
A,6,Sample X6,0.195,
A,7,Sample X7,0.195,
A,8,Sample X8,0.203,
A,9,Sample X9,0.212,
A,10,Sample X10,0.213,
A,11,Sample X11,0.214,
A,12,Sample X12,0.219,
B,1,Sample X13,0.185,
B,2,Sample X14,1.06,
B,3,Sample X15,1.184,
B,4,Sample X16,1.088,
B,5,Sample X17,1.098,
B,6,Sample X18,1.072,
B,7,Sample X19,1.213,
B,8,Sample X20,1.266,
B,9,Sample X21,1.124,
B,10,Sample X22,1.219,
B,11,Sample X23,1.315,
B,12,Sample X24,0.222,
C,1,Sample X25,0.193,
C,2,Sample X26,1.315,
C,3,Sample X27,1.125,
C,4,Sample X28,1.167,
C,5,Sample X29,1.102,
C,6,Sample X30,1.093,
C,7,Sample X31,1.232,
C,8,Sample X32,1.093,
C,9,Sample X33,1.071,
C,10,Sample X34,1.006,
C,11,Sample X35,1.034,
C,12,Sample X36,0.243,
D,1,Sample X37,0.213,
D,2,Sample X38,1.028,
D,3,Sample X39,1.053,
D,4,Sample X40,1.076,
D,5,Sample X41,1.037,
D,6,Sample X42,1.05,
D,7,Sample X43,0.943,
D,8,Sample X44,0.914,
D,9,Sample X45,1.115,
D,10,Sample X46,1.003,
D,11,Sample X47,1.261,
D,12,Sample X48,0.233,
E,1,Sample X49,0.2,
E,2,Sample X50,1.024,
E,3,Sample X51,1.058,
E,4,Sample X52,1.138,
E,5,Sample X53,1.059,
E,6,Sample X54,1.06,
E,7,Sample X55,1.089,
E,8,Sample X56,1.052,
E,9,Sample X57,1.018,
E,10,Sample X58,1.202,
E,11,Sample X59,1.242,
E,12,Sample X60,0.243,
F,1,Sample X61,0.218,
F,2,Sample X62,1.223,
F,3,Sample X63,1.149,
F,4,Sample X64,1.039,
F,5,Sample X65,1.026,
F,6,Sample X66,1.193,
F,7,Sample X67,1.194,
F,8,Sample X68,0.885,
F,9,Sample X69,1.067,
F,10,Sample X70,1.225,
F,11,Sample X71,1.253,
F,12,Sample X72,0.266,
G,1,Sample X73,0.216,
G,2,Sample X74,1.145,
G,3,Sample X75,1.073,
G,4,Sample X76,1.065,
G,5,Sample X77,1.132,
G,6,Sample X78,1.203,
G,7,Sample X79,1.343,
G,8,Sample X80,1.107,
G,9,Sample X81,1.185,
G,10,Sample X82,1.115,
G,11,Sample X83,1.181,
G,12,Sample X84,0.265,
H,1,Sample X85,0.226,
H,2,Sample X86,0.229,
H,3,Sample X87,0.239,
H,4,Sample X88,0.231,
H,5,Sample X89,0.24,
H,6,Sample X90,0.243,
H,7,Sample X91,0.248,
H,8,Sample X92,0.259,
H,9,Sample X93,0.256,
H,10,Sample X94,0.258,
H,11,Sample X95,0.268,
H,12,Sample X96,0.265,
