Well Row,Well Col,Content,Raw Data (600),
A,1,Sample X1,0.167,
A,2,Sample X2,0.168,
A,3,Sample X3,0.172,
A,4,Sample X4,0.173,
A,5,Sample X5,0.171,
A,6,Sample X6,0.171,
A,7,Sample X7,0.167,
A,8,Sample X8,0.17,
A,9,Sample X9,0.174,
A,10,Sample X10,0.172,
A,11,Sample X11,0.17,
A,12,Sample X12,0.174,
B,1,Sample X13,0.17,
B,2,Sample X14,1.222,
B,3,Sample X15,1.121,
B,4,Sample X16,1.336,
B,5,Sample X17,1.183,
B,6,Sample X18,0.934,
B,7,Sample X19,1.184,
B,8,Sample X20,1.293,
B,9,Sample X21,1.245,
B,10,Sample X22,0.958,
B,11,Sample X23,0.868,
B,12,Sample X24,0.167,
C,1,Sample X25,0.178,
C,2,Sample X26,1.062,
C,3,Sample X27,1.093,
C,4,Sample X28,1.268,
C,5,Sample X29,1.186,
C,6,Sample X30,0.995,
C,7,Sample X31,0.837,
C,8,Sample X32,1.037,
C,9,Sample X33,0.835,
C,10,Sample X34,1.174,
C,11,Sample X35,1.232,
C,12,Sample X36,0.186,
D,1,Sample X37,0.198,
D,2,Sample X38,1.048,
D,3,Sample X39,0.865,
D,4,Sample X40,1.027,
D,5,Sample X41,0.923,
D,6,Sample X42,1.174,
D,7,Sample X43,1.128,
D,8,Sample X44,1.094,
D,9,Sample X45,0.955,
D,10,Sample X46,1.315,
D,11,Sample X47,1.189,
D,12,Sample X48,0.186,
E,1,Sample X49,0.185,
E,2,Sample X50,1.001,
E,3,Sample X51,0.964,
E,4,Sample X52,1.156,
E,5,Sample X53,0.935,
E,6,Sample X54,1.159,
E,7,Sample X55,1.164,
E,8,Sample X56,1.23,
E,9,Sample X57,1.293,
E,10,Sample X58,1.159,
E,11,Sample X59,1.308,
E,12,Sample X60,0.19,
F,1,Sample X61,0.202,
F,2,Sample X62,1.109,
F,3,Sample X63,1.073,
F,4,Sample X64,1.364,
F,5,Sample X65,1.213,
F,6,Sample X66,1.246,
F,7,Sample X67,0.877,
F,8,Sample X68,0.997,
F,9,Sample X69,1.117,
F,10,Sample X70,1.31,
F,11,Sample X71,1.258,
F,12,Sample X72,0.211,
G,1,Sample X73,0.201,
G,2,Sample X74,1.257,
G,3,Sample X75,0.993,
G,4,Sample X76,0.986,
G,5,Sample X77,0.994,
G,6,Sample X78,1.192,
G,7,Sample X79,1.2,
G,8,Sample X80,1,
G,9,Sample X81,0.753,
G,10,Sample X82,1.225,
G,11,Sample X83,1.084,
G,12,Sample X84,0.213,
H,1,Sample X85,0.206,
H,2,Sample X86,0.202,
H,3,Sample X87,0.193,
H,4,Sample X88,0.193,
H,5,Sample X89,0.195,
H,6,Sample X90,0.197,
H,7,Sample X91,0.199,
H,8,Sample X92,0.204,
H,9,Sample X93,0.198,
H,10,Sample X94,0.201,
H,11,Sample X95,0.21,
H,12,Sample X96,0.208,
