Well Row,Well Col,Content,Raw Data (600),
A,1,Sample X1,0.187,
A,2,Sample X2,0.184,
A,3,Sample X3,0.19,
A,4,Sample X4,0.187,
A,5,Sample X5,0.185,
A,6,Sample X6,0.185,
A,7,Sample X7,0.18,
A,8,Sample X8,0.179,
A,9,Sample X9,0.177,
A,10,Sample X10,0.174,
A,11,Sample X11,0.174,
A,12,Sample X12,0.178,
B,1,Sample X13,0.192,
B,2,Sample X14,1.372,
B,3,Sample X15,1.395,
B,4,Sample X16,1.324,
B,5,Sample X17,0.951,
B,6,Sample X18,0.193,
B,7,Sample X19,1.341,
B,8,Sample X20,0.204,
B,9,Sample X21,1.343,
B,10,Sample X22,0.188,
B,11,Sample X23,0.187,
B,12,Sample X24,0.176,
C,1,Sample X25,0.193,
C,2,Sample X26,0.833,
C,3,Sample X27,0.917,
C,4,Sample X28,0.2,
C,5,Sample X29,0.904,
C,6,Sample X30,1.336,
C,7,Sample X31,1.343,
C,8,Sample X32,0.868,
C,9,Sample X33,0.196,
C,10,Sample X34,1.359,
C,11,Sample X35,1.028,
C,12,Sample X36,0.191,
D,1,Sample X37,0.202,
D,2,Sample X38,1.381,
D,3,Sample X39,1.343,
D,4,Sample X40,1.335,
D,5,Sample X41,0.671,
D,6,Sample X42,0.194,
D,7,Sample X43,1.403,
D,8,Sample X44,1.318,
D,9,Sample X45,0.191,
D,10,Sample X46,0.196,
D,11,Sample X47,0.183,
D,12,Sample X48,0.186,
E,1,Sample X49,0.204,
E,2,Sample X50,1.346,
E,3,Sample X51,0.197,
E,4,Sample X52,1.159,
E,5,Sample X53,0.204,
E,6,Sample X54,0.272,
E,7,Sample X55,0.203,
E,8,Sample X56,0.196,
E,9,Sample X57,1.32,
E,10,Sample X58,0.187,
E,11,Sample X59,0.186,
E,12,Sample X60,0.189,
F,1,Sample X61,0.211,
F,2,Sample X62,0.206,
F,3,Sample X63,0.213,
F,4,Sample X64,0.211,
F,5,Sample X65,1.355,
F,6,Sample X66,0.222,
F,7,Sample X67,0.931,
F,8,Sample X68,1.419,
F,9,Sample X69,0.207,
F,10,Sample X70,0.21,
F,11,Sample X71,1.379,
F,12,Sample X72,0.214,
G,1,Sample X73,0.216,
G,2,Sample X74,1.388,
G,3,Sample X75,0.212,
G,4,Sample X76,1.162,
G,5,Sample X77,1.378,
G,6,Sample X78,1.352,
G,7,Sample X79,1.339,
G,8,Sample X80,0.217,
G,9,Sample X81,1.36,
G,10,Sample X82,1.298,
G,11,Sample X83,1.259,
G,12,Sample X84,0.216,
H,1,Sample X85,0.216,
H,2,Sample X86,0.209,
H,3,Sample X87,0.206,
H,4,Sample X88,0.207,
H,5,Sample X89,0.21,
H,6,Sample X90,0.211,
H,7,Sample X91,0.208,
H,8,Sample X92,0.205,
H,9,Sample X93,0.208,
H,10,Sample X94,0.212,
H,11,Sample X95,0.212,
H,12,Sample X96,0.215,
