Well Row,Well Col,Content,Raw Data (600),
A,1,Sample X1,0.174,
A,2,Sample X2,0.182,
A,3,Sample X3,0.175,
A,4,Sample X4,0.177,
A,5,Sample X5,0.172,
A,6,Sample X6,0.19,
A,7,Sample X7,0.172,
A,8,Sample X8,0.171,
A,9,Sample X9,0.175,
A,10,Sample X10,0.181,
A,11,Sample X11,0.17,
A,12,Sample X12,0.172,
B,1,Sample X13,0.181,
B,2,Sample X14,1.434,
B,3,Sample X15,1.415,
B,4,Sample X16,1.405,
B,5,Sample X17,1.42,
B,6,Sample X18,1.374,
B,7,Sample X19,1.42,
B,8,Sample X20,1.416,
B,9,Sample X21,1.395,
B,10,Sample X22,1.452,
B,11,Sample X23,1.379,
B,12,Sample X24,0.18,
C,1,Sample X25,0.186,
C,2,Sample X26,1.436,
C,3,Sample X27,1.374,
C,4,Sample X28,1.286,
C,5,Sample X29,1.397,
C,6,Sample X30,1.375,
C,7,Sample X31,1.416,
C,8,Sample X32,1.386,
C,9,Sample X33,1.419,
C,10,Sample X34,1.377,
C,11,Sample X35,1.404,
C,12,Sample X36,0.197,
D,1,Sample X37,0.198,
D,2,Sample X38,1.423,
D,3,Sample X39,1.4,
D,4,Sample X40,1.383,
D,5,Sample X41,1.397,
D,6,Sample X42,1.385,
D,7,Sample X43,1.389,
D,8,Sample X44,1.363,
D,9,Sample X45,1.338,
D,10,Sample X46,1.397,
D,11,Sample X47,1.436,
D,12,Sample X48,0.198,
E,1,Sample X49,0.188,
E,2,Sample X50,0.873,
E,3,Sample X51,1.406,
E,4,Sample X52,0.742,
E,5,Sample X53,1.379,
E,6,Sample X54,1.362,
E,7,Sample X55,1.397,
E,8,Sample X56,1.381,
E,9,Sample X57,0.981,
E,10,Sample X58,1.418,
E,11,Sample X59,1.417,
E,12,Sample X60,0.195,
F,1,Sample X61,0.207,
F,2,Sample X62,1.129,
F,3,Sample X63,1.394,
F,4,Sample X64,1.295,
F,5,Sample X65,1.408,
F,6,Sample X66,1.369,
F,7,Sample X67,1.325,
F,8,Sample X68,1.377,
F,9,Sample X69,1.315,
F,10,Sample X70,1.347,
F,11,Sample X71,1.339,
F,12,Sample X72,0.209,
G,1,Sample X73,0.205,
G,2,Sample X74,1.311,
G,3,Sample X75,1.447,
G,4,Sample X76,0.81,
G,5,Sample X77,1.388,
G,6,Sample X78,1.384,
G,7,Sample X79,1.406,
G,8,Sample X80,1.397,
G,9,Sample X81,1.212,
G,10,Sample X82,1.421,
G,11,Sample X83,1.432,
G,12,Sample X84,0.205,
H,1,Sample X85,0.208,
H,2,Sample X86,0.205,
H,3,Sample X87,0.196,
H,4,Sample X88,0.195,
H,5,Sample X89,0.196,
H,6,Sample X90,0.199,
H,7,Sample X91,0.196,
H,8,Sample X92,0.195,
H,9,Sample X93,0.195,
H,10,Sample X94,0.194,
H,11,Sample X95,0.2,
H,12,Sample X96,0.199,
