Well Row,Well Col,Content,Raw Data (600),
A,1,Sample X1,0.164,
A,2,Sample X2,0.166,
A,3,Sample X3,0.167,
A,4,Sample X4,0.166,
A,5,Sample X5,0.168,
A,6,Sample X6,0.167,
A,7,Sample X7,0.169,
A,8,Sample X8,0.166,
A,9,Sample X9,0.17,
A,10,Sample X10,0.17,
A,11,Sample X11,0.171,
A,12,Sample X12,0.173,
B,1,Sample X13,0.175,
B,2,Sample X14,0.712,
B,3,Sample X15,1.153,
B,4,Sample X16,0.384,
B,5,Sample X17,1.158,
B,6,Sample X18,0.24,
B,7,Sample X19,1.15,
B,8,Sample X20,1.003,
B,9,Sample X21,0.42,
B,10,Sample X22,0.244,
B,11,Sample X23,0.2,
B,12,Sample X24,0.174,
C,1,Sample X25,0.178,
C,2,Sample X26,0.204,
C,3,Sample X27,0.684,
C,4,Sample X28,0.19,
C,5,Sample X29,0.202,
C,6,Sample X30,0.199,
C,7,Sample X31,0.665,
C,8,Sample X32,0.18,
C,9,Sample X33,0.217,
C,10,Sample X34,1.064,
C,11,Sample X35,1.126,
C,12,Sample X36,0.19,
D,1,Sample X37,0.186,
D,2,Sample X38,1.159,
D,3,Sample X39,0.415,
D,4,Sample X40,0.205,
D,5,Sample X41,0.183,
D,6,Sample X42,0.211,
D,7,Sample X43,1.198,
D,8,Sample X44,0.2,
D,9,Sample X45,0.223,
D,10,Sample X46,1.149,
D,11,Sample X47,0.178,
D,12,Sample X48,0.182,
E,1,Sample X49,0.185,
E,2,Sample X50,1.058,
E,3,Sample X51,1.077,
E,4,Sample X52,0.282,
E,5,Sample X53,0.185,
E,6,Sample X54,0.189,
E,7,Sample X55,0.339,
E,8,Sample X56,0.186,
E,9,Sample X57,0.296,
E,10,Sample X58,0.82,
E,11,Sample X59,1.079,
E,12,Sample X60,0.188,
F,1,Sample X61,0.2,
F,2,Sample X62,1.096,
F,3,Sample X63,0.2,
F,4,Sample X64,0.224,
F,5,Sample X65,0.204,
F,6,Sample X66,1.137,
F,7,Sample X67,0.246,
F,8,Sample X68,0.488,
F,9,Sample X69,0.211,
F,10,Sample X70,0.231,
F,11,Sample X71,0.445,
F,12,Sample X72,0.203,
G,1,Sample X73,0.208,
G,2,Sample X74,1.014,
G,3,Sample X75,0.977,
G,4,Sample X76,0.194,
G,5,Sample X77,0.216,
G,6,Sample X78,0.196,
G,7,Sample X79,0.446,
G,8,Sample X80,0.269,
G,9,Sample X81,1.008,
G,10,Sample X82,0.23,
G,11,Sample X83,0.229,
G,12,Sample X84,0.208,
H,1,Sample X85,0.204,
H,2,Sample X86,0.203,
H,3,Sample X87,0.202,
H,4,Sample X88,0.203,
H,5,Sample X89,0.199,
H,6,Sample X90,0.2,
H,7,Sample X91,0.204,
H,8,Sample X92,0.204,
H,9,Sample X93,0.204,
H,10,Sample X94,0.203,
H,11,Sample X95,0.209,
H,12,Sample X96,0.211,
