Well Row,Well Col,Content,Raw Data (600),
A,1,Sample X1,0.172,
A,2,Sample X2,0.181,
A,3,Sample X3,0.174,
A,4,Sample X4,0.175,
A,5,Sample X5,0.174,
A,6,Sample X6,0.179,
A,7,Sample X7,0.173,
A,8,Sample X8,0.172,
A,9,Sample X9,0.177,
A,10,Sample X10,0.18,
A,11,Sample X11,0.175,
A,12,Sample X12,0.183,
B,1,Sample X13,0.18,
B,2,Sample X14,1.299,
B,3,Sample X15,1.261,
B,4,Sample X16,1.218,
B,5,Sample X17,1.247,
B,6,Sample X18,1.201,
B,7,Sample X19,1.213,
B,8,Sample X20,1.256,
B,9,Sample X21,1.301,
B,10,Sample X22,1.263,
B,11,Sample X23,1.257,
B,12,Sample X24,0.183,
C,1,Sample X25,0.186,
C,2,Sample X26,1.256,
C,3,Sample X27,1.249,
C,4,Sample X28,1.214,
C,5,Sample X29,1.188,
C,6,Sample X30,1.174,
C,7,Sample X31,1.169,
C,8,Sample X32,1.187,
C,9,Sample X33,1.24,
C,10,Sample X34,1.194,
C,11,Sample X35,1.221,
C,12,Sample X36,0.201,
D,1,Sample X37,0.198,
D,2,Sample X38,1.238,
D,3,Sample X39,1.212,
D,4,Sample X40,1.228,
D,5,Sample X41,1.208,
D,6,Sample X42,1.173,
D,7,Sample X43,1.189,
D,8,Sample X44,1.248,
D,9,Sample X45,1.259,
D,10,Sample X46,1.228,
D,11,Sample X47,1.238,
D,12,Sample X48,0.195,
E,1,Sample X49,0.195,
E,2,Sample X50,1.254,
E,3,Sample X51,1.256,
E,4,Sample X52,1.268,
E,5,Sample X53,1.246,
E,6,Sample X54,1.201,
E,7,Sample X55,1.181,
E,8,Sample X56,1.224,
E,9,Sample X57,1.241,
E,10,Sample X58,1.221,
E,11,Sample X59,1.226,
E,12,Sample X60,0.203,
F,1,Sample X61,0.215,
F,2,Sample X62,1.234,
F,3,Sample X63,1.256,
F,4,Sample X64,1.206,
F,5,Sample X65,1.251,
F,6,Sample X66,1.194,
F,7,Sample X67,1.236,
F,8,Sample X68,1.192,
F,9,Sample X69,1.225,
F,10,Sample X70,1.172,
F,11,Sample X71,1.194,
F,12,Sample X72,0.221,
G,1,Sample X73,0.213,
G,2,Sample X74,1.308,
G,3,Sample X75,1.284,
G,4,Sample X76,1.255,
G,5,Sample X77,1.196,
G,6,Sample X78,1.171,
G,7,Sample X79,1.22,
G,8,Sample X80,1.184,
G,9,Sample X81,1.179,
G,10,Sample X82,1.249,
G,11,Sample X83,1.217,
G,12,Sample X84,0.217,
H,1,Sample X85,0.208,
H,2,Sample X86,0.216,
H,3,Sample X87,0.204,
H,4,Sample X88,0.201,
H,5,Sample X89,0.208,
H,6,Sample X90,0.209,
H,7,Sample X91,0.207,
H,8,Sample X92,0.205,
H,9,Sample X93,0.207,
H,10,Sample X94,0.208,
H,11,Sample X95,0.213,
H,12,Sample X96,0.214,
