Well Row,Well Col,Content,Raw Data (600),
A,1,Sample X1,0.169,
A,2,Sample X2,0.167,
A,3,Sample X3,0.172,
A,4,Sample X4,0.172,
A,5,Sample X5,0.171,
A,6,Sample X6,0.172,
A,7,Sample X7,0.168,
A,8,Sample X8,0.172,
A,9,Sample X9,0.177,
A,10,Sample X10,0.174,
A,11,Sample X11,0.173,
A,12,Sample X12,0.174,
B,1,Sample X13,0.177,
B,2,Sample X14,1.27,
B,3,Sample X15,1.26,
B,4,Sample X16,1.246,
B,5,Sample X17,1.246,
B,6,Sample X18,1.246,
B,7,Sample X19,1.218,
B,8,Sample X20,1.218,
B,9,Sample X21,1.263,
B,10,Sample X22,1.244,
B,11,Sample X23,1.229,
B,12,Sample X24,0.177,
C,1,Sample X25,0.18,
C,2,Sample X26,1.126,
C,3,Sample X27,1.138,
C,4,Sample X28,1.156,
C,5,Sample X29,1.109,
C,6,Sample X30,1.052,
C,7,Sample X31,1.113,
C,8,Sample X32,1.178,
C,9,Sample X33,1.202,
C,10,Sample X34,1.206,
C,11,Sample X35,1.261,
C,12,Sample X36,0.192,
D,1,Sample X37,0.197,
D,2,Sample X38,1.236,
D,3,Sample X39,1.146,
D,4,Sample X40,1.232,
D,5,Sample X41,1.216,
D,6,Sample X42,1.228,
D,7,Sample X43,1.207,
D,8,Sample X44,1.211,
D,9,Sample X45,1.199,
D,10,Sample X46,1.213,
D,11,Sample X47,1.209,
D,12,Sample X48,0.192,
E,1,Sample X49,0.186,
E,2,Sample X50,1.235,
E,3,Sample X51,1.254,
E,4,Sample X52,1.258,
E,5,Sample X53,1.154,
E,6,Sample X54,1.217,
E,7,Sample X55,1.179,
E,8,Sample X56,1.138,
E,9,Sample X57,1.205,
E,10,Sample X58,1.192,
E,11,Sample X59,1.226,
E,12,Sample X60,0.194,
F,1,Sample X61,0.204,
F,2,Sample X62,1.225,
F,3,Sample X63,1.207,
F,4,Sample X64,1.226,
F,5,Sample X65,1.281,
F,6,Sample X66,1.212,
F,7,Sample X67,1.183,
F,8,Sample X68,1.203,
F,9,Sample X69,1.227,
F,10,Sample X70,1.21,
F,11,Sample X71,1.222,
F,12,Sample X72,0.21,
G,1,Sample X73,0.206,
G,2,Sample X74,1.181,
G,3,Sample X75,1.199,
G,4,Sample X76,1.186,
G,5,Sample X77,1.174,
G,6,Sample X78,1.156,
G,7,Sample X79,1.155,
G,8,Sample X80,1.218,
G,9,Sample X81,1.19,
G,10,Sample X82,1.232,
G,11,Sample X83,1.26,
G,12,Sample X84,0.217,
H,1,Sample X85,0.207,
H,2,Sample X86,0.207,
H,3,Sample X87,0.199,
H,4,Sample X88,0.199,
H,5,Sample X89,0.2,
H,6,Sample X90,0.202,
H,7,Sample X91,0.206,
H,8,Sample X92,0.208,
H,9,Sample X93,0.207,
H,10,Sample X94,0.203,
H,11,Sample X95,0.214,
H,12,Sample X96,0.211,
