Well Row,Well Col,Content,Raw Data (600),
A,1,Sample X1,0.17,
A,2,Sample X2,0.175,
A,3,Sample X3,0.175,
A,4,Sample X4,0.178,
A,5,Sample X5,0.175,
A,6,Sample X6,0.173,
A,7,Sample X7,0.173,
A,8,Sample X8,0.184,
A,9,Sample X9,0.18,
A,10,Sample X10,0.18,
A,11,Sample X11,0.183,
A,12,Sample X12,0.19,
B,1,Sample X13,0.178,
B,2,Sample X14,1.381,
B,3,Sample X15,1.374,
B,4,Sample X16,1.391,
B,5,Sample X17,0.473,
B,6,Sample X18,0.246,
B,7,Sample X19,1.211,
B,8,Sample X20,0.262,
B,9,Sample X21,1.373,
B,10,Sample X22,0.329,
B,11,Sample X23,0.414,
B,12,Sample X24,0.184,
C,1,Sample X25,0.181,
C,2,Sample X26,0.451,
C,3,Sample X27,0.716,
C,4,Sample X28,0.222,
C,5,Sample X29,1.096,
C,6,Sample X30,1.171,
C,7,Sample X31,1.333,
C,8,Sample X32,1.02,
C,9,Sample X33,0.329,
C,10,Sample X34,1.287,
C,11,Sample X35,0.665,
C,12,Sample X36,0.208,
D,1,Sample X37,0.189,
D,2,Sample X38,1.359,
D,3,Sample X39,1.352,
D,4,Sample X40,1.372,
D,5,Sample X41,0.577,
D,6,Sample X42,0.229,
D,7,Sample X43,1.384,
D,8,Sample X44,1.25,
D,9,Sample X45,0.229,
D,10,Sample X46,0.52,
D,11,Sample X47,0.275,
D,12,Sample X48,0.2,
E,1,Sample X49,0.182,
E,2,Sample X50,1.354,
E,3,Sample X51,0.214,
E,4,Sample X52,1.235,
E,5,Sample X53,0.237,
E,6,Sample X54,0.238,
E,7,Sample X55,0.266,
E,8,Sample X56,0.228,
E,9,Sample X57,1.367,
E,10,Sample X58,0.249,
E,11,Sample X59,0.317,
E,12,Sample X60,0.202,
F,1,Sample X61,0.193,
F,2,Sample X62,0.227,
F,3,Sample X63,0.243,
F,4,Sample X64,0.249,
F,5,Sample X65,1.397,
F,6,Sample X66,0.32,
F,7,Sample X67,0.412,
F,8,Sample X68,1.41,
F,9,Sample X69,0.26,
F,10,Sample X70,0.257,
F,11,Sample X71,1.12,
F,12,Sample X72,0.225,
G,1,Sample X73,0.203,
G,2,Sample X74,1.375,
G,3,Sample X75,0.419,
G,4,Sample X76,0.821,
G,5,Sample X77,1.387,
G,6,Sample X78,1.404,
G,7,Sample X79,1.202,
G,8,Sample X80,0.242,
G,9,Sample X81,1.405,
G,10,Sample X82,1.361,
G,11,Sample X83,1.347,
G,12,Sample X84,0.228,
H,1,Sample X85,0.209,
H,2,Sample X86,0.199,
H,3,Sample X87,0.196,
H,4,Sample X88,0.206,
H,5,Sample X89,0.204,
H,6,Sample X90,0.205,
H,7,Sample X91,0.211,
H,8,Sample X92,0.213,
H,9,Sample X93,0.216,
H,10,Sample X94,0.219,
H,11,Sample X95,0.224,
H,12,Sample X96,0.229,
