Well Row,Well Col,Content,Raw Data (600),
A,1,Sample X1,0.171,
A,2,Sample X2,0.18,
A,3,Sample X3,0.163,
A,4,Sample X4,0.165,
A,5,Sample X5,0.164,
A,6,Sample X6,0.175,
A,7,Sample X7,0.162,
A,8,Sample X8,0.165,
A,9,Sample X9,0.16,
A,10,Sample X10,0.164,
A,11,Sample X11,0.164,
A,12,Sample X12,0.163,
B,1,Sample X13,0.176,
B,2,Sample X14,1.386,
B,3,Sample X15,1.356,
B,4,Sample X16,1.389,
B,5,Sample X17,1.383,
B,6,Sample X18,1.357,
B,7,Sample X19,1.369,
B,8,Sample X20,1.363,
B,9,Sample X21,1.355,
B,10,Sample X22,1.353,
B,11,Sample X23,1.346,
B,12,Sample X24,0.162,
C,1,Sample X25,0.175,
C,2,Sample X26,1.317,
C,3,Sample X27,1.311,
C,4,Sample X28,1.29,
C,5,Sample X29,1.276,
C,6,Sample X30,1.225,
C,7,Sample X31,1.232,
C,8,Sample X32,1.271,
C,9,Sample X33,1.288,
C,10,Sample X34,1.325,
C,11,Sample X35,1.329,
C,12,Sample X36,0.177,
D,1,Sample X37,0.179,
D,2,Sample X38,1.329,
D,3,Sample X39,1.319,
D,4,Sample X40,1.273,
D,5,Sample X41,1.318,
D,6,Sample X42,1.304,
D,7,Sample X43,1.341,
D,8,Sample X44,1.302,
D,9,Sample X45,1.337,
D,10,Sample X46,1.31,
D,11,Sample X47,1.323,
D,12,Sample X48,0.168,
E,1,Sample X49,0.184,
E,2,Sample X50,1.259,
E,3,Sample X51,1.317,
E,4,Sample X52,1.266,
E,5,Sample X53,1.295,
E,6,Sample X54,1.326,
E,7,Sample X55,1.327,
E,8,Sample X56,1.336,
E,9,Sample X57,1.303,
E,10,Sample X58,1.302,
E,11,Sample X59,1.346,
E,12,Sample X60,0.173,
F,1,Sample X61,0.198,
F,2,Sample X62,1.331,
F,3,Sample X63,1.296,
F,4,Sample X64,1.312,
F,5,Sample X65,1.338,
F,6,Sample X66,1.309,
F,7,Sample X67,1.315,
F,8,Sample X68,1.279,
F,9,Sample X69,1.341,
F,10,Sample X70,1.301,
F,11,Sample X71,1.344,
F,12,Sample X72,0.194,
G,1,Sample X73,0.199,
G,2,Sample X74,1.344,
G,3,Sample X75,1.319,
G,4,Sample X76,1.299,
G,5,Sample X77,1.338,
G,6,Sample X78,1.305,
G,7,Sample X79,1.326,
G,8,Sample X80,1.28,
G,9,Sample X81,1.322,
G,10,Sample X82,1.289,
G,11,Sample X83,1.359,
G,12,Sample X84,0.195,
H,1,Sample X85,0.201,
H,2,Sample X86,0.194,
H,3,Sample X87,0.192,
H,4,Sample X88,0.192,
H,5,Sample X89,0.19,
H,6,Sample X90,0.195,
H,7,Sample X91,0.191,
H,8,Sample X92,0.191,
H,9,Sample X93,0.194,
H,10,Sample X94,0.195,
H,11,Sample X95,0.197,
H,12,Sample X96,0.204,
