Well Row,Well Col,Content,Raw Data (600),
A,1,Sample X1,0.158,
A,2,Sample X2,0.155,
A,3,Sample X3,0.157,
A,4,Sample X4,0.159,
A,5,Sample X5,0.156,
A,6,Sample X6,0.161,
A,7,Sample X7,0.153,
A,8,Sample X8,0.159,
A,9,Sample X9,0.163,
A,10,Sample X10,0.159,
A,11,Sample X11,0.159,
A,12,Sample X12,0.157,
B,1,Sample X13,0.165,
B,2,Sample X14,1.369,
B,3,Sample X15,1.38,
B,4,Sample X16,1.385,
B,5,Sample X17,1.154,
B,6,Sample X18,1.193,
B,7,Sample X19,1.185,
B,8,Sample X20,1.062,
B,9,Sample X21,1.19,
B,10,Sample X22,1.12,
B,11,Sample X23,1.198,
B,12,Sample X24,0.157,
C,1,Sample X25,0.172,
C,2,Sample X26,1.257,
C,3,Sample X27,1.136,
C,4,Sample X28,1.204,
C,5,Sample X29,1.217,
C,6,Sample X30,1.216,
C,7,Sample X31,1.304,
C,8,Sample X32,1.079,
C,9,Sample X33,1.198,
C,10,Sample X34,1.17,
C,11,Sample X35,1.237,
C,12,Sample X36,0.173,
D,1,Sample X37,0.187,
D,2,Sample X38,1.273,
D,3,Sample X39,1.22,
D,4,Sample X40,1.366,
D,5,Sample X41,1.125,
D,6,Sample X42,1.251,
D,7,Sample X43,1.202,
D,8,Sample X44,1.221,
D,9,Sample X45,1.22,
D,10,Sample X46,1.246,
D,11,Sample X47,1.214,
D,12,Sample X48,0.172,
E,1,Sample X49,0.177,
E,2,Sample X50,1.307,
E,3,Sample X51,1.193,
E,4,Sample X52,1.176,
E,5,Sample X53,1.145,
E,6,Sample X54,1.161,
E,7,Sample X55,1.192,
E,8,Sample X56,1.071,
E,9,Sample X57,1.153,
E,10,Sample X58,1.233,
E,11,Sample X59,1.202,
E,12,Sample X60,0.178,
F,1,Sample X61,0.187,
F,2,Sample X62,1.201,
F,3,Sample X63,1.076,
F,4,Sample X64,1.194,
F,5,Sample X65,1.324,
F,6,Sample X66,1.226,
F,7,Sample X67,1.105,
F,8,Sample X68,1.112,
F,9,Sample X69,1.169,
F,10,Sample X70,1.211,
F,11,Sample X71,1.22,
F,12,Sample X72,0.189,
G,1,Sample X73,0.189,
G,2,Sample X74,1.331,
G,3,Sample X75,1.325,
G,4,Sample X76,1.334,
G,5,Sample X77,1.434,
G,6,Sample X78,1.417,
G,7,Sample X79,1.211,
G,8,Sample X80,1.275,
G,9,Sample X81,1.407,
G,10,Sample X82,1.323,
G,11,Sample X83,1.351,
G,12,Sample X84,0.194,
H,1,Sample X85,0.192,
H,2,Sample X86,0.186,
H,3,Sample X87,0.18,
H,4,Sample X88,0.179,
H,5,Sample X89,0.181,
H,6,Sample X90,0.183,
H,7,Sample X91,0.185,
H,8,Sample X92,0.187,
H,9,Sample X93,0.183,
H,10,Sample X94,0.183,
H,11,Sample X95,0.188,
H,12,Sample X96,0.188,
