Well Row,Well Col,Content,Raw Data (600),
A,1,Sample X1,0.18,
A,2,Sample X2,0.177,
A,3,Sample X3,0.189,
A,4,Sample X4,0.173,
A,5,Sample X5,0.171,
A,6,Sample X6,0.17,
A,7,Sample X7,0.168,
A,8,Sample X8,0.171,
A,9,Sample X9,0.169,
A,10,Sample X10,0.172,
A,11,Sample X11,0.167,
A,12,Sample X12,0.175,
B,1,Sample X13,0.19,
B,2,Sample X14,0.858,
B,3,Sample X15,0.989,
B,4,Sample X16,0.693,
B,5,Sample X17,1.202,
B,6,Sample X18,1.116,
B,7,Sample X19,0.943,
B,8,Sample X20,1.044,
B,9,Sample X21,0.997,
B,10,Sample X22,1.18,
B,11,Sample X23,0.875,
B,12,Sample X24,0.177,
C,1,Sample X25,0.195,
C,2,Sample X26,0.945,
C,3,Sample X27,1.027,
C,4,Sample X28,0.507,
C,5,Sample X29,0.924,
C,6,Sample X30,0.543,
C,7,Sample X31,0.271,
C,8,Sample X32,1.052,
C,9,Sample X33,1.067,
C,10,Sample X34,1.305,
C,11,Sample X35,1.062,
C,12,Sample X36,0.192,
D,1,Sample X37,0.2,
D,2,Sample X38,1.189,
D,3,Sample X39,0.886,
D,4,Sample X40,0.701,
D,5,Sample X41,0.766,
D,6,Sample X42,1.277,
D,7,Sample X43,0.599,
D,8,Sample X44,1.067,
D,9,Sample X45,1.102,
D,10,Sample X46,0.904,
D,11,Sample X47,0.818,
D,12,Sample X48,0.188,
E,1,Sample X49,0.203,
E,2,Sample X50,1.165,
E,3,Sample X51,0.483,
E,4,Sample X52,1.082,
E,5,Sample X53,0.785,
E,6,Sample X54,0.595,
E,7,Sample X55,1.074,
E,8,Sample X56,0.757,
E,9,Sample X57,0.859,
E,10,Sample X58,1.034,
E,11,Sample X59,0.657,
E,12,Sample X60,0.188,
F,1,Sample X61,0.214,
F,2,Sample X62,1.154,
F,3,Sample X63,1.11,
F,4,Sample X64,0.867,
F,5,Sample X65,0.896,
F,6,Sample X66,1.154,
F,7,Sample X67,0.852,
F,8,Sample X68,1.128,
F,9,Sample X69,0.852,
F,10,Sample X70,0.737,
F,11,Sample X71,0.599,
F,12,Sample X72,0.206,
G,1,Sample X73,0.213,
G,2,Sample X74,1.264,
G,3,Sample X75,0.939,
G,4,Sample X76,1.1,
G,5,Sample X77,0.944,
G,6,Sample X78,1.234,
G,7,Sample X79,1.228,
G,8,Sample X80,0.854,
G,9,Sample X81,0.978,
G,10,Sample X82,1.021,
G,11,Sample X83,1.202,
G,12,Sample X84,0.209,
H,1,Sample X85,0.218,
H,2,Sample X86,0.21,
H,3,Sample X87,0.205,
H,4,Sample X88,0.207,
H,5,Sample X89,0.208,
H,6,Sample X90,0.204,
H,7,Sample X91,0.205,
H,8,Sample X92,0.201,
H,9,Sample X93,0.202,
H,10,Sample X94,0.207,
H,11,Sample X95,0.198,
H,12,Sample X96,0.212,
