Well Row,Well Col,Content,Raw Data (600),
A,1,Sample X1,0.177,
A,2,Sample X2,0.182,
A,3,Sample X3,0.169,
A,4,Sample X4,0.169,
A,5,Sample X5,0.17,
A,6,Sample X6,0.169,
A,7,Sample X7,0.172,
A,8,Sample X8,0.17,
A,9,Sample X9,0.168,
A,10,Sample X10,0.167,
A,11,Sample X11,0.169,
A,12,Sample X12,0.17,
B,1,Sample X13,0.179,
B,2,Sample X14,0.168,
B,3,Sample X15,1.15,
B,4,Sample X16,0.571,
B,5,Sample X17,1.415,
B,6,Sample X18,0.169,
B,7,Sample X19,1.351,
B,8,Sample X20,0.166,
B,9,Sample X21,0.167,
B,10,Sample X22,0.165,
B,11,Sample X23,0.164,
B,12,Sample X24,0.171,
C,1,Sample X25,0.181,
C,2,Sample X26,0.179,
C,3,Sample X27,0.188,
C,4,Sample X28,0.18,
C,5,Sample X29,0.177,
C,6,Sample X30,0.178,
C,7,Sample X31,0.306,
C,8,Sample X32,0.173,
C,9,Sample X33,0.176,
C,10,Sample X34,1.057,
C,11,Sample X35,1.023,
C,12,Sample X36,0.181,
D,1,Sample X37,0.188,
D,2,Sample X38,1.316,
D,3,Sample X39,0.184,
D,4,Sample X40,0.183,
D,5,Sample X41,0.177,
D,6,Sample X42,0.179,
D,7,Sample X43,1.4,
D,8,Sample X44,0.175,
D,9,Sample X45,0.176,
D,10,Sample X46,1.338,
D,11,Sample X47,0.18,
D,12,Sample X48,0.178,
E,1,Sample X49,0.185,
E,2,Sample X50,1.145,
E,3,Sample X51,1.298,
E,4,Sample X52,0.178,
E,5,Sample X53,0.178,
E,6,Sample X54,0.176,
E,7,Sample X55,0.201,
E,8,Sample X56,0.184,
E,9,Sample X57,0.177,
E,10,Sample X58,0.183,
E,11,Sample X59,1.302,
E,12,Sample X60,0.177,
F,1,Sample X61,0.203,
F,2,Sample X62,1.304,
F,3,Sample X63,0.199,
F,4,Sample X64,0.196,
F,5,Sample X65,0.194,
F,6,Sample X66,1.312,
F,7,Sample X67,0.198,
F,8,Sample X68,0.194,
F,9,Sample X69,0.192,
F,10,Sample X70,0.192,
F,11,Sample X71,0.192,
F,12,Sample X72,0.198,
G,1,Sample X73,0.205,
G,2,Sample X74,0.535,
G,3,Sample X75,1.366,
G,4,Sample X76,0.196,
G,5,Sample X77,0.199,
G,6,Sample X78,0.195,
G,7,Sample X79,0.194,
G,8,Sample X80,0.201,
G,9,Sample X81,1.386,
G,10,Sample X82,0.199,
G,11,Sample X83,0.19,
G,12,Sample X84,0.196,
H,1,Sample X85,0.205,
H,2,Sample X86,0.203,
H,3,Sample X87,0.199,
H,4,Sample X88,0.199,
H,5,Sample X89,0.195,
H,6,Sample X90,0.199,
H,7,Sample X91,0.199,
H,8,Sample X92,0.198,
H,9,Sample X93,0.197,
H,10,Sample X94,0.195,
H,11,Sample X95,0.199,
H,12,Sample X96,0.201,
