Well Row,Well Col,Content,Raw Data (600),
A,1,Sample X1,0.173,
A,2,Sample X2,0.186,
A,3,Sample X3,0.17,
A,4,Sample X4,0.17,
A,5,Sample X5,0.167,
A,6,Sample X6,0.182,
A,7,Sample X7,0.172,
A,8,Sample X8,0.171,
A,9,Sample X9,0.171,
A,10,Sample X10,0.175,
A,11,Sample X11,0.172,
A,12,Sample X12,0.181,
B,1,Sample X13,0.179,
B,2,Sample X14,1.378,
B,3,Sample X15,1.362,
B,4,Sample X16,1.332,
B,5,Sample X17,1.291,
B,6,Sample X18,1.334,
B,7,Sample X19,1.309,
B,8,Sample X20,1.335,
B,9,Sample X21,1.345,
B,10,Sample X22,1.308,
B,11,Sample X23,1.345,
B,12,Sample X24,0.172,
C,1,Sample X25,0.178,
C,2,Sample X26,1.315,
C,3,Sample X27,1.315,
C,4,Sample X28,1.31,
C,5,Sample X29,1.275,
C,6,Sample X30,1.27,
C,7,Sample X31,1.249,
C,8,Sample X32,1.175,
C,9,Sample X33,1.341,
C,10,Sample X34,1.299,
C,11,Sample X35,1.319,
C,12,Sample X36,0.184,
D,1,Sample X37,0.186,
D,2,Sample X38,1.318,
D,3,Sample X39,1.33,
D,4,Sample X40,1.321,
D,5,Sample X41,1.298,
D,6,Sample X42,1.291,
D,7,Sample X43,1.306,
D,8,Sample X44,1.297,
D,9,Sample X45,1.339,
D,10,Sample X46,1.26,
D,11,Sample X47,1.292,
D,12,Sample X48,0.181,
E,1,Sample X49,0.184,
E,2,Sample X50,1.291,
E,3,Sample X51,1.252,
E,4,Sample X52,1.325,
E,5,Sample X53,1.33,
E,6,Sample X54,1.341,
E,7,Sample X55,1.329,
E,8,Sample X56,1.298,
E,9,Sample X57,1.342,
E,10,Sample X58,1.308,
E,11,Sample X59,1.348,
E,12,Sample X60,0.182,
F,1,Sample X61,0.2,
F,2,Sample X62,1.359,
F,3,Sample X63,1.332,
F,4,Sample X64,1.33,
F,5,Sample X65,1.354,
F,6,Sample X66,1.354,
F,7,Sample X67,1.362,
F,8,Sample X68,1.343,
F,9,Sample X69,1.35,
F,10,Sample X70,1.29,
F,11,Sample X71,1.304,
F,12,Sample X72,0.201,
G,1,Sample X73,0.207,
G,2,Sample X74,1.327,
G,3,Sample X75,1.325,
G,4,Sample X76,1.321,
G,5,Sample X77,1.33,
G,6,Sample X78,1.323,
G,7,Sample X79,1.317,
G,8,Sample X80,1.368,
G,9,Sample X81,1.379,
G,10,Sample X82,1.322,
G,11,Sample X83,1.305,
G,12,Sample X84,0.198,
H,1,Sample X85,0.202,
H,2,Sample X86,0.198,
H,3,Sample X87,0.194,
H,4,Sample X88,0.198,
H,5,Sample X89,0.193,
H,6,Sample X90,0.198,
H,7,Sample X91,0.195,
H,8,Sample X92,0.195,
H,9,Sample X93,0.195,
H,10,Sample X94,0.198,
H,11,Sample X95,0.2,
H,12,Sample X96,0.208,
