Well Row,Well Col,Content,Raw Data (600),
A,1,Sample X1,0.174,
A,2,Sample X2,0.183,
A,3,Sample X3,0.175,
A,4,Sample X4,0.174,
A,5,Sample X5,0.17,
A,6,Sample X6,0.202,
A,7,Sample X7,0.17,
A,8,Sample X8,0.171,
A,9,Sample X9,0.173,
A,10,Sample X10,0.19,
A,11,Sample X11,0.173,
A,12,Sample X12,0.179,
B,1,Sample X13,0.179,
B,2,Sample X14,1.376,
B,3,Sample X15,1.367,
B,4,Sample X16,1.355,
B,5,Sample X17,1.372,
B,6,Sample X18,1.369,
B,7,Sample X19,1.376,
B,8,Sample X20,1.349,
B,9,Sample X21,1.35,
B,10,Sample X22,1.376,
B,11,Sample X23,1.337,
B,12,Sample X24,0.179,
C,1,Sample X25,0.187,
C,2,Sample X26,1.326,
C,3,Sample X27,1.309,
C,4,Sample X28,1.335,
C,5,Sample X29,1.281,
C,6,Sample X30,1.305,
C,7,Sample X31,1.356,
C,8,Sample X32,1.279,
C,9,Sample X33,1.296,
C,10,Sample X34,1.325,
C,11,Sample X35,1.348,
C,12,Sample X36,0.196,
D,1,Sample X37,0.203,
D,2,Sample X38,1.222,
D,3,Sample X39,1.258,
D,4,Sample X40,1.227,
D,5,Sample X41,1.257,
D,6,Sample X42,1.316,
D,7,Sample X43,1.257,
D,8,Sample X44,1.335,
D,9,Sample X45,1.298,
D,10,Sample X46,1.282,
D,11,Sample X47,1.312,
D,12,Sample X48,0.189,
E,1,Sample X49,0.193,
E,2,Sample X50,1.307,
E,3,Sample X51,1.315,
E,4,Sample X52,1.015,
E,5,Sample X53,1.285,
E,6,Sample X54,1.182,
E,7,Sample X55,1.308,
E,8,Sample X56,1.349,
E,9,Sample X57,1.358,
E,10,Sample X58,1.302,
E,11,Sample X59,1.27,
E,12,Sample X60,0.195,
F,1,Sample X61,0.211,
F,2,Sample X62,1.157,
F,3,Sample X63,1.167,
F,4,Sample X64,1.258,
F,5,Sample X65,1.333,
F,6,Sample X66,1.257,
F,7,Sample X67,1.272,
F,8,Sample X68,1.277,
F,9,Sample X69,1.33,
F,10,Sample X70,1.268,
F,11,Sample X71,1.273,
F,12,Sample X72,0.215,
G,1,Sample X73,0.21,
G,2,Sample X74,1.243,
G,3,Sample X75,1.269,
G,4,Sample X76,1.289,
G,5,Sample X77,1.17,
G,6,Sample X78,1.189,
G,7,Sample X79,1.274,
G,8,Sample X80,1.216,
G,9,Sample X81,1.11,
G,10,Sample X82,1.268,
G,11,Sample X83,1.342,
G,12,Sample X84,0.212,
H,1,Sample X85,0.205,
H,2,Sample X86,0.203,
H,3,Sample X87,0.195,
H,4,Sample X88,0.197,
H,5,Sample X89,0.2,
H,6,Sample X90,0.203,
H,7,Sample X91,0.198,
H,8,Sample X92,0.199,
H,9,Sample X93,0.2,
H,10,Sample X94,0.202,
H,11,Sample X95,0.205,
H,12,Sample X96,0.209,
