Well Row,Well Col,Content,Raw Data (600),
A,1,Sample X1,0.17,
A,2,Sample X2,0.171,
A,3,Sample X3,0.172,
A,4,Sample X4,0.178,
A,5,Sample X5,0.178,
A,6,Sample X6,0.179,
A,7,Sample X7,0.175,
A,8,Sample X8,0.182,
A,9,Sample X9,0.185,
A,10,Sample X10,0.182,
A,11,Sample X11,0.18,
A,12,Sample X12,0.187,
B,1,Sample X13,0.178,
B,2,Sample X14,1.324,
B,3,Sample X15,1.299,
B,4,Sample X16,1.329,
B,5,Sample X17,1.296,
B,6,Sample X18,1.29,
B,7,Sample X19,1.339,
B,8,Sample X20,1.351,
B,9,Sample X21,1.357,
B,10,Sample X22,1.349,
B,11,Sample X23,1.358,
B,12,Sample X24,0.188,
C,1,Sample X25,0.189,
C,2,Sample X26,1.345,
C,3,Sample X27,1.294,
C,4,Sample X28,1.291,
C,5,Sample X29,1.329,
C,6,Sample X30,1.292,
C,7,Sample X31,1.323,
C,8,Sample X32,1.316,
C,9,Sample X33,1.179,
C,10,Sample X34,1.28,
C,11,Sample X35,1.282,
C,12,Sample X36,0.209,
D,1,Sample X37,0.204,
D,2,Sample X38,1.191,
D,3,Sample X39,1.277,
D,4,Sample X40,1.292,
D,5,Sample X41,1.27,
D,6,Sample X42,1.294,
D,7,Sample X43,1.341,
D,8,Sample X44,1.297,
D,9,Sample X45,1.298,
D,10,Sample X46,1.305,
D,11,Sample X47,1.303,
D,12,Sample X48,0.2,
E,1,Sample X49,0.192,
E,2,Sample X50,1.314,
E,3,Sample X51,1.277,
E,4,Sample X52,1.326,
E,5,Sample X53,1.254,
E,6,Sample X54,1.319,
E,7,Sample X55,1.294,
E,8,Sample X56,1.302,
E,9,Sample X57,1.326,
E,10,Sample X58,1.336,
E,11,Sample X59,1.28,
E,12,Sample X60,0.209,
F,1,Sample X61,0.208,
F,2,Sample X62,1.296,
F,3,Sample X63,1.35,
F,4,Sample X64,1.346,
F,5,Sample X65,1.361,
F,6,Sample X66,1.329,
F,7,Sample X67,1.354,
F,8,Sample X68,1.374,
F,9,Sample X69,1.367,
F,10,Sample X70,1.313,
F,11,Sample X71,1.287,
F,12,Sample X72,0.225,
G,1,Sample X73,0.209,
G,2,Sample X74,1.325,
G,3,Sample X75,1.265,
G,4,Sample X76,1.34,
G,5,Sample X77,1.321,
G,6,Sample X78,1.338,
G,7,Sample X79,1.369,
G,8,Sample X80,1.375,
G,9,Sample X81,1.293,
G,10,Sample X82,1.33,
G,11,Sample X83,1.308,
G,12,Sample X84,0.231,
H,1,Sample X85,0.213,
H,2,Sample X86,0.208,
H,3,Sample X87,0.204,
H,4,Sample X88,0.201,
H,5,Sample X89,0.205,
H,6,Sample X90,0.209,
H,7,Sample X91,0.214,
H,8,Sample X92,0.219,
H,9,Sample X93,0.215,
H,10,Sample X94,0.215,
H,11,Sample X95,0.223,
H,12,Sample X96,0.227,
