Well Row,Well Col,Content,Raw Data (600),
A,1,Sample X1,0.171,
A,2,Sample X2,0.171,
A,3,Sample X3,0.174,
A,4,Sample X4,0.176,
A,5,Sample X5,0.176,
A,6,Sample X6,0.175,
A,7,Sample X7,0.173,
A,8,Sample X8,0.175,
A,9,Sample X9,0.18,
A,10,Sample X10,0.177,
A,11,Sample X11,0.177,
A,12,Sample X12,0.175,
B,1,Sample X13,0.178,
B,2,Sample X14,0.597,
B,3,Sample X15,0.577,
B,4,Sample X16,0.627,
B,5,Sample X17,0.569,
B,6,Sample X18,0.67,
B,7,Sample X19,0.706,
B,8,Sample X20,0.782,
B,9,Sample X21,0.562,
B,10,Sample X22,0.593,
B,11,Sample X23,0.615,
B,12,Sample X24,0.18,
C,1,Sample X25,0.186,
C,2,Sample X26,0.699,
C,3,Sample X27,0.688,
C,4,Sample X28,0.637,
C,5,Sample X29,0.756,
C,6,Sample X30,0.851,
C,7,Sample X31,0.88,
C,8,Sample X32,0.755,
C,9,Sample X33,0.635,
C,10,Sample X34,0.574,
C,11,Sample X35,0.543,
C,12,Sample X36,0.196,
D,1,Sample X37,0.204,
D,2,Sample X38,0.501,
D,3,Sample X39,0.505,
D,4,Sample X40,0.697,
D,5,Sample X41,0.564,
D,6,Sample X42,0.766,
D,7,Sample X43,0.793,
D,8,Sample X44,0.522,
D,9,Sample X45,0.623,
D,10,Sample X46,0.507,
D,11,Sample X47,0.868,
D,12,Sample X48,0.189,
E,1,Sample X49,0.192,
E,2,Sample X50,0.449,
E,3,Sample X51,0.547,
E,4,Sample X52,0.615,
E,5,Sample X53,0.536,
E,6,Sample X54,0.68,
E,7,Sample X55,0.762,
E,8,Sample X56,0.484,
E,9,Sample X57,0.536,
E,10,Sample X58,0.701,
E,11,Sample X59,0.665,
E,12,Sample X60,0.197,
F,1,Sample X61,0.209,
F,2,Sample X62,0.636,
F,3,Sample X63,0.558,
F,4,Sample X64,0.561,
F,5,Sample X65,0.516,
F,6,Sample X66,0.844,
F,7,Sample X67,0.571,
F,8,Sample X68,0.483,
F,9,Sample X69,0.54,
F,10,Sample X70,0.668,
F,11,Sample X71,0.565,
F,12,Sample X72,0.214,
G,1,Sample X73,0.21,
G,2,Sample X74,0.609,
G,3,Sample X75,0.451,
G,4,Sample X76,0.509,
G,5,Sample X77,0.493,
G,6,Sample X78,0.777,
G,7,Sample X79,0.793,
G,8,Sample X80,0.488,
G,9,Sample X81,0.65,
G,10,Sample X82,0.52,
G,11,Sample X83,0.502,
G,12,Sample X84,0.219,
H,1,Sample X85,0.212,
H,2,Sample X86,0.206,
H,3,Sample X87,0.208,
H,4,Sample X88,0.202,
H,5,Sample X89,0.208,
H,6,Sample X90,0.207,
H,7,Sample X91,0.21,
H,8,Sample X92,0.209,
H,9,Sample X93,0.21,
H,10,Sample X94,0.207,
H,11,Sample X95,0.214,
H,12,Sample X96,0.21,
