Well Row,Well Col,Content,Raw Data (600),
A,1,Sample X1,0.178,
A,2,Sample X2,0.174,
A,3,Sample X3,0.176,
A,4,Sample X4,0.175,
A,5,Sample X5,0.174,
A,6,Sample X6,0.175,
A,7,Sample X7,0.17,
A,8,Sample X8,0.175,
A,9,Sample X9,0.179,
A,10,Sample X10,0.176,
A,11,Sample X11,0.176,
A,12,Sample X12,0.177,
B,1,Sample X13,0.179,
B,2,Sample X14,0.171,
B,3,Sample X15,0.173,
B,4,Sample X16,0.176,
B,5,Sample X17,0.172,
B,6,Sample X18,0.173,
B,7,Sample X19,0.172,
B,8,Sample X20,0.173,
B,9,Sample X21,0.174,
B,10,Sample X22,0.178,
B,11,Sample X23,0.174,
B,12,Sample X24,0.18,
C,1,Sample X25,0.19,
C,2,Sample X26,0.189,
C,3,Sample X27,0.19,
C,4,Sample X28,0.189,
C,5,Sample X29,0.188,
C,6,Sample X30,0.187,
C,7,Sample X31,0.188,
C,8,Sample X32,0.189,
C,9,Sample X33,0.188,
C,10,Sample X34,0.191,
C,11,Sample X35,0.191,
C,12,Sample X36,0.196,
D,1,Sample X37,0.203,
D,2,Sample X38,0.194,
D,3,Sample X39,0.194,
D,4,Sample X40,0.194,
D,5,Sample X41,0.197,
D,6,Sample X42,0.191,
D,7,Sample X43,0.193,
D,8,Sample X44,0.194,
D,9,Sample X45,0.196,
D,10,Sample X46,0.193,
D,11,Sample X47,0.188,
D,12,Sample X48,0.194,
E,1,Sample X49,0.192,
E,2,Sample X50,0.193,
E,3,Sample X51,0.196,
E,4,Sample X52,0.194,
E,5,Sample X53,0.186,
E,6,Sample X54,0.188,
E,7,Sample X55,0.192,
E,8,Sample X56,0.189,
E,9,Sample X57,0.189,
E,10,Sample X58,0.191,
E,11,Sample X59,0.195,
E,12,Sample X60,0.196,
F,1,Sample X61,0.21,
F,2,Sample X62,0.204,
F,3,Sample X63,0.203,
F,4,Sample X64,0.208,
F,5,Sample X65,0.204,
F,6,Sample X66,0.204,
F,7,Sample X67,0.203,
F,8,Sample X68,0.206,
F,9,Sample X69,0.206,
F,10,Sample X70,0.208,
F,11,Sample X71,0.208,
F,12,Sample X72,0.219,
G,1,Sample X73,0.209,
G,2,Sample X74,0.209,
G,3,Sample X75,0.206,
G,4,Sample X76,0.203,
G,5,Sample X77,0.204,
G,6,Sample X78,0.209,
G,7,Sample X79,0.209,
G,8,Sample X80,0.211,
G,9,Sample X81,0.205,
G,10,Sample X82,0.208,
G,11,Sample X83,0.202,
G,12,Sample X84,0.218,
H,1,Sample X85,0.215,
H,2,Sample X86,0.208,
H,3,Sample X87,0.201,
H,4,Sample X88,0.204,
H,5,Sample X89,0.207,
H,6,Sample X90,0.202,
H,7,Sample X91,0.208,
H,8,Sample X92,0.211,
H,9,Sample X93,0.208,
H,10,Sample X94,0.211,
H,11,Sample X95,0.217,
H,12,Sample X96,0.214,
