Well Row,Well Col,Content,Raw Data (600),
A,1,Sample X1,0.169,
A,2,Sample X2,0.169,
A,3,Sample X3,0.169,
A,4,Sample X4,0.171,
A,5,Sample X5,0.172,
A,6,Sample X6,0.169,
A,7,Sample X7,0.172,
A,8,Sample X8,0.17,
A,9,Sample X9,0.172,
A,10,Sample X10,0.174,
A,11,Sample X11,0.175,
A,12,Sample X12,0.177,
B,1,Sample X13,0.174,
B,2,Sample X14,1.107,
B,3,Sample X15,1.325,
B,4,Sample X16,1.004,
B,5,Sample X17,1.17,
B,6,Sample X18,1.178,
B,7,Sample X19,1.01,
B,8,Sample X20,1.3,
B,9,Sample X21,0.962,
B,10,Sample X22,1.137,
B,11,Sample X23,1.104,
B,12,Sample X24,0.176,
C,1,Sample X25,0.176,
C,2,Sample X26,1.13,
C,3,Sample X27,1.197,
C,4,Sample X28,0.98,
C,5,Sample X29,1.063,
C,6,Sample X30,0.954,
C,7,Sample X31,0.959,
C,8,Sample X32,1.191,
C,9,Sample X33,0.945,
C,10,Sample X34,1.075,
C,11,Sample X35,1.162,
C,12,Sample X36,0.19,
D,1,Sample X37,0.186,
D,2,Sample X38,1.061,
D,3,Sample X39,1.249,
D,4,Sample X40,0.968,
D,5,Sample X41,1.039,
D,6,Sample X42,1.138,
D,7,Sample X43,1.153,
D,8,Sample X44,1.238,
D,9,Sample X45,1.05,
D,10,Sample X46,1.109,
D,11,Sample X47,1.077,
D,12,Sample X48,0.186,
E,1,Sample X49,0.184,
E,2,Sample X50,1.18,
E,3,Sample X51,1.3,
E,4,Sample X52,1.072,
E,5,Sample X53,0.961,
E,6,Sample X54,1.189,
E,7,Sample X55,1.073,
E,8,Sample X56,1.313,
E,9,Sample X57,0.967,
E,10,Sample X58,1.131,
E,11,Sample X59,1.073,
E,12,Sample X60,0.193,
F,1,Sample X61,0.197,
F,2,Sample X62,1.209,
F,3,Sample X63,1.267,
F,4,Sample X64,1.023,
F,5,Sample X65,1.038,
F,6,Sample X66,1.123,
F,7,Sample X67,1.24,
F,8,Sample X68,1.297,
F,9,Sample X69,1.139,
F,10,Sample X70,1.061,
F,11,Sample X71,1.076,
F,12,Sample X72,0.205,
G,1,Sample X73,0.206,
G,2,Sample X74,1.05,
G,3,Sample X75,1.26,
G,4,Sample X76,0.978,
G,5,Sample X77,0.951,
G,6,Sample X78,0.885,
G,7,Sample X79,0.934,
G,8,Sample X80,1.302,
G,9,Sample X81,0.975,
G,10,Sample X82,1.156,
G,11,Sample X83,1.052,
G,12,Sample X84,0.208,
H,1,Sample X85,0.202,
H,2,Sample X86,0.201,
H,3,Sample X87,0.2,
H,4,Sample X88,0.202,
H,5,Sample X89,0.2,
H,6,Sample X90,0.197,
H,7,Sample X91,0.204,
H,8,Sample X92,0.205,
H,9,Sample X93,0.202,
H,10,Sample X94,0.201,
H,11,Sample X95,0.204,
H,12,Sample X96,0.22,
