Well Row,Well Col,Content,Raw Data (600),
A,1,Sample X1,0.196,
A,2,Sample X2,0.222,
A,3,Sample X3,0.197,
A,4,Sample X4,0.197,
A,5,Sample X5,0.192,
A,6,Sample X6,0.206,
A,7,Sample X7,0.194,
A,8,Sample X8,0.191,
A,9,Sample X9,0.197,
A,10,Sample X10,0.199,
A,11,Sample X11,0.195,
A,12,Sample X12,0.201,
B,1,Sample X13,0.204,
B,2,Sample X14,1.308,
B,3,Sample X15,1.296,
B,4,Sample X16,1.31,
B,5,Sample X17,1.31,
B,6,Sample X18,1.297,
B,7,Sample X19,1.308,
B,8,Sample X20,1.313,
B,9,Sample X21,1.317,
B,10,Sample X22,1.311,
B,11,Sample X23,1.32,
B,12,Sample X24,0.204,
C,1,Sample X25,0.211,
C,2,Sample X26,1.316,
C,3,Sample X27,1.305,
C,4,Sample X28,1.294,
C,5,Sample X29,1.305,
C,6,Sample X30,1.287,
C,7,Sample X31,1.3,
C,8,Sample X32,1.292,
C,9,Sample X33,1.296,
C,10,Sample X34,1.311,
C,11,Sample X35,1.31,
C,12,Sample X36,0.22,
D,1,Sample X37,0.228,
D,2,Sample X38,1.323,
D,3,Sample X39,1.29,
D,4,Sample X40,1.321,
D,5,Sample X41,1.294,
D,6,Sample X42,1.309,
D,7,Sample X43,1.302,
D,8,Sample X44,1.31,
D,9,Sample X45,1.322,
D,10,Sample X46,1.32,
D,11,Sample X47,1.305,
D,12,Sample X48,0.227,
E,1,Sample X49,0.219,
E,2,Sample X50,1.334,
E,3,Sample X51,1.323,
E,4,Sample X52,1.325,
E,5,Sample X53,1.298,
E,6,Sample X54,1.318,
E,7,Sample X55,1.311,
E,8,Sample X56,1.317,
E,9,Sample X57,1.335,
E,10,Sample X58,1.347,
E,11,Sample X59,1.305,
E,12,Sample X60,0.221,
F,1,Sample X61,0.242,
F,2,Sample X62,1.343,
F,3,Sample X63,1.332,
F,4,Sample X64,1.325,
F,5,Sample X65,1.325,
F,6,Sample X66,1.31,
F,7,Sample X67,1.323,
F,8,Sample X68,1.32,
F,9,Sample X69,1.35,
F,10,Sample X70,1.314,
F,11,Sample X71,1.304,
F,12,Sample X72,0.247,
G,1,Sample X73,0.244,
G,2,Sample X74,1.347,
G,3,Sample X75,1.347,
G,4,Sample X76,1.34,
G,5,Sample X77,1.348,
G,6,Sample X78,1.274,
G,7,Sample X79,1.331,
G,8,Sample X80,1.26,
G,9,Sample X81,1.317,
G,10,Sample X82,1.33,
G,11,Sample X83,1.325,
G,12,Sample X84,0.243,
H,1,Sample X85,0.233,
H,2,Sample X86,0.232,
H,3,Sample X87,0.224,
H,4,Sample X88,0.226,
H,5,Sample X89,0.226,
H,6,Sample X90,0.23,
H,7,Sample X91,0.225,
H,8,Sample X92,0.226,
H,9,Sample X93,0.228,
H,10,Sample X94,0.234,
H,11,Sample X95,0.237,
H,12,Sample X96,0.238,
