Well Row,Well Col,Content,Raw Data (600),
A,1,Sample X1,0.18,
A,2,Sample X2,0.171,
A,3,Sample X3,0.171,
A,4,Sample X4,0.172,
A,5,Sample X5,0.171,
A,6,Sample X6,0.172,
A,7,Sample X7,0.173,
A,8,Sample X8,0.172,
A,9,Sample X9,0.169,
A,10,Sample X10,0.17,
A,11,Sample X11,0.171,
A,12,Sample X12,0.172,
B,1,Sample X13,0.181,
B,2,Sample X14,0.7,
B,3,Sample X15,0.874,
B,4,Sample X16,0.71,
B,5,Sample X17,0.992,
B,6,Sample X18,0.73,
B,7,Sample X19,0.954,
B,8,Sample X20,0.813,
B,9,Sample X21,0.811,
B,10,Sample X22,0.881,
B,11,Sample X23,0.704,
B,12,Sample X24,0.167,
C,1,Sample X25,0.18,
C,2,Sample X26,0.866,
C,3,Sample X27,0.608,
C,4,Sample X28,0.659,
C,5,Sample X29,0.556,
C,6,Sample X30,0.629,
C,7,Sample X31,0.598,
C,8,Sample X32,0.718,
C,9,Sample X33,0.546,
C,10,Sample X34,0.663,
C,11,Sample X35,0.508,
C,12,Sample X36,0.182,
D,1,Sample X37,0.189,
D,2,Sample X38,0.875,
D,3,Sample X39,0.969,
D,4,Sample X40,0.641,
D,5,Sample X41,0.75,
D,6,Sample X42,0.759,
D,7,Sample X43,0.753,
D,8,Sample X44,0.898,
D,9,Sample X45,0.627,
D,10,Sample X46,0.715,
D,11,Sample X47,0.781,
D,12,Sample X48,0.175,
E,1,Sample X49,0.184,
E,2,Sample X50,0.542,
E,3,Sample X51,0.642,
E,4,Sample X52,0.556,
E,5,Sample X53,0.518,
E,6,Sample X54,0.508,
E,7,Sample X55,0.821,
E,8,Sample X56,0.645,
E,9,Sample X57,0.599,
E,10,Sample X58,0.485,
E,11,Sample X59,0.5,
E,12,Sample X60,0.178,
F,1,Sample X61,0.199,
F,2,Sample X62,0.596,
F,3,Sample X63,0.746,
F,4,Sample X64,0.609,
F,5,Sample X65,0.66,
F,6,Sample X66,0.704,
F,7,Sample X67,0.75,
F,8,Sample X68,0.473,
F,9,Sample X69,0.606,
F,10,Sample X70,0.645,
F,11,Sample X71,0.844,
F,12,Sample X72,0.196,
G,1,Sample X73,0.203,
G,2,Sample X74,0.593,
G,3,Sample X75,0.596,
G,4,Sample X76,0.656,
G,5,Sample X77,0.564,
G,6,Sample X78,0.904,
G,7,Sample X79,0.543,
G,8,Sample X80,0.56,
G,9,Sample X81,0.499,
G,10,Sample X82,0.494,
G,11,Sample X83,0.529,
G,12,Sample X84,0.197,
H,1,Sample X85,0.204,
H,2,Sample X86,0.198,
H,3,Sample X87,0.199,
H,4,Sample X88,0.212,
H,5,Sample X89,0.194,
H,6,Sample X90,0.197,
H,7,Sample X91,0.199,
H,8,Sample X92,0.197,
H,9,Sample X93,0.306,
H,10,Sample X94,0.194,
H,11,Sample X95,0.198,
H,12,Sample X96,0.201,
