Well Row,Well Col,Content,Raw Data (600),
A,1,Sample X1,0.169,
A,2,Sample X2,0.17,
A,3,Sample X3,0.249,
A,4,Sample X4,0.173,
A,5,Sample X5,0.17,
A,6,Sample X6,0.171,
A,7,Sample X7,0.239,
A,8,Sample X8,0.171,
A,9,Sample X9,0.176,
A,10,Sample X10,0.172,
A,11,Sample X11,0.175,
A,12,Sample X12,0.183,
B,1,Sample X13,0.601,
B,2,Sample X14,0.752,
B,3,Sample X15,0.614,
B,4,Sample X16,0.696,
B,5,Sample X17,0.595,
B,6,Sample X18,0.54,
B,7,Sample X19,0.644,
B,8,Sample X20,0.644,
B,9,Sample X21,0.513,
B,10,Sample X22,0.631,
B,11,Sample X23,0.819,
B,12,Sample X24,1.113,
C,1,Sample X25,0.195,
C,2,Sample X26,0.351,
C,3,Sample X27,0.397,
C,4,Sample X28,0.436,
C,5,Sample X29,0.42,
C,6,Sample X30,0.515,
C,7,Sample X31,0.604,
C,8,Sample X32,0.546,
C,9,Sample X33,0.665,
C,10,Sample X34,0.394,
C,11,Sample X35,0.514,
C,12,Sample X36,0.21,
D,1,Sample X37,0.199,
D,2,Sample X38,0.51,
D,3,Sample X39,0.561,
D,4,Sample X40,0.321,
D,5,Sample X41,0.397,
D,6,Sample X42,0.286,
D,7,Sample X43,0.295,
D,8,Sample X44,0.403,
D,9,Sample X45,0.692,
D,10,Sample X46,0.263,
D,11,Sample X47,0.449,
D,12,Sample X48,0.191,
E,1,Sample X49,0.19,
E,2,Sample X50,0.712,
E,3,Sample X51,0.556,
E,4,Sample X52,0.701,
E,5,Sample X53,1.009,
E,6,Sample X54,0.543,
E,7,Sample X55,0.547,
E,8,Sample X56,0.433,
E,9,Sample X57,0.359,
E,10,Sample X58,0.451,
E,11,Sample X59,0.571,
E,12,Sample X60,0.198,
F,1,Sample X61,0.207,
F,2,Sample X62,0.67,
F,3,Sample X63,0.645,
F,4,Sample X64,0.72,
F,5,Sample X65,0.612,
F,6,Sample X66,0.455,
F,7,Sample X67,0.501,
F,8,Sample X68,0.578,
F,9,Sample X69,0.915,
F,10,Sample X70,0.487,
F,11,Sample X71,0.956,
F,12,Sample X72,0.218,
G,1,Sample X73,0.207,
G,2,Sample X74,0.886,
G,3,Sample X75,0.915,
G,4,Sample X76,0.535,
G,5,Sample X77,0.646,
G,6,Sample X78,0.264,
G,7,Sample X79,0.413,
G,8,Sample X80,0.434,
G,9,Sample X81,0.594,
G,10,Sample X82,1.266,
G,11,Sample X83,0.691,
G,12,Sample X84,0.218,
H,1,Sample X85,0.213,
H,2,Sample X86,0.21,
H,3,Sample X87,0.203,
H,4,Sample X88,0.202,
H,5,Sample X89,0.207,
H,6,Sample X90,0.209,
H,7,Sample X91,0.424,
H,8,Sample X92,0.291,
H,9,Sample X93,0.213,
H,10,Sample X94,0.212,
H,11,Sample X95,0.221,
H,12,Sample X96,0.218,
