Well Row,Well Col,Content,Raw Data (600),
A,1,Sample X1,0.169,
A,2,Sample X2,0.165,
A,3,Sample X3,0.164,
A,4,Sample X4,0.172,
A,5,Sample X5,0.168,
A,6,Sample X6,0.166,
A,7,Sample X7,0.167,
A,8,Sample X8,0.167,
A,9,Sample X9,0.168,
A,10,Sample X10,0.168,
A,11,Sample X11,0.167,
A,12,Sample X12,0.168,
B,1,Sample X13,0.174,
B,2,Sample X14,0.167,
B,3,Sample X15,0.166,
B,4,Sample X16,0.169,
B,5,Sample X17,0.46,
B,6,Sample X18,0.168,
B,7,Sample X19,0.17,
B,8,Sample X20,0.168,
B,9,Sample X21,0.172,
B,10,Sample X22,0.179,
B,11,Sample X23,0.165,
B,12,Sample X24,0.165,
C,1,Sample X25,0.173,
C,2,Sample X26,0.174,
C,3,Sample X27,0.172,
C,4,Sample X28,0.205,
C,5,Sample X29,0.177,
C,6,Sample X30,0.412,
C,7,Sample X31,0.177,
C,8,Sample X32,0.334,
C,9,Sample X33,0.724,
C,10,Sample X34,0.728,
C,11,Sample X35,0.668,
C,12,Sample X36,0.177,
D,1,Sample X37,0.179,
D,2,Sample X38,0.416,
D,3,Sample X39,0.179,
D,4,Sample X40,0.726,
D,5,Sample X41,0.177,
D,6,Sample X42,0.359,
D,7,Sample X43,0.181,
D,8,Sample X44,0.242,
D,9,Sample X45,0.182,
D,10,Sample X46,0.594,
D,11,Sample X47,0.175,
D,12,Sample X48,0.173,
E,1,Sample X49,0.179,
E,2,Sample X50,0.542,
E,3,Sample X51,0.175,
E,4,Sample X52,0.175,
E,5,Sample X53,0.186,
E,6,Sample X54,0.183,
E,7,Sample X55,0.457,
E,8,Sample X56,0.179,
E,9,Sample X57,0.177,
E,10,Sample X58,0.373,
E,11,Sample X59,0.64,
E,12,Sample X60,0.176,
F,1,Sample X61,0.186,
F,2,Sample X62,0.217,
F,3,Sample X63,0.185,
F,4,Sample X64,0.206,
F,5,Sample X65,0.184,
F,6,Sample X66,0.191,
F,7,Sample X67,0.192,
F,8,Sample X68,0.386,
F,9,Sample X69,0.613,
F,10,Sample X70,0.186,
F,11,Sample X71,0.186,
F,12,Sample X72,0.187,
G,1,Sample X73,0.189,
G,2,Sample X74,0.659,
G,3,Sample X75,0.186,
G,4,Sample X76,0.198,
G,5,Sample X77,0.502,
G,6,Sample X78,0.185,
G,7,Sample X79,0.185,
G,8,Sample X80,1.021,
G,9,Sample X81,0.187,
G,10,Sample X82,0.57,
G,11,Sample X83,0.192,
G,12,Sample X84,0.183,
H,1,Sample X85,0.189,
H,2,Sample X86,0.184,
H,3,Sample X87,0.18,
H,4,Sample X88,0.182,
H,5,Sample X89,0.18,
H,6,Sample X90,0.182,
H,7,Sample X91,0.183,
H,8,Sample X92,0.184,
H,9,Sample X93,0.183,
H,10,Sample X94,0.181,
H,11,Sample X95,0.184,
H,12,Sample X96,0.19,
