Well Row,Well Col,Content,Raw Data (600),
A,1,Sample X1,0.168,
A,2,Sample X2,0.169,
A,3,Sample X3,0.172,
A,4,Sample X4,0.173,
A,5,Sample X5,0.168,
A,6,Sample X6,0.172,
A,7,Sample X7,0.169,
A,8,Sample X8,0.172,
A,9,Sample X9,0.177,
A,10,Sample X10,0.173,
A,11,Sample X11,0.173,
A,12,Sample X12,0.173,
B,1,Sample X13,0.175,
B,2,Sample X14,1.415,
B,3,Sample X15,1.418,
B,4,Sample X16,1.394,
B,5,Sample X17,1.39,
B,6,Sample X18,1.407,
B,7,Sample X19,1.4,
B,8,Sample X20,1.366,
B,9,Sample X21,1.391,
B,10,Sample X22,1.354,
B,11,Sample X23,1.377,
B,12,Sample X24,0.173,
C,1,Sample X25,0.181,
C,2,Sample X26,1.342,
C,3,Sample X27,1.343,
C,4,Sample X28,1.358,
C,5,Sample X29,1.345,
C,6,Sample X30,1.333,
C,7,Sample X31,1.342,
C,8,Sample X32,1.333,
C,9,Sample X33,1.336,
C,10,Sample X34,1.329,
C,11,Sample X35,1.347,
C,12,Sample X36,0.191,
D,1,Sample X37,0.199,
D,2,Sample X38,1.372,
D,3,Sample X39,1.327,
D,4,Sample X40,1.318,
D,5,Sample X41,1.307,
D,6,Sample X42,1.302,
D,7,Sample X43,1.355,
D,8,Sample X44,1.33,
D,9,Sample X45,1.316,
D,10,Sample X46,1.343,
D,11,Sample X47,1.318,
D,12,Sample X48,0.186,
E,1,Sample X49,0.186,
E,2,Sample X50,1.385,
E,3,Sample X51,1.358,
E,4,Sample X52,1.342,
E,5,Sample X53,1.37,
E,6,Sample X54,1.362,
E,7,Sample X55,1.362,
E,8,Sample X56,1.372,
E,9,Sample X57,1.334,
E,10,Sample X58,1.358,
E,11,Sample X59,1.352,
E,12,Sample X60,0.195,
F,1,Sample X61,0.203,
F,2,Sample X62,1.351,
F,3,Sample X63,1.383,
F,4,Sample X64,1.341,
F,5,Sample X65,1.374,
F,6,Sample X66,1.367,
F,7,Sample X67,1.346,
F,8,Sample X68,1.356,
F,9,Sample X69,1.332,
F,10,Sample X70,1.33,
F,11,Sample X71,1.345,
F,12,Sample X72,0.21,
G,1,Sample X73,0.201,
G,2,Sample X74,1.331,
G,3,Sample X75,1.385,
G,4,Sample X76,1.341,
G,5,Sample X77,1.376,
G,6,Sample X78,1.347,
G,7,Sample X79,1.366,
G,8,Sample X80,1.389,
G,9,Sample X81,1.296,
G,10,Sample X82,1.351,
G,11,Sample X83,1.315,
G,12,Sample X84,0.217,
H,1,Sample X85,0.208,
H,2,Sample X86,0.202,
H,3,Sample X87,0.197,
H,4,Sample X88,0.196,
H,5,Sample X89,0.196,
H,6,Sample X90,0.201,
H,7,Sample X91,0.204,
H,8,Sample X92,0.205,
H,9,Sample X93,0.207,
H,10,Sample X94,0.205,
H,11,Sample X95,0.208,
H,12,Sample X96,0.208,
