Well Row,Well Col,Content,Raw Data (600),
A,1,Sample X1,0.161,
A,2,Sample X2,0.163,
A,3,Sample X3,0.156,
A,4,Sample X4,0.158,
A,5,Sample X5,0.152,
A,6,Sample X6,0.168,
A,7,Sample X7,0.153,
A,8,Sample X8,0.153,
A,9,Sample X9,0.155,
A,10,Sample X10,0.159,
A,11,Sample X11,0.151,
A,12,Sample X12,0.159,
B,1,Sample X13,0.167,
B,2,Sample X14,1.357,
B,3,Sample X15,1.291,
B,4,Sample X16,1.315,
B,5,Sample X17,1.334,
B,6,Sample X18,1.303,
B,7,Sample X19,1.295,
B,8,Sample X20,1.267,
B,9,Sample X21,1.226,
B,10,Sample X22,1.302,
B,11,Sample X23,1.35,
B,12,Sample X24,0.16,
C,1,Sample X25,0.176,
C,2,Sample X26,1.33,
C,3,Sample X27,1.297,
C,4,Sample X28,1.161,
C,5,Sample X29,1.241,
C,6,Sample X30,1.271,
C,7,Sample X31,1.245,
C,8,Sample X32,1.208,
C,9,Sample X33,1.173,
C,10,Sample X34,1.226,
C,11,Sample X35,1.295,
C,12,Sample X36,0.174,
D,1,Sample X37,0.188,
D,2,Sample X38,1.222,
D,3,Sample X39,1.166,
D,4,Sample X40,1.175,
D,5,Sample X41,1.173,
D,6,Sample X42,1.258,
D,7,Sample X43,1.105,
D,8,Sample X44,1.245,
D,9,Sample X45,1.197,
D,10,Sample X46,1.254,
D,11,Sample X47,1.302,
D,12,Sample X48,0.168,
E,1,Sample X49,0.184,
E,2,Sample X50,1.192,
E,3,Sample X51,1.22,
E,4,Sample X52,1.179,
E,5,Sample X53,1.226,
E,6,Sample X54,1.198,
E,7,Sample X55,1.172,
E,8,Sample X56,1.116,
E,9,Sample X57,1.227,
E,10,Sample X58,1.214,
E,11,Sample X59,1.18,
E,12,Sample X60,0.169,
F,1,Sample X61,0.2,
F,2,Sample X62,1.246,
F,3,Sample X63,1.259,
F,4,Sample X64,1.183,
F,5,Sample X65,1.229,
F,6,Sample X66,1.211,
F,7,Sample X67,1.298,
F,8,Sample X68,1.279,
F,9,Sample X69,1.158,
F,10,Sample X70,1.276,
F,11,Sample X71,1.231,
F,12,Sample X72,0.19,
G,1,Sample X73,0.196,
G,2,Sample X74,1.32,
G,3,Sample X75,1.214,
G,4,Sample X76,1.284,
G,5,Sample X77,1.255,
G,6,Sample X78,1.362,
G,7,Sample X79,1.239,
G,8,Sample X80,1.277,
G,9,Sample X81,1.153,
G,10,Sample X82,1.314,
G,11,Sample X83,1.337,
G,12,Sample X84,0.184,
H,1,Sample X85,0.194,
H,2,Sample X86,0.184,
H,3,Sample X87,0.179,
H,4,Sample X88,0.178,
H,5,Sample X89,0.178,
H,6,Sample X90,0.178,
H,7,Sample X91,0.179,
H,8,Sample X92,0.176,
H,9,Sample X93,0.176,
H,10,Sample X94,0.175,
H,11,Sample X95,0.178,
H,12,Sample X96,0.178,
