Well Row,Well Col,Content,Raw Data (600),
A,1,Sample X1,0.174,
A,2,Sample X2,0.174,
A,3,Sample X3,0.173,
A,4,Sample X4,0.175,
A,5,Sample X5,0.172,
A,6,Sample X6,0.175,
A,7,Sample X7,0.171,
A,8,Sample X8,0.169,
A,9,Sample X9,0.174,
A,10,Sample X10,0.176,
A,11,Sample X11,0.171,
A,12,Sample X12,0.173,
B,1,Sample X13,0.178,
B,2,Sample X14,1.407,
B,3,Sample X15,1.347,
B,4,Sample X16,1.399,
B,5,Sample X17,1.304,
B,6,Sample X18,0.803,
B,7,Sample X19,0.678,
B,8,Sample X20,0.968,
B,9,Sample X21,1.362,
B,10,Sample X22,1.201,
B,11,Sample X23,1.391,
B,12,Sample X24,0.178,
C,1,Sample X25,0.185,
C,2,Sample X26,0.9,
C,3,Sample X27,1.234,
C,4,Sample X28,1.256,
C,5,Sample X29,1.284,
C,6,Sample X30,1.383,
C,7,Sample X31,1.25,
C,8,Sample X32,1.016,
C,9,Sample X33,0.263,
C,10,Sample X34,1.261,
C,11,Sample X35,1.317,
C,12,Sample X36,0.192,
D,1,Sample X37,0.195,
D,2,Sample X38,1.386,
D,3,Sample X39,1.258,
D,4,Sample X40,1.227,
D,5,Sample X41,1.242,
D,6,Sample X42,1.207,
D,7,Sample X43,1.271,
D,8,Sample X44,1.343,
D,9,Sample X45,1.302,
D,10,Sample X46,1.392,
D,11,Sample X47,1.272,
D,12,Sample X48,0.186,
E,1,Sample X49,0.192,
E,2,Sample X50,1.348,
E,3,Sample X51,1.342,
E,4,Sample X52,0.847,
E,5,Sample X53,0.788,
E,6,Sample X54,1.268,
E,7,Sample X55,1.091,
E,8,Sample X56,1.138,
E,9,Sample X57,1.325,
E,10,Sample X58,0.819,
E,11,Sample X59,1.217,
E,12,Sample X60,0.188,
F,1,Sample X61,0.211,
F,2,Sample X62,1.104,
F,3,Sample X63,1.275,
F,4,Sample X64,1.297,
F,5,Sample X65,1.335,
F,6,Sample X66,1.158,
F,7,Sample X67,1.12,
F,8,Sample X68,0.865,
F,9,Sample X69,0.884,
F,10,Sample X70,1.158,
F,11,Sample X71,1.072,
F,12,Sample X72,0.21,
G,1,Sample X73,0.212,
G,2,Sample X74,1.276,
G,3,Sample X75,1.313,
G,4,Sample X76,1.343,
G,5,Sample X77,1.198,
G,6,Sample X78,1.18,
G,7,Sample X79,0.955,
G,8,Sample X80,1.256,
G,9,Sample X81,0.818,
G,10,Sample X82,1.315,
G,11,Sample X83,1.218,
G,12,Sample X84,0.204,
H,1,Sample X85,0.205,
H,2,Sample X86,0.201,
H,3,Sample X87,0.196,
H,4,Sample X88,0.195,
H,5,Sample X89,0.198,
H,6,Sample X90,0.198,
H,7,Sample X91,0.198,
H,8,Sample X92,0.194,
H,9,Sample X93,0.196,
H,10,Sample X94,0.197,
H,11,Sample X95,0.201,
H,12,Sample X96,0.204,
