Well Row,Well Col,Content,Raw Data (600),
A,1,Sample X1,0.167,
A,2,Sample X2,0.168,
A,3,Sample X3,0.169,
A,4,Sample X4,0.17,
A,5,Sample X5,0.172,
A,6,Sample X6,0.167,
A,7,Sample X7,0.168,
A,8,Sample X8,0.167,
A,9,Sample X9,0.168,
A,10,Sample X10,0.172,
A,11,Sample X11,0.174,
A,12,Sample X12,0.174,
B,1,Sample X13,0.175,
B,2,Sample X14,1.355,
B,3,Sample X15,1.299,
B,4,Sample X16,1.28,
B,5,Sample X17,1.251,
B,6,Sample X18,1.144,
B,7,Sample X19,1.204,
B,8,Sample X20,1.235,
B,9,Sample X21,1.156,
B,10,Sample X22,1.2,
B,11,Sample X23,1.183,
B,12,Sample X24,0.173,
C,1,Sample X25,0.179,
C,2,Sample X26,1.199,
C,3,Sample X27,1.142,
C,4,Sample X28,1.151,
C,5,Sample X29,1.181,
C,6,Sample X30,1.179,
C,7,Sample X31,1.16,
C,8,Sample X32,1.154,
C,9,Sample X33,1.139,
C,10,Sample X34,1.137,
C,11,Sample X35,1.113,
C,12,Sample X36,0.184,
D,1,Sample X37,0.186,
D,2,Sample X38,1.13,
D,3,Sample X39,1.214,
D,4,Sample X40,1.197,
D,5,Sample X41,1.206,
D,6,Sample X42,1.226,
D,7,Sample X43,1.224,
D,8,Sample X44,1.222,
D,9,Sample X45,1.226,
D,10,Sample X46,1.295,
D,11,Sample X47,1.248,
D,12,Sample X48,0.18,
E,1,Sample X49,0.183,
E,2,Sample X50,1.247,
E,3,Sample X51,1.203,
E,4,Sample X52,1.141,
E,5,Sample X53,1.169,
E,6,Sample X54,1.2,
E,7,Sample X55,1.114,
E,8,Sample X56,1.134,
E,9,Sample X57,1.219,
E,10,Sample X58,1.202,
E,11,Sample X59,1.257,
E,12,Sample X60,0.182,
F,1,Sample X61,0.199,
F,2,Sample X62,1.102,
F,3,Sample X63,1.095,
F,4,Sample X64,1.128,
F,5,Sample X65,1.184,
F,6,Sample X66,1.174,
F,7,Sample X67,1.118,
F,8,Sample X68,1.189,
F,9,Sample X69,1.195,
F,10,Sample X70,1.191,
F,11,Sample X71,1.173,
F,12,Sample X72,0.206,
G,1,Sample X73,0.206,
G,2,Sample X74,1.028,
G,3,Sample X75,1.12,
G,4,Sample X76,1.161,
G,5,Sample X77,1.065,
G,6,Sample X78,1.053,
G,7,Sample X79,1.144,
G,8,Sample X80,1.219,
G,9,Sample X81,1.179,
G,10,Sample X82,1.117,
G,11,Sample X83,1.083,
G,12,Sample X84,0.204,
H,1,Sample X85,0.201,
H,2,Sample X86,0.203,
H,3,Sample X87,0.2,
H,4,Sample X88,0.2,
H,5,Sample X89,0.196,
H,6,Sample X90,0.195,
H,7,Sample X91,0.198,
H,8,Sample X92,0.199,
H,9,Sample X93,0.2,
H,10,Sample X94,0.201,
H,11,Sample X95,0.208,
H,12,Sample X96,0.216,
