Well Row,Well Col,Content,Raw Data (600),
A,1,Sample X1,0.179,
A,2,Sample X2,0.174,
A,3,Sample X3,0.564,
A,4,Sample X4,0.176,
A,5,Sample X5,0.174,
A,6,Sample X6,0.172,
A,7,Sample X7,0.177,
A,8,Sample X8,0.176,
A,9,Sample X9,0.177,
A,10,Sample X10,0.179,
A,11,Sample X11,0.178,
A,12,Sample X12,0.179,
B,1,Sample X13,0.185,
B,2,Sample X14,0.184,
B,3,Sample X15,1.04,
B,4,Sample X16,0.181,
B,5,Sample X17,0.18,
B,6,Sample X18,0.179,
B,7,Sample X19,0.183,
B,8,Sample X20,0.176,
B,9,Sample X21,0.178,
B,10,Sample X22,0.181,
B,11,Sample X23,0.176,
B,12,Sample X24,0.177,
C,1,Sample X25,0.182,
C,2,Sample X26,0.184,
C,3,Sample X27,0.183,
C,4,Sample X28,0.187,
C,5,Sample X29,0.186,
C,6,Sample X30,0.185,
C,7,Sample X31,0.185,
C,8,Sample X32,0.186,
C,9,Sample X33,1.038,
C,10,Sample X34,0.199,
C,11,Sample X35,0.186,
C,12,Sample X36,0.186,
D,1,Sample X37,0.191,
D,2,Sample X38,0.415,
D,3,Sample X39,0.19,
D,4,Sample X40,0.614,
D,5,Sample X41,0.19,
D,6,Sample X42,0.185,
D,7,Sample X43,0.189,
D,8,Sample X44,0.186,
D,9,Sample X45,0.191,
D,10,Sample X46,0.187,
D,11,Sample X47,0.191,
D,12,Sample X48,0.184,
E,1,Sample X49,0.181,
E,2,Sample X50,0.479,
E,3,Sample X51,0.181,
E,4,Sample X52,0.187,
E,5,Sample X53,0.181,
E,6,Sample X54,0.186,
E,7,Sample X55,0.189,
E,8,Sample X56,0.187,
E,9,Sample X57,0.186,
E,10,Sample X58,0.7,
E,11,Sample X59,0.184,
E,12,Sample X60,0.181,
F,1,Sample X61,0.198,
F,2,Sample X62,0.192,
F,3,Sample X63,0.19,
F,4,Sample X64,0.189,
F,5,Sample X65,0.19,
F,6,Sample X66,0.194,
F,7,Sample X67,0.212,
F,8,Sample X68,0.193,
F,9,Sample X69,0.205,
F,10,Sample X70,0.199,
F,11,Sample X71,0.473,
F,12,Sample X72,0.197,
G,1,Sample X73,0.203,
G,2,Sample X74,0.2,
G,3,Sample X75,0.202,
G,4,Sample X76,0.199,
G,5,Sample X77,0.205,
G,6,Sample X78,0.202,
G,7,Sample X79,0.207,
G,8,Sample X80,0.202,
G,9,Sample X81,0.206,
G,10,Sample X82,0.204,
G,11,Sample X83,0.227,
G,12,Sample X84,0.2,
H,1,Sample X85,0.201,
H,2,Sample X86,0.2,
H,3,Sample X87,0.196,
H,4,Sample X88,0.199,
H,5,Sample X89,0.194,
H,6,Sample X90,0.196,
H,7,Sample X91,0.198,
H,8,Sample X92,0.197,
H,9,Sample X93,0.196,
H,10,Sample X94,0.195,
H,11,Sample X95,0.198,
H,12,Sample X96,0.201,
