Well Row,Well Col,Content,Raw Data (600),
A,1,Sample X1,0.152,
A,2,Sample X2,0.149,
A,3,Sample X3,0.151,
A,4,Sample X4,0.154,
A,5,Sample X5,0.148,
A,6,Sample X6,0.159,
A,7,Sample X7,0.149,
A,8,Sample X8,0.152,
A,9,Sample X9,0.157,
A,10,Sample X10,0.151,
A,11,Sample X11,0.151,
A,12,Sample X12,0.152,
B,1,Sample X13,0.154,
B,2,Sample X14,1.322,
B,3,Sample X15,1.364,
B,4,Sample X16,1.373,
B,5,Sample X17,1.361,
B,6,Sample X18,0.866,
B,7,Sample X19,0.873,
B,8,Sample X20,1.257,
B,9,Sample X21,1.279,
B,10,Sample X22,1.352,
B,11,Sample X23,1.394,
B,12,Sample X24,0.159,
C,1,Sample X25,0.157,
C,2,Sample X26,0.974,
C,3,Sample X27,1.311,
C,4,Sample X28,1.341,
C,5,Sample X29,1.373,
C,6,Sample X30,1.353,
C,7,Sample X31,1.356,
C,8,Sample X32,1.295,
C,9,Sample X33,0.719,
C,10,Sample X34,1.342,
C,11,Sample X35,1.346,
C,12,Sample X36,0.165,
D,1,Sample X37,0.173,
D,2,Sample X38,1.156,
D,3,Sample X39,1.276,
D,4,Sample X40,1.354,
D,5,Sample X41,0.932,
D,6,Sample X42,1.303,
D,7,Sample X43,1.328,
D,8,Sample X44,1.267,
D,9,Sample X45,0.933,
D,10,Sample X46,1.348,
D,11,Sample X47,1.255,
D,12,Sample X48,0.167,
E,1,Sample X49,0.163,
E,2,Sample X50,1.112,
E,3,Sample X51,1.298,
E,4,Sample X52,0.963,
E,5,Sample X53,0.667,
E,6,Sample X54,1.35,
E,7,Sample X55,1.34,
E,8,Sample X56,1.343,
E,9,Sample X57,1.33,
E,10,Sample X58,1.313,
E,11,Sample X59,1.321,
E,12,Sample X60,0.166,
F,1,Sample X61,0.175,
F,2,Sample X62,1.33,
F,3,Sample X63,1.255,
F,4,Sample X64,1.37,
F,5,Sample X65,1.196,
F,6,Sample X66,1.331,
F,7,Sample X67,1.068,
F,8,Sample X68,1.212,
F,9,Sample X69,1.165,
F,10,Sample X70,1.338,
F,11,Sample X71,1.338,
F,12,Sample X72,0.177,
G,1,Sample X73,0.175,
G,2,Sample X74,1.341,
G,3,Sample X75,1.337,
G,4,Sample X76,1.261,
G,5,Sample X77,1.337,
G,6,Sample X78,1.353,
G,7,Sample X79,1.134,
G,8,Sample X80,1.367,
G,9,Sample X81,0.764,
G,10,Sample X82,1.311,
G,11,Sample X83,1.225,
G,12,Sample X84,0.182,
H,1,Sample X85,0.177,
H,2,Sample X86,0.173,
H,3,Sample X87,0.169,
H,4,Sample X88,0.167,
H,5,Sample X89,0.169,
H,6,Sample X90,0.172,
H,7,Sample X91,0.174,
H,8,Sample X92,0.174,
H,9,Sample X93,0.172,
H,10,Sample X94,0.174,
H,11,Sample X95,0.179,
H,12,Sample X96,0.18,
