Well Row,Well Col,Content,Raw Data (600),
A,1,Sample X1,0.189,
A,2,Sample X2,0.192,
A,3,Sample X3,0.199,
A,4,Sample X4,0.202,
A,5,Sample X5,0.199,
A,6,Sample X6,0.209,
A,7,Sample X7,0.206,
A,8,Sample X8,0.206,
A,9,Sample X9,0.212,
A,10,Sample X10,0.216,
A,11,Sample X11,0.21,
A,12,Sample X12,0.217,
B,1,Sample X13,0.198,
B,2,Sample X14,0.291,
B,3,Sample X15,0.297,
B,4,Sample X16,0.366,
B,5,Sample X17,0.37,
B,6,Sample X18,0.364,
B,7,Sample X19,0.385,
B,8,Sample X20,0.39,
B,9,Sample X21,0.322,
B,10,Sample X22,0.315,
B,11,Sample X23,0.431,
B,12,Sample X24,0.218,
C,1,Sample X25,0.202,
C,2,Sample X26,0.3,
C,3,Sample X27,0.282,
C,4,Sample X28,0.349,
C,5,Sample X29,0.308,
C,6,Sample X30,0.338,
C,7,Sample X31,0.407,
C,8,Sample X32,0.448,
C,9,Sample X33,0.374,
C,10,Sample X34,0.408,
C,11,Sample X35,0.351,
C,12,Sample X36,0.24,
D,1,Sample X37,0.221,
D,2,Sample X38,0.33,
D,3,Sample X39,0.349,
D,4,Sample X40,0.369,
D,5,Sample X41,0.317,
D,6,Sample X42,0.342,
D,7,Sample X43,0.435,
D,8,Sample X44,0.429,
D,9,Sample X45,0.34,
D,10,Sample X46,0.285,
D,11,Sample X47,0.26,
D,12,Sample X48,0.23,
E,1,Sample X49,0.212,
E,2,Sample X50,0.316,
E,3,Sample X51,0.281,
E,4,Sample X52,0.281,
E,5,Sample X53,0.278,
E,6,Sample X54,0.255,
E,7,Sample X55,0.323,
E,8,Sample X56,0.296,
E,9,Sample X57,0.275,
E,10,Sample X58,0.287,
E,11,Sample X59,0.304,
E,12,Sample X60,0.235,
F,1,Sample X61,0.23,
F,2,Sample X62,0.339,
F,3,Sample X63,0.344,
F,4,Sample X64,0.371,
F,5,Sample X65,0.348,
F,6,Sample X66,0.38,
F,7,Sample X67,0.357,
F,8,Sample X68,0.292,
F,9,Sample X69,0.362,
F,10,Sample X70,0.27,
F,11,Sample X71,0.323,
F,12,Sample X72,0.259,
G,1,Sample X73,0.228,
G,2,Sample X74,0.455,
G,3,Sample X75,0.284,
G,4,Sample X76,0.292,
G,5,Sample X77,0.362,
G,6,Sample X78,0.388,
G,7,Sample X79,0.352,
G,8,Sample X80,0.348,
G,9,Sample X81,0.343,
G,10,Sample X82,0.334,
G,11,Sample X83,0.34,
G,12,Sample X84,0.253,
H,1,Sample X85,0.221,
H,2,Sample X86,0.227,
H,3,Sample X87,0.225,
H,4,Sample X88,0.224,
H,5,Sample X89,0.23,
H,6,Sample X90,0.231,
H,7,Sample X91,0.235,
H,8,Sample X92,0.24,
H,9,Sample X93,0.238,
H,10,Sample X94,0.243,
H,11,Sample X95,0.252,
H,12,Sample X96,0.248,
