Well Row,Well Col,Content,Raw Data (600),
A,1,Sample X1,0.17,
A,2,Sample X2,0.209,
A,3,Sample X3,0.165,
A,4,Sample X4,0.163,
A,5,Sample X5,0.164,
A,6,Sample X6,0.163,
A,7,Sample X7,0.163,
A,8,Sample X8,0.166,
A,9,Sample X9,0.164,
A,10,Sample X10,0.162,
A,11,Sample X11,0.168,
A,12,Sample X12,0.181,
B,1,Sample X13,0.175,
B,2,Sample X14,0.162,
B,3,Sample X15,0.163,
B,4,Sample X16,0.18,
B,5,Sample X17,1.292,
B,6,Sample X18,0.713,
B,7,Sample X19,0.186,
B,8,Sample X20,0.17,
B,9,Sample X21,1.141,
B,10,Sample X22,0.819,
B,11,Sample X23,0.881,
B,12,Sample X24,0.172,
C,1,Sample X25,0.17,
C,2,Sample X26,0.267,
C,3,Sample X27,0.165,
C,4,Sample X28,0.17,
C,5,Sample X29,0.171,
C,6,Sample X30,0.182,
C,7,Sample X31,0.19,
C,8,Sample X32,0.183,
C,9,Sample X33,0.185,
C,10,Sample X34,0.196,
C,11,Sample X35,0.263,
C,12,Sample X36,0.177,
D,1,Sample X37,0.181,
D,2,Sample X38,0.391,
D,3,Sample X39,0.177,
D,4,Sample X40,1.081,
D,5,Sample X41,0.182,
D,6,Sample X42,0.188,
D,7,Sample X43,0.959,
D,8,Sample X44,1.18,
D,9,Sample X45,1.136,
D,10,Sample X46,0.17,
D,11,Sample X47,0.169,
D,12,Sample X48,0.175,
E,1,Sample X49,0.178,
E,2,Sample X50,0.192,
E,3,Sample X51,0.268,
E,4,Sample X52,0.183,
E,5,Sample X53,0.175,
E,6,Sample X54,0.189,
E,7,Sample X55,0.197,
E,8,Sample X56,1.032,
E,9,Sample X57,0.195,
E,10,Sample X58,1.006,
E,11,Sample X59,1.154,
E,12,Sample X60,0.175,
F,1,Sample X61,0.194,
F,2,Sample X62,0.92,
F,3,Sample X63,0.271,
F,4,Sample X64,0.189,
F,5,Sample X65,0.296,
F,6,Sample X66,0.741,
F,7,Sample X67,1.042,
F,8,Sample X68,0.213,
F,9,Sample X69,0.182,
F,10,Sample X70,0.198,
F,11,Sample X71,1.155,
F,12,Sample X72,0.197,
G,1,Sample X73,0.197,
G,2,Sample X74,0.981,
G,3,Sample X75,1.154,
G,4,Sample X76,0.253,
G,5,Sample X77,0.366,
G,6,Sample X78,0.238,
G,7,Sample X79,0.481,
G,8,Sample X80,0.195,
G,9,Sample X81,0.194,
G,10,Sample X82,0.228,
G,11,Sample X83,0.203,
G,12,Sample X84,0.194,
H,1,Sample X85,0.198,
H,2,Sample X86,0.199,
H,3,Sample X87,0.189,
H,4,Sample X88,0.192,
H,5,Sample X89,0.187,
H,6,Sample X90,0.192,
H,7,Sample X91,0.193,
H,8,Sample X92,0.191,
H,9,Sample X93,0.189,
H,10,Sample X94,0.188,
H,11,Sample X95,0.193,
H,12,Sample X96,0.198,
