Well Row,Well Col,Content,Raw Data (600),
A,1,Sample X1,0.182,
A,2,Sample X2,0.182,
A,3,Sample X3,0.18,
A,4,Sample X4,0.183,
A,5,Sample X5,0.18,
A,6,Sample X6,0.177,
A,7,Sample X7,0.179,
A,8,Sample X8,0.174,
A,9,Sample X9,0.176,
A,10,Sample X10,0.177,
A,11,Sample X11,0.178,
A,12,Sample X12,0.172,
B,1,Sample X13,0.19,
B,2,Sample X14,1.185,
B,3,Sample X15,1.197,
B,4,Sample X16,1.27,
B,5,Sample X17,1.257,
B,6,Sample X18,1.31,
B,7,Sample X19,1.257,
B,8,Sample X20,1.18,
B,9,Sample X21,1.149,
B,10,Sample X22,1.057,
B,11,Sample X23,1.069,
B,12,Sample X24,0.177,
C,1,Sample X25,0.193,
C,2,Sample X26,1.3,
C,3,Sample X27,1.239,
C,4,Sample X28,1.233,
C,5,Sample X29,1.301,
C,6,Sample X30,1.326,
C,7,Sample X31,1.24,
C,8,Sample X32,1.073,
C,9,Sample X33,1.027,
C,10,Sample X34,0.863,
C,11,Sample X35,0.996,
C,12,Sample X36,0.188,
D,1,Sample X37,0.203,
D,2,Sample X38,1.32,
D,3,Sample X39,1.224,
D,4,Sample X40,1.194,
D,5,Sample X41,1.153,
D,6,Sample X42,1.152,
D,7,Sample X43,1.017,
D,8,Sample X44,0.995,
D,9,Sample X45,0.986,
D,10,Sample X46,0.945,
D,11,Sample X47,0.926,
D,12,Sample X48,0.186,
E,1,Sample X49,0.199,
E,2,Sample X50,1.075,
E,3,Sample X51,0.995,
E,4,Sample X52,0.986,
E,5,Sample X53,0.816,
E,6,Sample X54,0.911,
E,7,Sample X55,0.833,
E,8,Sample X56,0.807,
E,9,Sample X57,0.92,
E,10,Sample X58,0.944,
E,11,Sample X59,0.985,
E,12,Sample X60,0.187,
F,1,Sample X61,0.212,
F,2,Sample X62,1.275,
F,3,Sample X63,1.275,
F,4,Sample X64,1.272,
F,5,Sample X65,1.22,
F,6,Sample X66,1.299,
F,7,Sample X67,1.37,
F,8,Sample X68,1.166,
F,9,Sample X69,1.25,
F,10,Sample X70,1.075,
F,11,Sample X71,1.266,
F,12,Sample X72,0.202,
G,1,Sample X73,0.224,
G,2,Sample X74,1.135,
G,3,Sample X75,1.106,
G,4,Sample X76,1.119,
G,5,Sample X77,1.168,
G,6,Sample X78,1.268,
G,7,Sample X79,1.219,
G,8,Sample X80,1.216,
G,9,Sample X81,0.992,
G,10,Sample X82,0.855,
G,11,Sample X83,1.054,
G,12,Sample X84,0.211,
H,1,Sample X85,0.217,
H,2,Sample X86,0.216,
H,3,Sample X87,0.213,
H,4,Sample X88,0.218,
H,5,Sample X89,0.21,
H,6,Sample X90,0.205,
H,7,Sample X91,0.21,
H,8,Sample X92,0.21,
H,9,Sample X93,0.207,
H,10,Sample X94,0.202,
H,11,Sample X95,0.208,
H,12,Sample X96,0.208,
