Well Row,Well Col,Content,Raw Data (600),
A,1,Sample X1,0.181,
A,2,Sample X2,0.175,
A,3,Sample X3,0.185,
A,4,Sample X4,0.19,
A,5,Sample X5,0.183,
A,6,Sample X6,0.183,
A,7,Sample X7,0.178,
A,8,Sample X8,0.183,
A,9,Sample X9,0.187,
A,10,Sample X10,0.188,
A,11,Sample X11,0.183,
A,12,Sample X12,0.192,
B,1,Sample X13,0.194,
B,2,Sample X14,0.695,
B,3,Sample X15,1.046,
B,4,Sample X16,0.472,
B,5,Sample X17,1,
B,6,Sample X18,0.733,
B,7,Sample X19,0.966,
B,8,Sample X20,0.725,
B,9,Sample X21,0.38,
B,10,Sample X22,0.571,
B,11,Sample X23,0.523,
B,12,Sample X24,0.191,
C,1,Sample X25,0.204,
C,2,Sample X26,0.558,
C,3,Sample X27,0.728,
C,4,Sample X28,0.469,
C,5,Sample X29,0.483,
C,6,Sample X30,0.47,
C,7,Sample X31,0.919,
C,8,Sample X32,0.264,
C,9,Sample X33,0.647,
C,10,Sample X34,0.949,
C,11,Sample X35,0.941,
C,12,Sample X36,0.212,
D,1,Sample X37,0.222,
D,2,Sample X38,0.948,
D,3,Sample X39,0.769,
D,4,Sample X40,0.608,
D,5,Sample X41,0.284,
D,6,Sample X42,0.626,
D,7,Sample X43,0.694,
D,8,Sample X44,0.439,
D,9,Sample X45,0.696,
D,10,Sample X46,1.161,
D,11,Sample X47,0.266,
D,12,Sample X48,0.208,
E,1,Sample X49,0.215,
E,2,Sample X50,0.839,
E,3,Sample X51,0.938,
E,4,Sample X52,1.071,
E,5,Sample X53,0.409,
E,6,Sample X54,0.441,
E,7,Sample X55,0.652,
E,8,Sample X56,0.264,
E,9,Sample X57,0.738,
E,10,Sample X58,0.776,
E,11,Sample X59,0.935,
E,12,Sample X60,0.214,
F,1,Sample X61,0.236,
F,2,Sample X62,0.805,
F,3,Sample X63,0.399,
F,4,Sample X64,0.68,
F,5,Sample X65,0.42,
F,6,Sample X66,0.615,
F,7,Sample X67,0.94,
F,8,Sample X68,0.692,
F,9,Sample X69,0.499,
F,10,Sample X70,0.787,
F,11,Sample X71,0.697,
F,12,Sample X72,0.231,
G,1,Sample X73,0.236,
G,2,Sample X74,0.615,
G,3,Sample X75,0.713,
G,4,Sample X76,0.302,
G,5,Sample X77,0.792,
G,6,Sample X78,0.314,
G,7,Sample X79,0.809,
G,8,Sample X80,0.91,
G,9,Sample X81,1.232,
G,10,Sample X82,0.811,
G,11,Sample X83,0.686,
G,12,Sample X84,0.226,
H,1,Sample X85,0.232,
H,2,Sample X86,0.229,
H,3,Sample X87,0.222,
H,4,Sample X88,0.225,
H,5,Sample X89,0.224,
H,6,Sample X90,0.223,
H,7,Sample X91,0.218,
H,8,Sample X92,0.219,
H,9,Sample X93,0.22,
H,10,Sample X94,0.213,
H,11,Sample X95,0.228,
H,12,Sample X96,0.226,
