Well Row,Well Col,Content,Raw Data (600),
A,1,Sample X1,0.171,
A,2,Sample X2,0.172,
A,3,Sample X3,0.17,
A,4,Sample X4,0.166,
A,5,Sample X5,0.166,
A,6,Sample X6,0.173,
A,7,Sample X7,0.17,
A,8,Sample X8,0.167,
A,9,Sample X9,0.167,
A,10,Sample X10,0.17,
A,11,Sample X11,0.171,
A,12,Sample X12,0.176,
B,1,Sample X13,0.174,
B,2,Sample X14,1.351,
B,3,Sample X15,1.373,
B,4,Sample X16,1.322,
B,5,Sample X17,1.343,
B,6,Sample X18,1.315,
B,7,Sample X19,1.301,
B,8,Sample X20,1.339,
B,9,Sample X21,1.348,
B,10,Sample X22,1.377,
B,11,Sample X23,1.357,
B,12,Sample X24,0.164,
C,1,Sample X25,0.168,
C,2,Sample X26,1.324,
C,3,Sample X27,1.281,
C,4,Sample X28,1.255,
C,5,Sample X29,1.315,
C,6,Sample X30,1.293,
C,7,Sample X31,1.271,
C,8,Sample X32,1.258,
C,9,Sample X33,1.3,
C,10,Sample X34,1.337,
C,11,Sample X35,1.247,
C,12,Sample X36,0.181,
D,1,Sample X37,0.175,
D,2,Sample X38,1.324,
D,3,Sample X39,1.303,
D,4,Sample X40,1.251,
D,5,Sample X41,1.327,
D,6,Sample X42,1.326,
D,7,Sample X43,1.267,
D,8,Sample X44,1.305,
D,9,Sample X45,1.32,
D,10,Sample X46,1.287,
D,11,Sample X47,1.235,
D,12,Sample X48,0.173,
E,1,Sample X49,0.176,
E,2,Sample X50,1.32,
E,3,Sample X51,1.358,
E,4,Sample X52,1.282,
E,5,Sample X53,1.369,
E,6,Sample X54,1.39,
E,7,Sample X55,1.321,
E,8,Sample X56,1.337,
E,9,Sample X57,1.337,
E,10,Sample X58,1.36,
E,11,Sample X59,1.276,
E,12,Sample X60,0.186,
F,1,Sample X61,0.192,
F,2,Sample X62,1.358,
F,3,Sample X63,1.336,
F,4,Sample X64,1.346,
F,5,Sample X65,1.383,
F,6,Sample X66,1.399,
F,7,Sample X67,1.343,
F,8,Sample X68,1.331,
F,9,Sample X69,1.365,
F,10,Sample X70,1.335,
F,11,Sample X71,1.295,
F,12,Sample X72,0.198,
G,1,Sample X73,0.196,
G,2,Sample X74,1.354,
G,3,Sample X75,1.372,
G,4,Sample X76,1.33,
G,5,Sample X77,1.361,
G,6,Sample X78,1.395,
G,7,Sample X79,1.321,
G,8,Sample X80,1.323,
G,9,Sample X81,1.351,
G,10,Sample X82,1.321,
G,11,Sample X83,1.316,
G,12,Sample X84,0.201,
H,1,Sample X85,0.197,
H,2,Sample X86,0.194,
H,3,Sample X87,0.192,
H,4,Sample X88,0.199,
H,5,Sample X89,0.197,
H,6,Sample X90,0.205,
H,7,Sample X91,0.208,
H,8,Sample X92,0.214,
H,9,Sample X93,0.211,
H,10,Sample X94,0.208,
H,11,Sample X95,0.2,
H,12,Sample X96,0.209,
