Well Row,Well Col,Content,Raw Data (600),
A,1,Sample X1,0.18,
A,2,Sample X2,0.18,
A,3,Sample X3,0.185,
A,4,Sample X4,0.181,
A,5,Sample X5,0.177,
A,6,Sample X6,0.178,
A,7,Sample X7,0.179,
A,8,Sample X8,0.185,
A,9,Sample X9,0.189,
A,10,Sample X10,0.183,
A,11,Sample X11,0.182,
A,12,Sample X12,0.178,
B,1,Sample X13,0.182,
B,2,Sample X14,1.06,
B,3,Sample X15,0.827,
B,4,Sample X16,1.28,
B,5,Sample X17,0.883,
B,6,Sample X18,1.06,
B,7,Sample X19,0.831,
B,8,Sample X20,0.901,
B,9,Sample X21,1.029,
B,10,Sample X22,0.979,
B,11,Sample X23,0.608,
B,12,Sample X24,0.184,
C,1,Sample X25,0.196,
C,2,Sample X26,1.18,
C,3,Sample X27,0.886,
C,4,Sample X28,0.203,
C,5,Sample X29,0.935,
C,6,Sample X30,0.249,
C,7,Sample X31,0.201,
C,8,Sample X32,0.604,
C,9,Sample X33,1.085,
C,10,Sample X34,0.842,
C,11,Sample X35,1.04,
C,12,Sample X36,0.202,
D,1,Sample X37,0.206,
D,2,Sample X38,0.675,
D,3,Sample X39,0.399,
D,4,Sample X40,0.987,
D,5,Sample X41,0.2,
D,6,Sample X42,0.941,
D,7,Sample X43,0.978,
D,8,Sample X44,1.208,
D,9,Sample X45,1.138,
D,10,Sample X46,0.738,
D,11,Sample X47,0.685,
D,12,Sample X48,0.201,
E,1,Sample X49,0.199,
E,2,Sample X50,0.788,
E,3,Sample X51,0.58,
E,4,Sample X52,0.877,
E,5,Sample X53,0.196,
E,6,Sample X54,0.199,
E,7,Sample X55,0.451,
E,8,Sample X56,0.723,
E,9,Sample X57,0.997,
E,10,Sample X58,0.925,
E,11,Sample X59,0.212,
E,12,Sample X60,0.203,
F,1,Sample X61,0.215,
F,2,Sample X62,0.805,
F,3,Sample X63,0.875,
F,4,Sample X64,1.049,
F,5,Sample X65,1.263,
F,6,Sample X66,0.95,
F,7,Sample X67,0.429,
F,8,Sample X68,0.863,
F,9,Sample X69,0.778,
F,10,Sample X70,0.765,
F,11,Sample X71,0.519,
F,12,Sample X72,0.22,
G,1,Sample X73,0.213,
G,2,Sample X74,0.848,
G,3,Sample X75,0.336,
G,4,Sample X76,0.89,
G,5,Sample X77,0.99,
G,6,Sample X78,0.846,
G,7,Sample X79,0.669,
G,8,Sample X80,0.601,
G,9,Sample X81,0.207,
G,10,Sample X82,0.812,
G,11,Sample X83,0.813,
G,12,Sample X84,0.215,
H,1,Sample X85,0.219,
H,2,Sample X86,0.217,
H,3,Sample X87,0.213,
H,4,Sample X88,0.206,
H,5,Sample X89,0.207,
H,6,Sample X90,0.209,
H,7,Sample X91,0.215,
H,8,Sample X92,0.217,
H,9,Sample X93,0.214,
H,10,Sample X94,0.219,
H,11,Sample X95,0.232,
H,12,Sample X96,0.22,
