Well Row,Well Col,Content,Raw Data (600),
A,1,Sample X1,0.17,
A,2,Sample X2,0.228,
A,3,Sample X3,0.163,
A,4,Sample X4,0.164,
A,5,Sample X5,0.163,
A,6,Sample X6,0.163,
A,7,Sample X7,0.165,
A,8,Sample X8,0.167,
A,9,Sample X9,0.162,
A,10,Sample X10,0.164,
A,11,Sample X11,0.165,
A,12,Sample X12,0.166,
B,1,Sample X13,0.174,
B,2,Sample X14,1.3,
B,3,Sample X15,1.274,
B,4,Sample X16,1.224,
B,5,Sample X17,1.252,
B,6,Sample X18,1.213,
B,7,Sample X19,1.234,
B,8,Sample X20,1.295,
B,9,Sample X21,1.255,
B,10,Sample X22,1.224,
B,11,Sample X23,1.266,
B,12,Sample X24,0.159,
C,1,Sample X25,0.174,
C,2,Sample X26,1.048,
C,3,Sample X27,1.181,
C,4,Sample X28,1.183,
C,5,Sample X29,1.117,
C,6,Sample X30,1.134,
C,7,Sample X31,1.147,
C,8,Sample X32,1.16,
C,9,Sample X33,1.13,
C,10,Sample X34,1.111,
C,11,Sample X35,1.185,
C,12,Sample X36,0.173,
D,1,Sample X37,0.181,
D,2,Sample X38,1.162,
D,3,Sample X39,1.128,
D,4,Sample X40,1.204,
D,5,Sample X41,1.117,
D,6,Sample X42,1.188,
D,7,Sample X43,1.218,
D,8,Sample X44,1.234,
D,9,Sample X45,1.206,
D,10,Sample X46,1.131,
D,11,Sample X47,1.171,
D,12,Sample X48,0.168,
E,1,Sample X49,0.172,
E,2,Sample X50,0.956,
E,3,Sample X51,1.083,
E,4,Sample X52,1.141,
E,5,Sample X53,1.125,
E,6,Sample X54,1.154,
E,7,Sample X55,1.092,
E,8,Sample X56,1.132,
E,9,Sample X57,1.209,
E,10,Sample X58,1.097,
E,11,Sample X59,1.21,
E,12,Sample X60,0.171,
F,1,Sample X61,0.193,
F,2,Sample X62,1.174,
F,3,Sample X63,1.069,
F,4,Sample X64,1.15,
F,5,Sample X65,1.157,
F,6,Sample X66,1.203,
F,7,Sample X67,1.179,
F,8,Sample X68,1.2,
F,9,Sample X69,1.193,
F,10,Sample X70,1.135,
F,11,Sample X71,1.181,
F,12,Sample X72,0.189,
G,1,Sample X73,0.195,
G,2,Sample X74,1.076,
G,3,Sample X75,1.141,
G,4,Sample X76,1.171,
G,5,Sample X77,1.096,
G,6,Sample X78,1.089,
G,7,Sample X79,1.151,
G,8,Sample X80,1.121,
G,9,Sample X81,1.06,
G,10,Sample X82,1.084,
G,11,Sample X83,1.025,
G,12,Sample X84,0.193,
H,1,Sample X85,0.194,
H,2,Sample X86,0.201,
H,3,Sample X87,0.189,
H,4,Sample X88,0.19,
H,5,Sample X89,0.187,
H,6,Sample X90,0.189,
H,7,Sample X91,0.19,
H,8,Sample X92,0.19,
H,9,Sample X93,0.186,
H,10,Sample X94,0.188,
H,11,Sample X95,0.193,
H,12,Sample X96,0.196,
