Well Row,Well Col,Content,Raw Data (600),
A,1,Sample X1,0.175,
A,2,Sample X2,0.194,
A,3,Sample X3,0.178,
A,4,Sample X4,0.177,
A,5,Sample X5,0.174,
A,6,Sample X6,0.193,
A,7,Sample X7,0.175,
A,8,Sample X8,0.176,
A,9,Sample X9,0.181,
A,10,Sample X10,0.188,
A,11,Sample X11,0.178,
A,12,Sample X12,0.183,
B,1,Sample X13,0.183,
B,2,Sample X14,0.178,
B,3,Sample X15,0.179,
B,4,Sample X16,0.176,
B,5,Sample X17,0.176,
B,6,Sample X18,0.18,
B,7,Sample X19,0.181,
B,8,Sample X20,0.177,
B,9,Sample X21,0.183,
B,10,Sample X22,0.182,
B,11,Sample X23,0.183,
B,12,Sample X24,0.183,
C,1,Sample X25,0.189,
C,2,Sample X26,0.185,
C,3,Sample X27,0.197,
C,4,Sample X28,0.747,
C,5,Sample X29,0.688,
C,6,Sample X30,0.196,
C,7,Sample X31,1.31,
C,8,Sample X32,1.026,
C,9,Sample X33,1.103,
C,10,Sample X34,1.354,
C,11,Sample X35,0.5,
C,12,Sample X36,0.206,
D,1,Sample X37,0.204,
D,2,Sample X38,0.199,
D,3,Sample X39,0.196,
D,4,Sample X40,0.205,
D,5,Sample X41,1.359,
D,6,Sample X42,1.332,
D,7,Sample X43,0.612,
D,8,Sample X44,0.197,
D,9,Sample X45,0.198,
D,10,Sample X46,0.201,
D,11,Sample X47,0.314,
D,12,Sample X48,0.201,
E,1,Sample X49,0.198,
E,2,Sample X50,1.257,
E,3,Sample X51,1.145,
E,4,Sample X52,1.307,
E,5,Sample X53,1.238,
E,6,Sample X54,0.194,
E,7,Sample X55,0.194,
E,8,Sample X56,0.191,
E,9,Sample X57,0.347,
E,10,Sample X58,0.205,
E,11,Sample X59,0.272,
E,12,Sample X60,0.206,
F,1,Sample X61,0.225,
F,2,Sample X62,1.351,
F,3,Sample X63,0.216,
F,4,Sample X64,0.215,
F,5,Sample X65,0.216,
F,6,Sample X66,0.212,
F,7,Sample X67,1.094,
F,8,Sample X68,0.217,
F,9,Sample X69,0.213,
F,10,Sample X70,1.258,
F,11,Sample X71,1.331,
F,12,Sample X72,0.23,
G,1,Sample X73,0.221,
G,2,Sample X74,1.387,
G,3,Sample X75,0.216,
G,4,Sample X76,0.478,
G,5,Sample X77,1.346,
G,6,Sample X78,0.214,
G,7,Sample X79,1.335,
G,8,Sample X80,0.471,
G,9,Sample X81,0.219,
G,10,Sample X82,1.402,
G,11,Sample X83,0.858,
G,12,Sample X84,0.223,
H,1,Sample X85,0.212,
H,2,Sample X86,0.213,
H,3,Sample X87,0.208,
H,4,Sample X88,0.207,
H,5,Sample X89,0.213,
H,6,Sample X90,0.213,
H,7,Sample X91,0.213,
H,8,Sample X92,0.209,
H,9,Sample X93,0.213,
H,10,Sample X94,0.217,
H,11,Sample X95,0.219,
H,12,Sample X96,0.218,
