Well Row,Well Col,Content,Raw Data (600),
A,1,Sample X1,0.169,
A,2,Sample X2,0.178,
A,3,Sample X3,0.173,
A,4,Sample X4,0.172,
A,5,Sample X5,0.168,
A,6,Sample X6,0.191,
A,7,Sample X7,0.171,
A,8,Sample X8,0.168,
A,9,Sample X9,0.177,
A,10,Sample X10,0.204,
A,11,Sample X11,0.172,
A,12,Sample X12,0.176,
B,1,Sample X13,0.177,
B,2,Sample X14,1.395,
B,3,Sample X15,1.369,
B,4,Sample X16,1.351,
B,5,Sample X17,1.351,
B,6,Sample X18,1.327,
B,7,Sample X19,1.339,
B,8,Sample X20,1.323,
B,9,Sample X21,1.333,
B,10,Sample X22,1.31,
B,11,Sample X23,1.355,
B,12,Sample X24,0.176,
C,1,Sample X25,0.184,
C,2,Sample X26,1.342,
C,3,Sample X27,1.329,
C,4,Sample X28,1.364,
C,5,Sample X29,1.276,
C,6,Sample X30,1.277,
C,7,Sample X31,1.321,
C,8,Sample X32,1.264,
C,9,Sample X33,1.335,
C,10,Sample X34,1.269,
C,11,Sample X35,1.276,
C,12,Sample X36,0.197,
D,1,Sample X37,0.191,
D,2,Sample X38,1.358,
D,3,Sample X39,1.342,
D,4,Sample X40,1.357,
D,5,Sample X41,1.306,
D,6,Sample X42,1.318,
D,7,Sample X43,1.331,
D,8,Sample X44,1.315,
D,9,Sample X45,1.353,
D,10,Sample X46,1.289,
D,11,Sample X47,1.256,
D,12,Sample X48,0.187,
E,1,Sample X49,0.186,
E,2,Sample X50,1.347,
E,3,Sample X51,1.333,
E,4,Sample X52,1.363,
E,5,Sample X53,1.32,
E,6,Sample X54,1.326,
E,7,Sample X55,1.345,
E,8,Sample X56,1.3,
E,9,Sample X57,1.371,
E,10,Sample X58,1.273,
E,11,Sample X59,1.257,
E,12,Sample X60,0.194,
F,1,Sample X61,0.206,
F,2,Sample X62,1.318,
F,3,Sample X63,1.333,
F,4,Sample X64,1.384,
F,5,Sample X65,1.36,
F,6,Sample X66,1.361,
F,7,Sample X67,1.353,
F,8,Sample X68,1.344,
F,9,Sample X69,1.385,
F,10,Sample X70,1.293,
F,11,Sample X71,1.278,
F,12,Sample X72,0.218,
G,1,Sample X73,0.203,
G,2,Sample X74,1.35,
G,3,Sample X75,1.363,
G,4,Sample X76,1.39,
G,5,Sample X77,1.354,
G,6,Sample X78,1.348,
G,7,Sample X79,1.36,
G,8,Sample X80,1.309,
G,9,Sample X81,1.379,
G,10,Sample X82,1.273,
G,11,Sample X83,1.318,
G,12,Sample X84,0.212,
H,1,Sample X85,0.201,
H,2,Sample X86,0.202,
H,3,Sample X87,0.194,
H,4,Sample X88,0.194,
H,5,Sample X89,0.199,
H,6,Sample X90,0.204,
H,7,Sample X91,0.196,
H,8,Sample X92,0.201,
H,9,Sample X93,0.2,
H,10,Sample X94,0.199,
H,11,Sample X95,0.204,
H,12,Sample X96,0.211,
