Well Row,Well Col,Content,Raw Data (600),
A,1,Sample X1,0.175,
A,2,Sample X2,0.172,
A,3,Sample X3,0.38,
A,4,Sample X4,0.172,
A,5,Sample X5,0.173,
A,6,Sample X6,0.171,
A,7,Sample X7,0.175,
A,8,Sample X8,0.175,
A,9,Sample X9,0.174,
A,10,Sample X10,0.174,
A,11,Sample X11,0.174,
A,12,Sample X12,0.175,
B,1,Sample X13,0.181,
B,2,Sample X14,0.283,
B,3,Sample X15,0.309,
B,4,Sample X16,0.265,
B,5,Sample X17,0.224,
B,6,Sample X18,0.306,
B,7,Sample X19,0.276,
B,8,Sample X20,0.276,
B,9,Sample X21,0.297,
B,10,Sample X22,0.258,
B,11,Sample X23,0.24,
B,12,Sample X24,0.17,
C,1,Sample X25,0.177,
C,2,Sample X26,0.266,
C,3,Sample X27,0.274,
C,4,Sample X28,0.31,
C,5,Sample X29,0.273,
C,6,Sample X30,0.301,
C,7,Sample X31,0.301,
C,8,Sample X32,0.261,
C,9,Sample X33,0.92,
C,10,Sample X34,0.22,
C,11,Sample X35,0.232,
C,12,Sample X36,0.185,
D,1,Sample X37,0.187,
D,2,Sample X38,0.476,
D,3,Sample X39,0.316,
D,4,Sample X40,0.984,
D,5,Sample X41,0.305,
D,6,Sample X42,0.341,
D,7,Sample X43,0.29,
D,8,Sample X44,0.285,
D,9,Sample X45,0.393,
D,10,Sample X46,0.209,
D,11,Sample X47,0.285,
D,12,Sample X48,0.177,
E,1,Sample X49,0.185,
E,2,Sample X50,0.454,
E,3,Sample X51,0.259,
E,4,Sample X52,0.222,
E,5,Sample X53,0.238,
E,6,Sample X54,0.269,
E,7,Sample X55,0.223,
E,8,Sample X56,0.211,
E,9,Sample X57,0.238,
E,10,Sample X58,0.693,
E,11,Sample X59,0.24,
E,12,Sample X60,0.18,
F,1,Sample X61,0.199,
F,2,Sample X62,0.318,
F,3,Sample X63,0.246,
F,4,Sample X64,0.272,
F,5,Sample X65,0.269,
F,6,Sample X66,0.277,
F,7,Sample X67,0.337,
F,8,Sample X68,0.247,
F,9,Sample X69,0.267,
F,10,Sample X70,0.21,
F,11,Sample X71,0.694,
F,12,Sample X72,0.197,
G,1,Sample X73,0.208,
G,2,Sample X74,0.305,
G,3,Sample X75,0.333,
G,4,Sample X76,0.321,
G,5,Sample X77,0.304,
G,6,Sample X78,0.269,
G,7,Sample X79,0.286,
G,8,Sample X80,0.357,
G,9,Sample X81,0.343,
G,10,Sample X82,0.33,
G,11,Sample X83,0.287,
G,12,Sample X84,0.2,
H,1,Sample X85,0.203,
H,2,Sample X86,0.201,
H,3,Sample X87,0.201,
H,4,Sample X88,0.199,
H,5,Sample X89,0.196,
H,6,Sample X90,0.199,
H,7,Sample X91,0.199,
H,8,Sample X92,0.197,
H,9,Sample X93,0.198,
H,10,Sample X94,0.196,
H,11,Sample X95,0.199,
H,12,Sample X96,0.203,
