Well Row,Well Col,Content,Raw Data (600),
A,1,Sample X1,0.171,
A,2,Sample X2,0.171,
A,3,Sample X3,0.173,
A,4,Sample X4,0.175,
A,5,Sample X5,0.174,
A,6,Sample X6,0.177,
A,7,Sample X7,0.171,
A,8,Sample X8,0.175,
A,9,Sample X9,0.182,
A,10,Sample X10,0.177,
A,11,Sample X11,0.18,
A,12,Sample X12,0.188,
B,1,Sample X13,0.178,
B,2,Sample X14,1.023,
B,3,Sample X15,1.201,
B,4,Sample X16,1.094,
B,5,Sample X17,1.037,
B,6,Sample X18,1.008,
B,7,Sample X19,0.962,
B,8,Sample X20,1.303,
B,9,Sample X21,0.967,
B,10,Sample X22,1.137,
B,11,Sample X23,1.008,
B,12,Sample X24,0.187,
C,1,Sample X25,0.188,
C,2,Sample X26,1.068,
C,3,Sample X27,1.213,
C,4,Sample X28,1.069,
C,5,Sample X29,1.036,
C,6,Sample X30,1.018,
C,7,Sample X31,1.056,
C,8,Sample X32,1.156,
C,9,Sample X33,0.984,
C,10,Sample X34,1.008,
C,11,Sample X35,1.033,
C,12,Sample X36,0.205,
D,1,Sample X37,0.205,
D,2,Sample X38,1.013,
D,3,Sample X39,1.115,
D,4,Sample X40,1.134,
D,5,Sample X41,1.009,
D,6,Sample X42,1.035,
D,7,Sample X43,0.963,
D,8,Sample X44,1.186,
D,9,Sample X45,0.976,
D,10,Sample X46,1.041,
D,11,Sample X47,1.074,
D,12,Sample X48,0.206,
E,1,Sample X49,0.195,
E,2,Sample X50,1.005,
E,3,Sample X51,1.193,
E,4,Sample X52,0.976,
E,5,Sample X53,0.979,
E,6,Sample X54,1.029,
E,7,Sample X55,0.962,
E,8,Sample X56,1.253,
E,9,Sample X57,1.081,
E,10,Sample X58,1.004,
E,11,Sample X59,1.034,
E,12,Sample X60,0.211,
F,1,Sample X61,0.212,
F,2,Sample X62,1.081,
F,3,Sample X63,1.172,
F,4,Sample X64,1.021,
F,5,Sample X65,1.022,
F,6,Sample X66,1.052,
F,7,Sample X67,0.995,
F,8,Sample X68,1.096,
F,9,Sample X69,1.007,
F,10,Sample X70,0.996,
F,11,Sample X71,1.016,
F,12,Sample X72,0.224,
G,1,Sample X73,0.211,
G,2,Sample X74,1.054,
G,3,Sample X75,1.179,
G,4,Sample X76,1.077,
G,5,Sample X77,1.051,
G,6,Sample X78,1.118,
G,7,Sample X79,0.949,
G,8,Sample X80,1.257,
G,9,Sample X81,1.065,
G,10,Sample X82,1.023,
G,11,Sample X83,1.002,
G,12,Sample X84,0.227,
H,1,Sample X85,0.219,
H,2,Sample X86,0.21,
H,3,Sample X87,0.205,
H,4,Sample X88,0.205,
H,5,Sample X89,0.207,
H,6,Sample X90,0.211,
H,7,Sample X91,0.211,
H,8,Sample X92,0.216,
H,9,Sample X93,0.21,
H,10,Sample X94,0.214,
H,11,Sample X95,0.221,
H,12,Sample X96,0.225,
