Well Row,Well Col,Content,Raw Data (600),
A,1,Sample X1,0.161,
A,2,Sample X2,0.185,
A,3,Sample X3,0.161,
A,4,Sample X4,0.163,
A,5,Sample X5,0.158,
A,6,Sample X6,0.163,
A,7,Sample X7,0.16,
A,8,Sample X8,0.161,
A,9,Sample X9,0.162,
A,10,Sample X10,0.162,
A,11,Sample X11,0.16,
A,12,Sample X12,0.165,
B,1,Sample X13,0.166,
B,2,Sample X14,0.158,
B,3,Sample X15,0.159,
B,4,Sample X16,0.161,
B,5,Sample X17,0.697,
B,6,Sample X18,0.69,
B,7,Sample X19,0.154,
B,8,Sample X20,0.158,
B,9,Sample X21,1.035,
B,10,Sample X22,0.167,
B,11,Sample X23,1.139,
B,12,Sample X24,0.168,
C,1,Sample X25,0.173,
C,2,Sample X26,0.174,
C,3,Sample X27,0.165,
C,4,Sample X28,0.168,
C,5,Sample X29,0.168,
C,6,Sample X30,0.168,
C,7,Sample X31,0.165,
C,8,Sample X32,0.163,
C,9,Sample X33,0.168,
C,10,Sample X34,0.167,
C,11,Sample X35,0.171,
C,12,Sample X36,0.176,
D,1,Sample X37,0.181,
D,2,Sample X38,0.173,
D,3,Sample X39,0.17,
D,4,Sample X40,1.28,
D,5,Sample X41,0.17,
D,6,Sample X42,0.166,
D,7,Sample X43,0.765,
D,8,Sample X44,0.968,
D,9,Sample X45,0.891,
D,10,Sample X46,0.171,
D,11,Sample X47,0.169,
D,12,Sample X48,0.174,
E,1,Sample X49,0.176,
E,2,Sample X50,0.165,
E,3,Sample X51,0.169,
E,4,Sample X52,0.164,
E,5,Sample X53,0.164,
E,6,Sample X54,0.162,
E,7,Sample X55,0.162,
E,8,Sample X56,0.705,
E,9,Sample X57,0.167,
E,10,Sample X58,1.004,
E,11,Sample X59,0.881,
E,12,Sample X60,0.174,
F,1,Sample X61,0.191,
F,2,Sample X62,0.628,
F,3,Sample X63,0.178,
F,4,Sample X64,0.179,
F,5,Sample X65,0.173,
F,6,Sample X66,0.612,
F,7,Sample X67,0.386,
F,8,Sample X68,0.178,
F,9,Sample X69,0.175,
F,10,Sample X70,0.182,
F,11,Sample X71,0.98,
F,12,Sample X72,0.194,
G,1,Sample X73,0.191,
G,2,Sample X74,0.794,
G,3,Sample X75,1.186,
G,4,Sample X76,0.177,
G,5,Sample X77,0.183,
G,6,Sample X78,0.173,
G,7,Sample X79,0.29,
G,8,Sample X80,0.183,
G,9,Sample X81,0.18,
G,10,Sample X82,0.18,
G,11,Sample X83,0.184,
G,12,Sample X84,0.19,
H,1,Sample X85,0.186,
H,2,Sample X86,0.19,
H,3,Sample X87,0.182,
H,4,Sample X88,0.18,
H,5,Sample X89,0.18,
H,6,Sample X90,0.181,
H,7,Sample X91,0.179,
H,8,Sample X92,0.182,
H,9,Sample X93,0.182,
H,10,Sample X94,0.181,
H,11,Sample X95,0.186,
H,12,Sample X96,0.183,
