Well Row,Well Col,Content,Raw Data (600),
A,1,Sample X1,0.168,
A,2,Sample X2,0.173,
A,3,Sample X3,0.162,
A,4,Sample X4,0.164,
A,5,Sample X5,0.163,
A,6,Sample X6,0.161,
A,7,Sample X7,0.167,
A,8,Sample X8,0.166,
A,9,Sample X9,0.163,
A,10,Sample X10,0.162,
A,11,Sample X11,0.167,
A,12,Sample X12,0.171,
B,1,Sample X13,0.171,
B,2,Sample X14,1.244,
B,3,Sample X15,1.295,
B,4,Sample X16,1.246,
B,5,Sample X17,1.254,
B,6,Sample X18,1.227,
B,7,Sample X19,1.204,
B,8,Sample X20,1.204,
B,9,Sample X21,1.241,
B,10,Sample X22,1.274,
B,11,Sample X23,1.288,
B,12,Sample X24,0.161,
C,1,Sample X25,0.171,
C,2,Sample X26,1.101,
C,3,Sample X27,1.075,
C,4,Sample X28,1.106,
C,5,Sample X29,1.06,
C,6,Sample X30,1.075,
C,7,Sample X31,1.101,
C,8,Sample X32,1.086,
C,9,Sample X33,1.118,
C,10,Sample X34,1.218,
C,11,Sample X35,1.178,
C,12,Sample X36,0.178,
D,1,Sample X37,0.178,
D,2,Sample X38,1.193,
D,3,Sample X39,1.223,
D,4,Sample X40,1.192,
D,5,Sample X41,1.215,
D,6,Sample X42,1.213,
D,7,Sample X43,1.302,
D,8,Sample X44,1.225,
D,9,Sample X45,1.238,
D,10,Sample X46,1.221,
D,11,Sample X47,1.2,
D,12,Sample X48,0.17,
E,1,Sample X49,0.175,
E,2,Sample X50,1.227,
E,3,Sample X51,1.23,
E,4,Sample X52,1.236,
E,5,Sample X53,1.231,
E,6,Sample X54,1.243,
E,7,Sample X55,1.302,
E,8,Sample X56,1.251,
E,9,Sample X57,1.256,
E,10,Sample X58,1.286,
E,11,Sample X59,1.236,
E,12,Sample X60,0.172,
F,1,Sample X61,0.192,
F,2,Sample X62,1.273,
F,3,Sample X63,1.241,
F,4,Sample X64,1.25,
F,5,Sample X65,1.233,
F,6,Sample X66,1.263,
F,7,Sample X67,1.246,
F,8,Sample X68,1.209,
F,9,Sample X69,1.254,
F,10,Sample X70,1.232,
F,11,Sample X71,1.239,
F,12,Sample X72,0.192,
G,1,Sample X73,0.196,
G,2,Sample X74,1.077,
G,3,Sample X75,1.09,
G,4,Sample X76,1.141,
G,5,Sample X77,1.21,
G,6,Sample X78,1.122,
G,7,Sample X79,1.245,
G,8,Sample X80,1.217,
G,9,Sample X81,1.25,
G,10,Sample X82,1.256,
G,11,Sample X83,1.222,
G,12,Sample X84,0.191,
H,1,Sample X85,0.198,
H,2,Sample X86,0.192,
H,3,Sample X87,0.188,
H,4,Sample X88,0.191,
H,5,Sample X89,0.188,
H,6,Sample X90,0.192,
H,7,Sample X91,0.192,
H,8,Sample X92,0.19,
H,9,Sample X93,0.19,
H,10,Sample X94,0.189,
H,11,Sample X95,0.192,
H,12,Sample X96,0.195,
