Well Row,Well Col,Content,Raw Data (600),
A,1,Sample X1,0.175,
A,2,Sample X2,0.177,
A,3,Sample X3,0.179,
A,4,Sample X4,0.179,
A,5,Sample X5,0.177,
A,6,Sample X6,0.175,
A,7,Sample X7,0.178,
A,8,Sample X8,0.178,
A,9,Sample X9,0.177,
A,10,Sample X10,0.178,
A,11,Sample X11,0.18,
A,12,Sample X12,0.184,
B,1,Sample X13,0.183,
B,2,Sample X14,0.645,
B,3,Sample X15,0.706,
B,4,Sample X16,0.838,
B,5,Sample X17,0.906,
B,6,Sample X18,0.85,
B,7,Sample X19,0.934,
B,8,Sample X20,0.8,
B,9,Sample X21,0.766,
B,10,Sample X22,0.51,
B,11,Sample X23,0.641,
B,12,Sample X24,0.181,
C,1,Sample X25,0.191,
C,2,Sample X26,0.618,
C,3,Sample X27,0.639,
C,4,Sample X28,0.503,
C,5,Sample X29,0.629,
C,6,Sample X30,0.662,
C,7,Sample X31,0.597,
C,8,Sample X32,0.363,
C,9,Sample X33,0.714,
C,10,Sample X34,0.453,
C,11,Sample X35,0.781,
C,12,Sample X36,0.197,
D,1,Sample X37,0.197,
D,2,Sample X38,0.792,
D,3,Sample X39,0.842,
D,4,Sample X40,0.846,
D,5,Sample X41,0.571,
D,6,Sample X42,0.627,
D,7,Sample X43,0.502,
D,8,Sample X44,0.539,
D,9,Sample X45,0.546,
D,10,Sample X46,0.586,
D,11,Sample X47,0.542,
D,12,Sample X48,0.191,
E,1,Sample X49,0.194,
E,2,Sample X50,0.884,
E,3,Sample X51,0.833,
E,4,Sample X52,0.796,
E,5,Sample X53,0.486,
E,6,Sample X54,0.518,
E,7,Sample X55,0.528,
E,8,Sample X56,0.493,
E,9,Sample X57,0.704,
E,10,Sample X58,0.708,
E,11,Sample X59,0.759,
E,12,Sample X60,0.195,
F,1,Sample X61,0.211,
F,2,Sample X62,0.779,
F,3,Sample X63,0.787,
F,4,Sample X64,0.871,
F,5,Sample X65,0.767,
F,6,Sample X66,0.741,
F,7,Sample X67,0.657,
F,8,Sample X68,0.552,
F,9,Sample X69,0.883,
F,10,Sample X70,0.534,
F,11,Sample X71,0.837,
F,12,Sample X72,0.216,
G,1,Sample X73,0.22,
G,2,Sample X74,0.417,
G,3,Sample X75,0.488,
G,4,Sample X76,0.615,
G,5,Sample X77,0.882,
G,6,Sample X78,0.937,
G,7,Sample X79,0.782,
G,8,Sample X80,0.846,
G,9,Sample X81,0.806,
G,10,Sample X82,0.546,
G,11,Sample X83,0.702,
G,12,Sample X84,0.221,
H,1,Sample X85,0.213,
H,2,Sample X86,0.209,
H,3,Sample X87,0.209,
H,4,Sample X88,0.214,
H,5,Sample X89,0.212,
H,6,Sample X90,0.205,
H,7,Sample X91,0.212,
H,8,Sample X92,0.21,
H,9,Sample X93,0.209,
H,10,Sample X94,0.209,
H,11,Sample X95,0.212,
H,12,Sample X96,0.218,
