Well Row,Well Col,Content,Raw Data (600),
A,1,Sample X1,0.151,
A,2,Sample X2,0.148,
A,3,Sample X3,0.152,
A,4,Sample X4,0.151,
A,5,Sample X5,0.149,
A,6,Sample X6,0.151,
A,7,Sample X7,0.146,
A,8,Sample X8,0.149,
A,9,Sample X9,0.153,
A,10,Sample X10,0.15,
A,11,Sample X11,0.147,
A,12,Sample X12,0.15,
B,1,Sample X13,0.161,
B,2,Sample X14,1.311,
B,3,Sample X15,1.298,
B,4,Sample X16,1.285,
B,5,Sample X17,1.326,
B,6,Sample X18,1.328,
B,7,Sample X19,1.306,
B,8,Sample X20,1.177,
B,9,Sample X21,1.257,
B,10,Sample X22,1.327,
B,11,Sample X23,1.298,
B,12,Sample X24,0.149,
C,1,Sample X25,0.164,
C,2,Sample X26,1.332,
C,3,Sample X27,1.267,
C,4,Sample X28,0.99,
C,5,Sample X29,1.322,
C,6,Sample X30,1.216,
C,7,Sample X31,1.337,
C,8,Sample X32,1.279,
C,9,Sample X33,1.293,
C,10,Sample X34,1.327,
C,11,Sample X35,1.298,
C,12,Sample X36,0.161,
D,1,Sample X37,0.177,
D,2,Sample X38,1.379,
D,3,Sample X39,1.296,
D,4,Sample X40,1.289,
D,5,Sample X41,1.313,
D,6,Sample X42,1.337,
D,7,Sample X43,1.294,
D,8,Sample X44,1.322,
D,9,Sample X45,1.28,
D,10,Sample X46,1.324,
D,11,Sample X47,1.328,
D,12,Sample X48,0.159,
E,1,Sample X49,0.165,
E,2,Sample X50,1.293,
E,3,Sample X51,1.289,
E,4,Sample X52,1.26,
E,5,Sample X53,1.292,
E,6,Sample X54,1.282,
E,7,Sample X55,1.328,
E,8,Sample X56,1.322,
E,9,Sample X57,1.312,
E,10,Sample X58,1.357,
E,11,Sample X59,1.316,
E,12,Sample X60,0.165,
F,1,Sample X61,0.179,
F,2,Sample X62,1.295,
F,3,Sample X63,1.299,
F,4,Sample X64,1.337,
F,5,Sample X65,1.321,
F,6,Sample X66,1.341,
F,7,Sample X67,1.312,
F,8,Sample X68,1.329,
F,9,Sample X69,1.288,
F,10,Sample X70,1.348,
F,11,Sample X71,1.317,
F,12,Sample X72,0.175,
G,1,Sample X73,0.177,
G,2,Sample X74,1.339,
G,3,Sample X75,1.283,
G,4,Sample X76,1.36,
G,5,Sample X77,1.338,
G,6,Sample X78,1.372,
G,7,Sample X79,1.296,
G,8,Sample X80,1.347,
G,9,Sample X81,1.338,
G,10,Sample X82,1.327,
G,11,Sample X83,1.311,
G,12,Sample X84,0.179,
H,1,Sample X85,0.187,
H,2,Sample X86,0.18,
H,3,Sample X87,0.172,
H,4,Sample X88,0.17,
H,5,Sample X89,0.173,
H,6,Sample X90,0.174,
H,7,Sample X91,0.176,
H,8,Sample X92,0.179,
H,9,Sample X93,0.174,
H,10,Sample X94,0.173,
H,11,Sample X95,0.181,
H,12,Sample X96,0.179,
