Well Row,Well Col,Content,Raw Data (600),
A,1,Sample X1,0.182,
A,2,Sample X2,0.184,
A,3,Sample X3,0.188,
A,4,Sample X4,0.186,
A,5,Sample X5,0.186,
A,6,Sample X6,0.185,
A,7,Sample X7,0.186,
A,8,Sample X8,0.184,
A,9,Sample X9,0.188,
A,10,Sample X10,0.186,
A,11,Sample X11,0.184,
A,12,Sample X12,0.184,
B,1,Sample X13,0.19,
B,2,Sample X14,1.426,
B,3,Sample X15,1.446,
B,4,Sample X16,1.381,
B,5,Sample X17,1.41,
B,6,Sample X18,1.368,
B,7,Sample X19,1.397,
B,8,Sample X20,1.396,
B,9,Sample X21,1.391,
B,10,Sample X22,1.398,
B,11,Sample X23,1.367,
B,12,Sample X24,0.193,
C,1,Sample X25,0.196,
C,2,Sample X26,1.365,
C,3,Sample X27,1.337,
C,4,Sample X28,1.33,
C,5,Sample X29,1.341,
C,6,Sample X30,1.306,
C,7,Sample X31,1.328,
C,8,Sample X32,1.305,
C,9,Sample X33,1.282,
C,10,Sample X34,1.357,
C,11,Sample X35,1.313,
C,12,Sample X36,0.207,
D,1,Sample X37,0.204,
D,2,Sample X38,1.406,
D,3,Sample X39,1.379,
D,4,Sample X40,1.386,
D,5,Sample X41,1.379,
D,6,Sample X42,1.426,
D,7,Sample X43,1.298,
D,8,Sample X44,1.413,
D,9,Sample X45,1.28,
D,10,Sample X46,1.39,
D,11,Sample X47,1.363,
D,12,Sample X48,0.203,
E,1,Sample X49,0.196,
E,2,Sample X50,1.266,
E,3,Sample X51,1.375,
E,4,Sample X52,1.257,
E,5,Sample X53,1.371,
E,6,Sample X54,1.374,
E,7,Sample X55,1.358,
E,8,Sample X56,1.374,
E,9,Sample X57,1.358,
E,10,Sample X58,1.359,
E,11,Sample X59,1.377,
E,12,Sample X60,0.204,
F,1,Sample X61,0.213,
F,2,Sample X62,1.353,
F,3,Sample X63,1.282,
F,4,Sample X64,1.304,
F,5,Sample X65,1.403,
F,6,Sample X66,1.388,
F,7,Sample X67,1.341,
F,8,Sample X68,1.361,
F,9,Sample X69,1.336,
F,10,Sample X70,1.322,
F,11,Sample X71,1.351,
F,12,Sample X72,0.222,
G,1,Sample X73,0.22,
G,2,Sample X74,1.346,
G,3,Sample X75,1.416,
G,4,Sample X76,1.214,
G,5,Sample X77,1.372,
G,6,Sample X78,1.384,
G,7,Sample X79,1.36,
G,8,Sample X80,1.374,
G,9,Sample X81,1.284,
G,10,Sample X82,1.399,
G,11,Sample X83,1.345,
G,12,Sample X84,0.22,
H,1,Sample X85,0.212,
H,2,Sample X86,0.211,
H,3,Sample X87,0.213,
H,4,Sample X88,0.214,
H,5,Sample X89,0.214,
H,6,Sample X90,0.21,
H,7,Sample X91,0.215,
H,8,Sample X92,0.217,
H,9,Sample X93,0.214,
H,10,Sample X94,0.216,
H,11,Sample X95,0.216,
H,12,Sample X96,0.216,
