Well Row,Well Col,Content,Raw Data (600),
A,1,Sample X1,0.179,
A,2,Sample X2,0.18,
A,3,Sample X3,0.179,
A,4,Sample X4,0.18,
A,5,Sample X5,0.178,
A,6,Sample X6,0.186,
A,7,Sample X7,0.178,
A,8,Sample X8,0.174,
A,9,Sample X9,0.181,
A,10,Sample X10,0.183,
A,11,Sample X11,0.18,
A,12,Sample X12,0.185,
B,1,Sample X13,0.186,
B,2,Sample X14,0.178,
B,3,Sample X15,0.18,
B,4,Sample X16,0.178,
B,5,Sample X17,1.28,
B,6,Sample X18,1.148,
B,7,Sample X19,0.178,
B,8,Sample X20,0.174,
B,9,Sample X21,0.969,
B,10,Sample X22,0.184,
B,11,Sample X23,1.296,
B,12,Sample X24,0.186,
C,1,Sample X25,0.194,
C,2,Sample X26,0.188,
C,3,Sample X27,0.191,
C,4,Sample X28,0.195,
C,5,Sample X29,0.192,
C,6,Sample X30,0.193,
C,7,Sample X31,0.191,
C,8,Sample X32,0.192,
C,9,Sample X33,0.194,
C,10,Sample X34,0.198,
C,11,Sample X35,0.198,
C,12,Sample X36,0.202,
D,1,Sample X37,0.204,
D,2,Sample X38,0.196,
D,3,Sample X39,0.192,
D,4,Sample X40,1.362,
D,5,Sample X41,0.194,
D,6,Sample X42,0.194,
D,7,Sample X43,0.944,
D,8,Sample X44,1.311,
D,9,Sample X45,1.313,
D,10,Sample X46,0.202,
D,11,Sample X47,0.195,
D,12,Sample X48,0.196,
E,1,Sample X49,0.196,
E,2,Sample X50,0.19,
E,3,Sample X51,0.192,
E,4,Sample X52,0.193,
E,5,Sample X53,0.189,
E,6,Sample X54,0.188,
E,7,Sample X55,0.188,
E,8,Sample X56,0.276,
E,9,Sample X57,0.197,
E,10,Sample X58,1.328,
E,11,Sample X59,1.299,
E,12,Sample X60,0.203,
F,1,Sample X61,0.219,
F,2,Sample X62,0.699,
F,3,Sample X63,0.211,
F,4,Sample X64,0.209,
F,5,Sample X65,0.206,
F,6,Sample X66,0.536,
F,7,Sample X67,0.206,
F,8,Sample X68,0.21,
F,9,Sample X69,0.211,
F,10,Sample X70,0.211,
F,11,Sample X71,1.3,
F,12,Sample X72,0.223,
G,1,Sample X73,0.219,
G,2,Sample X74,1.306,
G,3,Sample X75,1.338,
G,4,Sample X76,0.205,
G,5,Sample X77,0.206,
G,6,Sample X78,0.208,
G,7,Sample X79,0.207,
G,8,Sample X80,0.216,
G,9,Sample X81,0.206,
G,10,Sample X82,0.213,
G,11,Sample X83,0.214,
G,12,Sample X84,0.219,
H,1,Sample X85,0.214,
H,2,Sample X86,0.215,
H,3,Sample X87,0.212,
H,4,Sample X88,0.206,
H,5,Sample X89,0.21,
H,6,Sample X90,0.21,
H,7,Sample X91,0.209,
H,8,Sample X92,0.207,
H,9,Sample X93,0.208,
H,10,Sample X94,0.209,
H,11,Sample X95,0.214,
H,12,Sample X96,0.215,
