Well Row,Well Col,Content,Raw Data (600),
A,1,Sample X1,0.175,
A,2,Sample X2,0.193,
A,3,Sample X3,0.173,
A,4,Sample X4,0.176,
A,5,Sample X5,0.169,
A,6,Sample X6,0.183,
A,7,Sample X7,0.173,
A,8,Sample X8,0.17,
A,9,Sample X9,0.177,
A,10,Sample X10,0.177,
A,11,Sample X11,0.174,
A,12,Sample X12,0.179,
B,1,Sample X13,0.181,
B,2,Sample X14,1.107,
B,3,Sample X15,1.109,
B,4,Sample X16,1.159,
B,5,Sample X17,1.188,
B,6,Sample X18,1.234,
B,7,Sample X19,1.208,
B,8,Sample X20,1.251,
B,9,Sample X21,1.221,
B,10,Sample X22,1.226,
B,11,Sample X23,1.308,
B,12,Sample X24,0.178,
C,1,Sample X25,0.186,
C,2,Sample X26,1.093,
C,3,Sample X27,1.022,
C,4,Sample X28,1.163,
C,5,Sample X29,1.102,
C,6,Sample X30,1.141,
C,7,Sample X31,1.2,
C,8,Sample X32,1.176,
C,9,Sample X33,1.127,
C,10,Sample X34,1.168,
C,11,Sample X35,1.18,
C,12,Sample X36,0.2,
D,1,Sample X37,0.197,
D,2,Sample X38,1.018,
D,3,Sample X39,1.095,
D,4,Sample X40,1.129,
D,5,Sample X41,1.102,
D,6,Sample X42,1.198,
D,7,Sample X43,1.207,
D,8,Sample X44,1.146,
D,9,Sample X45,1.149,
D,10,Sample X46,1.237,
D,11,Sample X47,1.172,
D,12,Sample X48,0.194,
E,1,Sample X49,0.189,
E,2,Sample X50,1.174,
E,3,Sample X51,1.167,
E,4,Sample X52,1.106,
E,5,Sample X53,1.154,
E,6,Sample X54,1.147,
E,7,Sample X55,1.107,
E,8,Sample X56,1.171,
E,9,Sample X57,1.191,
E,10,Sample X58,1.091,
E,11,Sample X59,1.077,
E,12,Sample X60,0.198,
F,1,Sample X61,0.211,
F,2,Sample X62,1.062,
F,3,Sample X63,1.163,
F,4,Sample X64,1.19,
F,5,Sample X65,1.202,
F,6,Sample X66,1.127,
F,7,Sample X67,1.113,
F,8,Sample X68,1.203,
F,9,Sample X69,1.171,
F,10,Sample X70,1.085,
F,11,Sample X71,1.184,
F,12,Sample X72,0.212,
G,1,Sample X73,0.209,
G,2,Sample X74,1.074,
G,3,Sample X75,1.174,
G,4,Sample X76,1.198,
G,5,Sample X77,1.225,
G,6,Sample X78,1.163,
G,7,Sample X79,1.218,
G,8,Sample X80,1.233,
G,9,Sample X81,1.162,
G,10,Sample X82,1.186,
G,11,Sample X83,1.14,
G,12,Sample X84,0.213,
H,1,Sample X85,0.206,
H,2,Sample X86,0.215,
H,3,Sample X87,0.2,
H,4,Sample X88,0.2,
H,5,Sample X89,0.207,
H,6,Sample X90,0.204,
H,7,Sample X91,0.202,
H,8,Sample X92,0.201,
H,9,Sample X93,0.202,
H,10,Sample X94,0.206,
H,11,Sample X95,0.212,
H,12,Sample X96,0.214,
