Well Row,Well Col,Content,Raw Data (600),
A,1,Sample X1,0.175,
A,2,Sample X2,0.18,
A,3,Sample X3,0.188,
A,4,Sample X4,0.192,
A,5,Sample X5,0.191,
A,6,Sample X6,0.199,
A,7,Sample X7,0.196,
A,8,Sample X8,0.204,
A,9,Sample X9,0.212,
A,10,Sample X10,0.211,
A,11,Sample X11,0.215,
A,12,Sample X12,0.217,
B,1,Sample X13,0.184,
B,2,Sample X14,1.389,
B,3,Sample X15,1.341,
B,4,Sample X16,1.087,
B,5,Sample X17,1.421,
B,6,Sample X18,1.354,
B,7,Sample X19,1.359,
B,8,Sample X20,1.369,
B,9,Sample X21,1.308,
B,10,Sample X22,1.38,
B,11,Sample X23,1.359,
B,12,Sample X24,0.215,
C,1,Sample X25,0.192,
C,2,Sample X26,1.281,
C,3,Sample X27,1.303,
C,4,Sample X28,1.304,
C,5,Sample X29,1.053,
C,6,Sample X30,1.291,
C,7,Sample X31,1.349,
C,8,Sample X32,1.067,
C,9,Sample X33,0.41,
C,10,Sample X34,1.262,
C,11,Sample X35,1.375,
C,12,Sample X36,0.243,
D,1,Sample X37,0.208,
D,2,Sample X38,1.371,
D,3,Sample X39,1.331,
D,4,Sample X40,1.183,
D,5,Sample X41,1.324,
D,6,Sample X42,1.337,
D,7,Sample X43,1.382,
D,8,Sample X44,1.348,
D,9,Sample X45,0.846,
D,10,Sample X46,1.338,
D,11,Sample X47,1.154,
D,12,Sample X48,0.24,
E,1,Sample X49,0.198,
E,2,Sample X50,1.4,
E,3,Sample X51,1.227,
E,4,Sample X52,0.229,
E,5,Sample X53,1.378,
E,6,Sample X54,1.246,
E,7,Sample X55,1.355,
E,8,Sample X56,1.356,
E,9,Sample X57,1.322,
E,10,Sample X58,1.381,
E,11,Sample X59,1.332,
E,12,Sample X60,0.244,
F,1,Sample X61,0.215,
F,2,Sample X62,1.313,
F,3,Sample X63,1.372,
F,4,Sample X64,0.272,
F,5,Sample X65,1.326,
F,6,Sample X66,1.371,
F,7,Sample X67,1.035,
F,8,Sample X68,1.336,
F,9,Sample X69,0.974,
F,10,Sample X70,1.362,
F,11,Sample X71,1.325,
F,12,Sample X72,0.27,
G,1,Sample X73,0.214,
G,2,Sample X74,1.287,
G,3,Sample X75,1.372,
G,4,Sample X76,1.188,
G,5,Sample X77,1.34,
G,6,Sample X78,1.323,
G,7,Sample X79,1.243,
G,8,Sample X80,1.364,
G,9,Sample X81,1.346,
G,10,Sample X82,1.363,
G,11,Sample X83,1.271,
G,12,Sample X84,0.279,
H,1,Sample X85,0.223,
H,2,Sample X86,0.217,
H,3,Sample X87,0.219,
H,4,Sample X88,0.22,
H,5,Sample X89,0.228,
H,6,Sample X90,0.234,
H,7,Sample X91,0.241,
H,8,Sample X92,0.251,
H,9,Sample X93,0.252,
H,10,Sample X94,0.258,
H,11,Sample X95,0.271,
H,12,Sample X96,0.268,
