Well Row,Well Col,Content,Raw Data (600),
A,1,Sample X1,0.166,
A,2,Sample X2,0.184,
A,3,Sample X3,0.161,
A,4,Sample X4,0.161,
A,5,Sample X5,0.16,
A,6,Sample X6,0.175,
A,7,Sample X7,0.162,
A,8,Sample X8,0.162,
A,9,Sample X9,0.159,
A,10,Sample X10,0.159,
A,11,Sample X11,0.16,
A,12,Sample X12,0.157,
B,1,Sample X13,0.17,
B,2,Sample X14,1.335,
B,3,Sample X15,1.367,
B,4,Sample X16,1.321,
B,5,Sample X17,1.339,
B,6,Sample X18,1.338,
B,7,Sample X19,1.359,
B,8,Sample X20,1.336,
B,9,Sample X21,1.368,
B,10,Sample X22,1.374,
B,11,Sample X23,1.329,
B,12,Sample X24,0.155,
C,1,Sample X25,0.165,
C,2,Sample X26,1.363,
C,3,Sample X27,1.355,
C,4,Sample X28,1.06,
C,5,Sample X29,1.317,
C,6,Sample X30,1.345,
C,7,Sample X31,1.355,
C,8,Sample X32,1.279,
C,9,Sample X33,1.288,
C,10,Sample X34,1.336,
C,11,Sample X35,1.31,
C,12,Sample X36,0.168,
D,1,Sample X37,0.174,
D,2,Sample X38,1.379,
D,3,Sample X39,1.325,
D,4,Sample X40,1.322,
D,5,Sample X41,1.307,
D,6,Sample X42,1.364,
D,7,Sample X43,1.31,
D,8,Sample X44,1.347,
D,9,Sample X45,1.285,
D,10,Sample X46,1.328,
D,11,Sample X47,1.318,
D,12,Sample X48,0.164,
E,1,Sample X49,0.174,
E,2,Sample X50,1.363,
E,3,Sample X51,1.285,
E,4,Sample X52,1.048,
E,5,Sample X53,1.339,
E,6,Sample X54,1.29,
E,7,Sample X55,1.366,
E,8,Sample X56,1.358,
E,9,Sample X57,1.364,
E,10,Sample X58,1.365,
E,11,Sample X59,1.345,
E,12,Sample X60,0.164,
F,1,Sample X61,0.187,
F,2,Sample X62,1.332,
F,3,Sample X63,1.309,
F,4,Sample X64,1.365,
F,5,Sample X65,1.375,
F,6,Sample X66,1.376,
F,7,Sample X67,1.328,
F,8,Sample X68,1.377,
F,9,Sample X69,1.365,
F,10,Sample X70,1.347,
F,11,Sample X71,1.316,
F,12,Sample X72,0.186,
G,1,Sample X73,0.191,
G,2,Sample X74,1.309,
G,3,Sample X75,1.311,
G,4,Sample X76,1.378,
G,5,Sample X77,1.292,
G,6,Sample X78,1.296,
G,7,Sample X79,1.354,
G,8,Sample X80,1.386,
G,9,Sample X81,1.328,
G,10,Sample X82,1.39,
G,11,Sample X83,1.331,
G,12,Sample X84,0.183,
H,1,Sample X85,0.194,
H,2,Sample X86,0.189,
H,3,Sample X87,0.184,
H,4,Sample X88,0.184,
H,5,Sample X89,0.181,
H,6,Sample X90,0.185,
H,7,Sample X91,0.184,
H,8,Sample X92,0.183,
H,9,Sample X93,0.184,
H,10,Sample X94,0.181,
H,11,Sample X95,0.186,
H,12,Sample X96,0.187,
