Well Row,Well Col,Content,Raw Data (600),
A,1,Sample X1,0.169,
A,2,Sample X2,0.17,
A,3,Sample X3,1.214,
A,4,Sample X4,0.172,
A,5,Sample X5,0.171,
A,6,Sample X6,0.169,
A,7,Sample X7,1.25,
A,8,Sample X8,0.17,
A,9,Sample X9,0.172,
A,10,Sample X10,0.175,
A,11,Sample X11,0.175,
A,12,Sample X12,0.178,
B,1,Sample X13,1.194,
B,2,Sample X14,1.323,
B,3,Sample X15,1.349,
B,4,Sample X16,1.328,
B,5,Sample X17,1.356,
B,6,Sample X18,1.308,
B,7,Sample X19,1.346,
B,8,Sample X20,1.347,
B,9,Sample X21,1.234,
B,10,Sample X22,1.298,
B,11,Sample X23,1.105,
B,12,Sample X24,1.313,
C,1,Sample X25,0.184,
C,2,Sample X26,1.37,
C,3,Sample X27,1.307,
C,4,Sample X28,1.305,
C,5,Sample X29,1.266,
C,6,Sample X30,1.254,
C,7,Sample X31,1.262,
C,8,Sample X32,1.256,
C,9,Sample X33,1.268,
C,10,Sample X34,1.283,
C,11,Sample X35,1.407,
C,12,Sample X36,0.196,
D,1,Sample X37,0.191,
D,2,Sample X38,1.354,
D,3,Sample X39,1.324,
D,4,Sample X40,1.269,
D,5,Sample X41,1.262,
D,6,Sample X42,1.266,
D,7,Sample X43,1.273,
D,8,Sample X44,1.311,
D,9,Sample X45,1.325,
D,10,Sample X46,1.322,
D,11,Sample X47,1.398,
D,12,Sample X48,0.197,
E,1,Sample X49,0.187,
E,2,Sample X50,1.367,
E,3,Sample X51,1.355,
E,4,Sample X52,1.317,
E,5,Sample X53,1.292,
E,6,Sample X54,1.329,
E,7,Sample X55,1.327,
E,8,Sample X56,1.306,
E,9,Sample X57,1.343,
E,10,Sample X58,1.356,
E,11,Sample X59,1.405,
E,12,Sample X60,0.191,
F,1,Sample X61,0.208,
F,2,Sample X62,1.416,
F,3,Sample X63,1.366,
F,4,Sample X64,1.331,
F,5,Sample X65,1.336,
F,6,Sample X66,1.328,
F,7,Sample X67,1.318,
F,8,Sample X68,1.315,
F,9,Sample X69,1.379,
F,10,Sample X70,1.375,
F,11,Sample X71,1.406,
F,12,Sample X72,0.218,
G,1,Sample X73,0.216,
G,2,Sample X74,1.279,
G,3,Sample X75,1.325,
G,4,Sample X76,1.357,
G,5,Sample X77,1.384,
G,6,Sample X78,1.338,
G,7,Sample X79,1.352,
G,8,Sample X80,1.329,
G,9,Sample X81,1.353,
G,10,Sample X82,1.421,
G,11,Sample X83,1.38,
G,12,Sample X84,0.219,
H,1,Sample X85,0.209,
H,2,Sample X86,0.215,
H,3,Sample X87,0.202,
H,4,Sample X88,0.207,
H,5,Sample X89,0.205,
H,6,Sample X90,0.201,
H,7,Sample X91,1.238,
H,8,Sample X92,1.231,
H,9,Sample X93,0.206,
H,10,Sample X94,0.218,
H,11,Sample X95,0.217,
H,12,Sample X96,0.235,
