Well Row,Well Col,Content,Raw Data (600),
A,1,Sample X1,0.151,
A,2,Sample X2,0.154,
A,3,Sample X3,0.154,
A,4,Sample X4,0.155,
A,5,Sample X5,0.149,
A,6,Sample X6,0.16,
A,7,Sample X7,0.152,
A,8,Sample X8,0.151,
A,9,Sample X9,0.154,
A,10,Sample X10,0.164,
A,11,Sample X11,0.151,
A,12,Sample X12,0.155,
B,1,Sample X13,0.156,
B,2,Sample X14,1.419,
B,3,Sample X15,1.407,
B,4,Sample X16,1.375,
B,5,Sample X17,1.396,
B,6,Sample X18,1.385,
B,7,Sample X19,1.368,
B,8,Sample X20,1.368,
B,9,Sample X21,1.362,
B,10,Sample X22,1.374,
B,11,Sample X23,1.344,
B,12,Sample X24,0.157,
C,1,Sample X25,0.162,
C,2,Sample X26,1.406,
C,3,Sample X27,1.365,
C,4,Sample X28,1.386,
C,5,Sample X29,1.404,
C,6,Sample X30,1.371,
C,7,Sample X31,1.381,
C,8,Sample X32,1.306,
C,9,Sample X33,1.372,
C,10,Sample X34,1.374,
C,11,Sample X35,1.353,
C,12,Sample X36,0.168,
D,1,Sample X37,0.169,
D,2,Sample X38,1.425,
D,3,Sample X39,1.396,
D,4,Sample X40,1.37,
D,5,Sample X41,1.386,
D,6,Sample X42,1.375,
D,7,Sample X43,1.413,
D,8,Sample X44,1.405,
D,9,Sample X45,1.35,
D,10,Sample X46,1.38,
D,11,Sample X47,1.342,
D,12,Sample X48,0.167,
E,1,Sample X49,0.164,
E,2,Sample X50,1.384,
E,3,Sample X51,1.373,
E,4,Sample X52,1.318,
E,5,Sample X53,1.351,
E,6,Sample X54,1.355,
E,7,Sample X55,1.326,
E,8,Sample X56,1.346,
E,9,Sample X57,1.376,
E,10,Sample X58,1.35,
E,11,Sample X59,1.34,
E,12,Sample X60,0.167,
F,1,Sample X61,0.177,
F,2,Sample X62,1.361,
F,3,Sample X63,1.345,
F,4,Sample X64,1.355,
F,5,Sample X65,1.374,
F,6,Sample X66,1.314,
F,7,Sample X67,1.319,
F,8,Sample X68,1.322,
F,9,Sample X69,1.338,
F,10,Sample X70,1.334,
F,11,Sample X71,1.281,
F,12,Sample X72,0.183,
G,1,Sample X73,0.18,
G,2,Sample X74,1.344,
G,3,Sample X75,1.411,
G,4,Sample X76,1.397,
G,5,Sample X77,1.35,
G,6,Sample X78,1.357,
G,7,Sample X79,1.329,
G,8,Sample X80,1.364,
G,9,Sample X81,1.323,
G,10,Sample X82,1.367,
G,11,Sample X83,1.328,
G,12,Sample X84,0.181,
H,1,Sample X85,0.179,
H,2,Sample X86,0.172,
H,3,Sample X87,0.169,
H,4,Sample X88,0.168,
H,5,Sample X89,0.17,
H,6,Sample X90,0.17,
H,7,Sample X91,0.171,
H,8,Sample X92,0.171,
H,9,Sample X93,0.171,
H,10,Sample X94,0.175,
H,11,Sample X95,0.188,
H,12,Sample X96,0.178,
