Well Row,Well Col,Content,Raw Data (600),
A,1,Sample X1,0.166,
A,2,Sample X2,0.166,
A,3,Sample X3,0.168,
A,4,Sample X4,0.168,
A,5,Sample X5,0.168,
A,6,Sample X6,0.166,
A,7,Sample X7,0.168,
A,8,Sample X8,0.168,
A,9,Sample X9,0.17,
A,10,Sample X10,0.171,
A,11,Sample X11,0.171,
A,12,Sample X12,0.173,
B,1,Sample X13,0.172,
B,2,Sample X14,1.202,
B,3,Sample X15,1.081,
B,4,Sample X16,1.391,
B,5,Sample X17,1.219,
B,6,Sample X18,1.127,
B,7,Sample X19,1.08,
B,8,Sample X20,1.225,
B,9,Sample X21,1.188,
B,10,Sample X22,1.116,
B,11,Sample X23,0.829,
B,12,Sample X24,0.168,
C,1,Sample X25,0.174,
C,2,Sample X26,1.049,
C,3,Sample X27,0.934,
C,4,Sample X28,1.293,
C,5,Sample X29,1.089,
C,6,Sample X30,1.133,
C,7,Sample X31,1.081,
C,8,Sample X32,0.937,
C,9,Sample X33,0.933,
C,10,Sample X34,1.041,
C,11,Sample X35,1.146,
C,12,Sample X36,0.185,
D,1,Sample X37,0.182,
D,2,Sample X38,1.046,
D,3,Sample X39,1.117,
D,4,Sample X40,1.216,
D,5,Sample X41,1.175,
D,6,Sample X42,1.157,
D,7,Sample X43,1.132,
D,8,Sample X44,1.025,
D,9,Sample X45,1.175,
D,10,Sample X46,1.18,
D,11,Sample X47,0.982,
D,12,Sample X48,0.178,
E,1,Sample X49,0.174,
E,2,Sample X50,1.091,
E,3,Sample X51,1.191,
E,4,Sample X52,1.085,
E,5,Sample X53,1.035,
E,6,Sample X54,0.912,
E,7,Sample X55,1.007,
E,8,Sample X56,1.067,
E,9,Sample X57,1.287,
E,10,Sample X58,1.145,
E,11,Sample X59,1.178,
E,12,Sample X60,0.181,
F,1,Sample X61,0.191,
F,2,Sample X62,1.217,
F,3,Sample X63,1.188,
F,4,Sample X64,1.2,
F,5,Sample X65,1.24,
F,6,Sample X66,1.097,
F,7,Sample X67,0.904,
F,8,Sample X68,0.902,
F,9,Sample X69,1.148,
F,10,Sample X70,1.202,
F,11,Sample X71,0.915,
F,12,Sample X72,0.2,
G,1,Sample X73,0.202,
G,2,Sample X74,1.087,
G,3,Sample X75,1.175,
G,4,Sample X76,1.253,
G,5,Sample X77,1.029,
G,6,Sample X78,0.882,
G,7,Sample X79,1.054,
G,8,Sample X80,1.083,
G,9,Sample X81,1.117,
G,10,Sample X82,0.978,
G,11,Sample X83,0.867,
G,12,Sample X84,0.203,
H,1,Sample X85,0.196,
H,2,Sample X86,0.194,
H,3,Sample X87,0.194,
H,4,Sample X88,0.198,
H,5,Sample X89,0.195,
H,6,Sample X90,0.19,
H,7,Sample X91,0.195,
H,8,Sample X92,0.198,
H,9,Sample X93,0.194,
H,10,Sample X94,0.195,
H,11,Sample X95,0.202,
H,12,Sample X96,0.204,
