Well Row,Well Col,Content,Raw Data (600),
A,1,Sample X1,0.153,
A,2,Sample X2,0.152,
A,3,Sample X3,0.15,
A,4,Sample X4,0.154,
A,5,Sample X5,0.152,
A,6,Sample X6,0.159,
A,7,Sample X7,0.148,
A,8,Sample X8,0.153,
A,9,Sample X9,0.155,
A,10,Sample X10,0.153,
A,11,Sample X11,0.15,
A,12,Sample X12,0.154,
B,1,Sample X13,0.158,
B,2,Sample X14,1.323,
B,3,Sample X15,1.359,
B,4,Sample X16,1.317,
B,5,Sample X17,1.324,
B,6,Sample X18,1.362,
B,7,Sample X19,1.374,
B,8,Sample X20,1.311,
B,9,Sample X21,1.355,
B,10,Sample X22,1.376,
B,11,Sample X23,1.349,
B,12,Sample X24,0.153,
C,1,Sample X25,0.164,
C,2,Sample X26,1.354,
C,3,Sample X27,1.298,
C,4,Sample X28,1.265,
C,5,Sample X29,1.329,
C,6,Sample X30,1.234,
C,7,Sample X31,1.292,
C,8,Sample X32,1.277,
C,9,Sample X33,1.296,
C,10,Sample X34,1.325,
C,11,Sample X35,1.327,
C,12,Sample X36,0.166,
D,1,Sample X37,0.177,
D,2,Sample X38,1.333,
D,3,Sample X39,1.249,
D,4,Sample X40,1.335,
D,5,Sample X41,1.328,
D,6,Sample X42,1.258,
D,7,Sample X43,1.356,
D,8,Sample X44,1.308,
D,9,Sample X45,1.312,
D,10,Sample X46,1.306,
D,11,Sample X47,1.282,
D,12,Sample X48,0.16,
E,1,Sample X49,0.166,
E,2,Sample X50,1.334,
E,3,Sample X51,1.371,
E,4,Sample X52,1.387,
E,5,Sample X53,1.324,
E,6,Sample X54,1.375,
E,7,Sample X55,1.37,
E,8,Sample X56,1.249,
E,9,Sample X57,1.396,
E,10,Sample X58,1.386,
E,11,Sample X59,1.329,
E,12,Sample X60,0.165,
F,1,Sample X61,0.182,
F,2,Sample X62,1.3,
F,3,Sample X63,1.285,
F,4,Sample X64,1.329,
F,5,Sample X65,1.355,
F,6,Sample X66,1.303,
F,7,Sample X67,1.293,
F,8,Sample X68,1.356,
F,9,Sample X69,1.374,
F,10,Sample X70,1.364,
F,11,Sample X71,1.333,
F,12,Sample X72,0.182,
G,1,Sample X73,0.182,
G,2,Sample X74,1.367,
G,3,Sample X75,1.374,
G,4,Sample X76,1.314,
G,5,Sample X77,1.323,
G,6,Sample X78,1.292,
G,7,Sample X79,1.34,
G,8,Sample X80,1.369,
G,9,Sample X81,1.367,
G,10,Sample X82,1.323,
G,11,Sample X83,1.237,
G,12,Sample X84,0.18,
H,1,Sample X85,0.191,
H,2,Sample X86,0.183,
H,3,Sample X87,0.173,
H,4,Sample X88,0.173,
H,5,Sample X89,0.175,
H,6,Sample X90,0.176,
H,7,Sample X91,0.175,
H,8,Sample X92,0.179,
H,9,Sample X93,0.175,
H,10,Sample X94,0.176,
H,11,Sample X95,0.184,
H,12,Sample X96,0.18,
