Well Row,Well Col,Content,Raw Data (600),
A,1,Sample X1,0.165,
A,2,Sample X2,0.167,
A,3,Sample X3,0.167,
A,4,Sample X4,0.169,
A,5,Sample X5,0.168,
A,6,Sample X6,0.167,
A,7,Sample X7,0.171,
A,8,Sample X8,0.168,
A,9,Sample X9,0.17,
A,10,Sample X10,0.171,
A,11,Sample X11,0.173,
A,12,Sample X12,0.177,
B,1,Sample X13,0.17,
B,2,Sample X14,1.313,
B,3,Sample X15,1.366,
B,4,Sample X16,1.349,
B,5,Sample X17,1.336,
B,6,Sample X18,1.354,
B,7,Sample X19,1.364,
B,8,Sample X20,1.359,
B,9,Sample X21,1.352,
B,10,Sample X22,1.327,
B,11,Sample X23,1.37,
B,12,Sample X24,0.175,
C,1,Sample X25,0.176,
C,2,Sample X26,1.307,
C,3,Sample X27,1.192,
C,4,Sample X28,1.267,
C,5,Sample X29,1.295,
C,6,Sample X30,1.278,
C,7,Sample X31,1.288,
C,8,Sample X32,1.222,
C,9,Sample X33,1.286,
C,10,Sample X34,1.289,
C,11,Sample X35,1.312,
C,12,Sample X36,0.19,
D,1,Sample X37,0.178,
D,2,Sample X38,1.29,
D,3,Sample X39,1.281,
D,4,Sample X40,1.248,
D,5,Sample X41,1.287,
D,6,Sample X42,1.279,
D,7,Sample X43,1.359,
D,8,Sample X44,1.326,
D,9,Sample X45,1.298,
D,10,Sample X46,1.327,
D,11,Sample X47,1.335,
D,12,Sample X48,0.178,
E,1,Sample X49,0.179,
E,2,Sample X50,1.304,
E,3,Sample X51,1.325,
E,4,Sample X52,1.361,
E,5,Sample X53,1.33,
E,6,Sample X54,1.355,
E,7,Sample X55,1.373,
E,8,Sample X56,1.355,
E,9,Sample X57,1.321,
E,10,Sample X58,1.386,
E,11,Sample X59,1.321,
E,12,Sample X60,0.182,
F,1,Sample X61,0.193,
F,2,Sample X62,1.384,
F,3,Sample X63,1.348,
F,4,Sample X64,1.349,
F,5,Sample X65,1.387,
F,6,Sample X66,1.322,
F,7,Sample X67,1.318,
F,8,Sample X68,1.354,
F,9,Sample X69,1.342,
F,10,Sample X70,1.323,
F,11,Sample X71,1.35,
F,12,Sample X72,0.207,
G,1,Sample X73,0.202,
G,2,Sample X74,1.242,
G,3,Sample X75,1.253,
G,4,Sample X76,1.364,
G,5,Sample X77,1.278,
G,6,Sample X78,1.35,
G,7,Sample X79,1.364,
G,8,Sample X80,1.401,
G,9,Sample X81,1.36,
G,10,Sample X82,1.391,
G,11,Sample X83,1.336,
G,12,Sample X84,0.205,
H,1,Sample X85,0.197,
H,2,Sample X86,0.196,
H,3,Sample X87,0.197,
H,4,Sample X88,0.198,
H,5,Sample X89,0.197,
H,6,Sample X90,0.194,
H,7,Sample X91,0.199,
H,8,Sample X92,0.201,
H,9,Sample X93,0.2,
H,10,Sample X94,0.2,
H,11,Sample X95,0.208,
H,12,Sample X96,0.211,
