Well Row,Well Col,Content,Raw Data (600),
A,1,Sample X1,0.182,
A,2,Sample X2,0.176,
A,3,Sample X3,0.178,
A,4,Sample X4,0.18,
A,5,Sample X5,0.177,
A,6,Sample X6,0.177,
A,7,Sample X7,0.174,
A,8,Sample X8,0.178,
A,9,Sample X9,0.182,
A,10,Sample X10,0.178,
A,11,Sample X11,0.178,
A,12,Sample X12,0.178,
B,1,Sample X13,0.186,
B,2,Sample X14,0.181,
B,3,Sample X15,0.184,
B,4,Sample X16,0.19,
B,5,Sample X17,0.187,
B,6,Sample X18,0.187,
B,7,Sample X19,0.19,
B,8,Sample X20,0.189,
B,9,Sample X21,0.185,
B,10,Sample X22,0.196,
B,11,Sample X23,0.193,
B,12,Sample X24,0.184,
C,1,Sample X25,0.195,
C,2,Sample X26,0.199,
C,3,Sample X27,0.26,
C,4,Sample X28,0.544,
C,5,Sample X29,0.726,
C,6,Sample X30,0.203,
C,7,Sample X31,0.527,
C,8,Sample X32,0.438,
C,9,Sample X33,0.287,
C,10,Sample X34,0.506,
C,11,Sample X35,0.726,
C,12,Sample X36,0.197,
D,1,Sample X37,0.208,
D,2,Sample X38,0.209,
D,3,Sample X39,0.216,
D,4,Sample X40,0.253,
D,5,Sample X41,0.552,
D,6,Sample X42,0.604,
D,7,Sample X43,0.337,
D,8,Sample X44,0.217,
D,9,Sample X45,0.205,
D,10,Sample X46,0.215,
D,11,Sample X47,0.233,
D,12,Sample X48,0.196,
E,1,Sample X49,0.196,
E,2,Sample X50,0.234,
E,3,Sample X51,0.658,
E,4,Sample X52,0.827,
E,5,Sample X53,0.6,
E,6,Sample X54,0.203,
E,7,Sample X55,0.209,
E,8,Sample X56,0.197,
E,9,Sample X57,0.503,
E,10,Sample X58,0.206,
E,11,Sample X59,0.714,
E,12,Sample X60,0.198,
F,1,Sample X61,0.214,
F,2,Sample X62,1.41,
F,3,Sample X63,0.217,
F,4,Sample X64,0.24,
F,5,Sample X65,0.244,
F,6,Sample X66,0.214,
F,7,Sample X67,0.796,
F,8,Sample X68,0.208,
F,9,Sample X69,0.229,
F,10,Sample X70,1.297,
F,11,Sample X71,1.278,
F,12,Sample X72,0.213,
G,1,Sample X73,0.213,
G,2,Sample X74,1.013,
G,3,Sample X75,0.213,
G,4,Sample X76,0.494,
G,5,Sample X77,0.612,
G,6,Sample X78,0.214,
G,7,Sample X79,1.055,
G,8,Sample X80,0.281,
G,9,Sample X81,0.254,
G,10,Sample X82,1.077,
G,11,Sample X83,0.656,
G,12,Sample X84,0.216,
H,1,Sample X85,0.22,
H,2,Sample X86,0.214,
H,3,Sample X87,0.206,
H,4,Sample X88,0.207,
H,5,Sample X89,0.209,
H,6,Sample X90,0.21,
H,7,Sample X91,0.213,
H,8,Sample X92,0.213,
H,9,Sample X93,0.215,
H,10,Sample X94,0.211,
H,11,Sample X95,0.219,
H,12,Sample X96,0.211,
