Well Row,Well Col,Content,Raw Data (600),
A,1,Sample X1,0.169,
A,2,Sample X2,0.169,
A,3,Sample X3,0.175,
A,4,Sample X4,0.172,
A,5,Sample X5,0.171,
A,6,Sample X6,0.172,
A,7,Sample X7,0.172,
A,8,Sample X8,0.173,
A,9,Sample X9,0.178,
A,10,Sample X10,0.174,
A,11,Sample X11,0.177,
A,12,Sample X12,0.186,
B,1,Sample X13,0.823,
B,2,Sample X14,0.18,
B,3,Sample X15,0.176,
B,4,Sample X16,0.185,
B,5,Sample X17,0.177,
B,6,Sample X18,0.175,
B,7,Sample X19,0.191,
B,8,Sample X20,0.184,
B,9,Sample X21,0.178,
B,10,Sample X22,0.258,
B,11,Sample X23,0.271,
B,12,Sample X24,0.245,
C,1,Sample X25,0.185,
C,2,Sample X26,0.237,
C,3,Sample X27,0.186,
C,4,Sample X28,0.189,
C,5,Sample X29,0.189,
C,6,Sample X30,0.194,
C,7,Sample X31,0.195,
C,8,Sample X32,0.206,
C,9,Sample X33,0.444,
C,10,Sample X34,0.195,
C,11,Sample X35,0.197,
C,12,Sample X36,0.196,
D,1,Sample X37,0.207,
D,2,Sample X38,0.996,
D,3,Sample X39,0.198,
D,4,Sample X40,0.193,
D,5,Sample X41,0.196,
D,6,Sample X42,0.193,
D,7,Sample X43,0.193,
D,8,Sample X44,0.198,
D,9,Sample X45,0.209,
D,10,Sample X46,0.188,
D,11,Sample X47,0.194,
D,12,Sample X48,0.197,
E,1,Sample X49,0.195,
E,2,Sample X50,0.209,
E,3,Sample X51,0.197,
E,4,Sample X52,0.205,
E,5,Sample X53,0.383,
E,6,Sample X54,0.197,
E,7,Sample X55,0.524,
E,8,Sample X56,0.194,
E,9,Sample X57,0.203,
E,10,Sample X58,0.198,
E,11,Sample X59,0.213,
E,12,Sample X60,0.203,
F,1,Sample X61,0.215,
F,2,Sample X62,0.23,
F,3,Sample X63,0.216,
F,4,Sample X64,0.22,
F,5,Sample X65,0.22,
F,6,Sample X66,0.21,
F,7,Sample X67,0.218,
F,8,Sample X68,0.222,
F,9,Sample X69,0.228,
F,10,Sample X70,0.217,
F,11,Sample X71,0.343,
F,12,Sample X72,0.225,
G,1,Sample X73,0.211,
G,2,Sample X74,0.213,
G,3,Sample X75,0.221,
G,4,Sample X76,0.209,
G,5,Sample X77,0.222,
G,6,Sample X78,0.209,
G,7,Sample X79,0.212,
G,8,Sample X80,0.208,
G,9,Sample X81,0.222,
G,10,Sample X82,0.371,
G,11,Sample X83,0.231,
G,12,Sample X84,0.222,
H,1,Sample X85,0.216,
H,2,Sample X86,0.212,
H,3,Sample X87,0.205,
H,4,Sample X88,0.203,
H,5,Sample X89,0.206,
H,6,Sample X90,0.208,
H,7,Sample X91,0.235,
H,8,Sample X92,0.216,
H,9,Sample X93,0.216,
H,10,Sample X94,0.212,
H,11,Sample X95,0.224,
H,12,Sample X96,0.22,
