Well Row,Well Col,Content,Raw Data (600),
A,1,Sample X1,0.167,
A,2,Sample X2,0.193,
A,3,Sample X3,0.173,
A,4,Sample X4,0.172,
A,5,Sample X5,0.17,
A,6,Sample X6,0.203,
A,7,Sample X7,0.171,
A,8,Sample X8,0.17,
A,9,Sample X9,0.175,
A,10,Sample X10,0.198,
A,11,Sample X11,0.174,
A,12,Sample X12,0.179,
B,1,Sample X13,0.176,
B,2,Sample X14,1.397,
B,3,Sample X15,1.371,
B,4,Sample X16,1.38,
B,5,Sample X17,1.385,
B,6,Sample X18,1.361,
B,7,Sample X19,1.381,
B,8,Sample X20,1.357,
B,9,Sample X21,1.351,
B,10,Sample X22,1.367,
B,11,Sample X23,1.334,
B,12,Sample X24,0.178,
C,1,Sample X25,0.185,
C,2,Sample X26,1.338,
C,3,Sample X27,1.283,
C,4,Sample X28,1.332,
C,5,Sample X29,1.309,
C,6,Sample X30,1.303,
C,7,Sample X31,1.318,
C,8,Sample X32,1.288,
C,9,Sample X33,1.311,
C,10,Sample X34,1.31,
C,11,Sample X35,1.302,
C,12,Sample X36,0.196,
D,1,Sample X37,0.192,
D,2,Sample X38,1.331,
D,3,Sample X39,1.343,
D,4,Sample X40,1.313,
D,5,Sample X41,1.314,
D,6,Sample X42,1.29,
D,7,Sample X43,1.314,
D,8,Sample X44,1.322,
D,9,Sample X45,1.292,
D,10,Sample X46,1.316,
D,11,Sample X47,1.325,
D,12,Sample X48,0.195,
E,1,Sample X49,0.189,
E,2,Sample X50,1.319,
E,3,Sample X51,1.367,
E,4,Sample X52,1.338,
E,5,Sample X53,1.336,
E,6,Sample X54,1.373,
E,7,Sample X55,1.322,
E,8,Sample X56,1.323,
E,9,Sample X57,1.352,
E,10,Sample X58,1.322,
E,11,Sample X59,1.313,
E,12,Sample X60,0.197,
F,1,Sample X61,0.208,
F,2,Sample X62,1.343,
F,3,Sample X63,1.339,
F,4,Sample X64,1.365,
F,5,Sample X65,1.375,
F,6,Sample X66,1.325,
F,7,Sample X67,1.335,
F,8,Sample X68,1.319,
F,9,Sample X69,1.333,
F,10,Sample X70,1.286,
F,11,Sample X71,1.286,
F,12,Sample X72,0.216,
G,1,Sample X73,0.207,
G,2,Sample X74,1.347,
G,3,Sample X75,1.371,
G,4,Sample X76,1.394,
G,5,Sample X77,1.354,
G,6,Sample X78,1.381,
G,7,Sample X79,1.363,
G,8,Sample X80,1.351,
G,9,Sample X81,1.323,
G,10,Sample X82,1.323,
G,11,Sample X83,1.358,
G,12,Sample X84,0.214,
H,1,Sample X85,0.204,
H,2,Sample X86,0.203,
H,3,Sample X87,0.199,
H,4,Sample X88,0.198,
H,5,Sample X89,0.203,
H,6,Sample X90,0.207,
H,7,Sample X91,0.201,
H,8,Sample X92,0.201,
H,9,Sample X93,0.204,
H,10,Sample X94,0.208,
H,11,Sample X95,0.205,
H,12,Sample X96,0.212,
