Well Row,Well Col,Content,Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),
A,10,Sample X10,0.042,0.042,0.043,0.041,0.038,0.042,0.04,0.039,0.04,0.04,0.038,0.04,0.037,0.038,0.039,0.037,0.038,0.036,0.038,0.035,0.036,0.039,0.039,0.037,0.038,0.038,0.038,0.04,0.038,0.039,0.039,0.039,0.038,0.038,0.038,0.04,0.04,0.04,0.041,0.041,0.04,0.04,0.039,0.043,0.043,0.042,0.044,0.04,0.045,0.043,0.044,0.045,0.045,0.048,0.066,
A,11,Sample X11,0.043,0.039,0.041,0.041,0.039,0.041,0.039,0.04,0.036,0.041,0.036,0.039,0.04,0.037,0.039,0.037,0.038,0.038,0.038,0.037,0.038,0.038,0.038,0.036,0.038,0.04,0.034,0.038,0.037,0.038,0.038,0.038,0.039,0.037,0.038,0.04,0.04,0.037,0.04,0.04,0.04,0.043,0.041,0.043,0.042,0.041,0.041,0.038,0.044,0.043,0.043,0.043,0.043,0.044,0.042,
A,12,Sample X12,0.041,0.04,0.042,0.041,0.038,0.04,0.04,0.038,0.038,0.042,0.04,0.038,0.039,0.037,0.039,0.039,0.038,0.038,0.037,0.037,0.038,0.037,0.037,0.037,0.037,0.037,0.037,0.038,0.037,0.039,0.037,0.04,0.037,0.036,0.036,0.041,0.039,0.038,0.038,0.039,0.037,0.039,0.038,0.041,0.04,0.04,0.039,0.035,0.042,0.039,0.041,0.04,0.043,0.04,0.038,
B,1,Sample X13,0.039,0.038,0.042,0.041,0.039,0.041,0.039,0.039,0.038,0.04,0.038,0.038,0.039,0.037,0.039,0.038,0.036,0.039,0.036,0.039,0.037,0.039,0.036,0.038,0.038,0.037,0.036,0.039,0.037,0.037,0.037,0.038,0.039,0.043,0.041,0.04,0.041,0.038,0.04,0.04,0.039,0.042,0.041,0.041,0.042,0.042,0.043,0.04,0.044,0.043,0.045,0.046,0.043,0.046,0.044,
B,2,Sample X14,0.052,0.055,0.068,0.103,0.14,0.184,0.25,0.315,0.358,0.405,0.407,0.401,0.411,0.422,0.435,0.443,0.468,0.486,0.502,0.526,0.547,0.575,0.588,0.605,0.622,0.636,0.656,0.667,0.689,0.705,0.724,0.747,0.758,0.769,0.788,0.798,0.793,0.819,0.833,0.85,0.863,0.876,0.889,0.9,0.909,0.908,0.919,0.922,0.938,0.929,0.941,0.949,0.952,0.966,0.962,
B,3,Sample X15,0.065,0.061,0.071,0.088,0.11,0.137,0.159,0.201,0.242,0.277,0.308,0.32,0.328,0.343,0.351,0.355,0.365,0.372,0.38,0.384,0.398,0.408,0.41,0.423,0.433,0.441,0.447,0.462,0.47,0.48,0.489,0.5,0.506,0.513,0.529,0.537,0.543,0.55,0.556,0.568,0.577,0.583,0.591,0.607,0.621,0.628,0.635,0.643,0.651,0.664,0.674,0.681,0.687,0.695,0.7,
B,4,Sample X16,0.06,0.063,0.079,0.115,0.152,0.192,0.244,0.282,0.321,0.355,0.373,0.385,0.395,0.411,0.427,0.439,0.455,0.473,0.489,0.502,0.519,0.538,0.549,0.562,0.584,0.598,0.605,0.625,0.639,0.655,0.671,0.685,0.705,0.722,0.731,0.75,0.761,0.78,0.789,0.812,0.817,0.834,0.849,0.857,0.876,0.873,0.888,0.898,0.909,0.919,0.921,0.935,0.928,0.93,0.936,
B,5,Sample X17,0.05,0.051,0.056,0.066,0.081,0.104,0.127,0.153,0.19,0.233,0.277,0.336,0.385,0.412,0.435,0.437,0.43,0.438,0.454,0.458,0.455,0.471,0.484,0.486,0.504,0.514,0.525,0.546,0.556,0.57,0.586,0.605,0.612,0.62,0.63,0.641,0.652,0.668,0.678,0.695,0.7,0.709,0.725,0.739,0.742,0.749,0.761,0.766,0.777,0.785,0.787,0.801,0.806,0.812,0.819,
B,6,Sample X18,0.062,0.058,0.067,0.084,0.114,0.138,0.172,0.206,0.24,0.273,0.32,0.345,0.373,0.388,0.407,0.417,0.421,0.428,0.442,0.447,0.453,0.466,0.473,0.479,0.493,0.504,0.511,0.518,0.529,0.539,0.549,0.558,0.57,0.58,0.592,0.596,0.607,0.611,0.625,0.625,0.638,0.646,0.655,0.662,0.665,0.675,0.687,0.69,0.703,0.709,0.712,0.721,0.726,0.731,0.733,
B,7,Sample X19,0.053,0.053,0.056,0.061,0.064,0.07,0.079,0.099,0.121,0.167,0.195,0.231,0.28,0.344,0.37,0.369,0.38,0.384,0.398,0.409,0.432,0.437,0.456,0.468,0.477,0.49,0.497,0.515,0.529,0.536,0.556,0.568,0.577,0.591,0.598,0.613,0.624,0.64,0.651,0.657,0.673,0.682,0.693,0.701,0.712,0.722,0.728,0.73,0.735,0.737,0.747,0.743,0.753,0.758,0.757,
B,8,Sample X20,0.059,0.061,0.065,0.084,0.114,0.144,0.182,0.227,0.267,0.299,0.33,0.342,0.36,0.375,0.395,0.409,0.427,0.433,0.444,0.458,0.479,0.485,0.501,0.507,0.522,0.53,0.541,0.556,0.569,0.578,0.592,0.603,0.616,0.623,0.639,0.646,0.657,0.669,0.682,0.693,0.706,0.715,0.721,0.73,0.741,0.756,0.763,0.767,0.784,0.789,0.805,0.806,0.823,0.833,0.838,
B,9,Sample X21,0.055,0.055,0.063,0.081,0.109,0.136,0.168,0.206,0.24,0.282,0.312,0.339,0.358,0.363,0.374,0.379,0.387,0.392,0.399,0.415,0.431,0.451,0.464,0.476,0.502,0.511,0.522,0.545,0.558,0.566,0.583,0.598,0.611,0.624,0.632,0.655,0.662,0.682,0.698,0.709,0.719,0.733,0.746,0.757,0.766,0.783,0.796,0.806,0.827,0.836,0.858,0.86,0.873,0.894,0.904,
B,10,Sample X22,0.058,0.065,0.083,0.114,0.144,0.185,0.224,0.262,0.303,0.337,0.346,0.36,0.375,0.381,0.392,0.403,0.419,0.425,0.436,0.449,0.462,0.477,0.493,0.5,0.522,0.531,0.536,0.551,0.564,0.577,0.588,0.603,0.611,0.625,0.644,0.66,0.676,0.686,0.711,0.724,0.737,0.758,0.776,0.789,0.804,0.825,0.841,0.858,0.878,0.89,0.909,0.922,0.932,0.948,0.965,
B,11,Sample X23,0.046,0.046,0.048,0.051,0.052,0.067,0.079,0.103,0.127,0.159,0.194,0.223,0.261,0.291,0.318,0.349,0.367,0.38,0.394,0.404,0.405,0.428,0.432,0.435,0.441,0.445,0.454,0.467,0.469,0.477,0.483,0.491,0.504,0.51,0.517,0.52,0.531,0.533,0.547,0.558,0.563,0.571,0.578,0.589,0.597,0.601,0.605,0.615,0.627,0.632,0.638,0.648,0.648,0.656,0.669,
B,12,Sample X24,0.037,0.039,0.041,0.038,0.036,0.04,0.038,0.04,0.036,0.038,0.037,0.036,0.039,0.036,0.039,0.038,0.036,0.036,0.035,0.035,0.037,0.037,0.036,0.035,0.038,0.037,0.036,0.038,0.037,0.037,0.036,0.04,0.036,0.036,0.037,0.037,0.038,0.037,0.037,0.037,0.037,0.038,0.037,0.037,0.039,0.041,0.04,0.036,0.04,0.038,0.041,0.043,0.039,0.04,0.037,
C,1,Sample X25,0.036,0.037,0.04,0.039,0.037,0.041,0.039,0.038,0.039,0.038,0.037,0.038,0.037,0.036,0.038,0.038,0.039,0.039,0.04,0.037,0.036,0.039,0.039,0.037,0.04,0.037,0.037,0.038,0.037,0.039,0.039,0.04,0.039,0.041,0.039,0.04,0.041,0.043,0.04,0.041,0.041,0.041,0.041,0.043,0.043,0.043,0.042,0.041,0.046,0.046,0.044,0.049,0.046,0.048,0.046,
C,2,Sample X26,0.041,0.04,0.046,0.053,0.075,0.113,0.14,0.188,0.229,0.27,0.304,0.33,0.354,0.379,0.39,0.397,0.411,0.434,0.433,0.444,0.454,0.47,0.492,0.502,0.511,0.52,0.536,0.546,0.555,0.567,0.584,0.59,0.604,0.617,0.629,0.638,0.647,0.663,0.674,0.691,0.696,0.711,0.727,0.736,0.751,0.754,0.763,0.767,0.779,0.785,0.801,0.802,0.8,0.819,0.817,
C,3,Sample X27,0.045,0.047,0.046,0.049,0.054,0.066,0.093,0.121,0.166,0.214,0.251,0.296,0.341,0.36,0.373,0.383,0.395,0.404,0.417,0.431,0.445,0.465,0.477,0.496,0.507,0.518,0.535,0.557,0.571,0.594,0.612,0.629,0.645,0.666,0.689,0.71,0.723,0.749,0.77,0.792,0.812,0.83,0.851,0.869,0.883,0.899,0.923,0.929,0.946,0.958,0.967,0.977,0.986,1,0.992,
C,4,Sample X28,0.042,0.041,0.045,0.054,0.066,0.099,0.127,0.169,0.213,0.256,0.292,0.324,0.349,0.361,0.38,0.387,0.397,0.415,0.426,0.439,0.45,0.468,0.483,0.492,0.508,0.518,0.532,0.549,0.557,0.574,0.587,0.609,0.618,0.639,0.65,0.666,0.688,0.704,0.722,0.744,0.755,0.772,0.786,0.805,0.822,0.834,0.85,0.865,0.877,0.888,0.899,0.91,0.915,0.926,0.926,
C,5,Sample X29,0.045,0.044,0.049,0.055,0.069,0.098,0.128,0.169,0.212,0.252,0.287,0.321,0.354,0.374,0.388,0.4,0.418,0.424,0.437,0.455,0.457,0.47,0.484,0.487,0.496,0.508,0.519,0.527,0.535,0.542,0.549,0.559,0.565,0.578,0.579,0.585,0.598,0.598,0.599,0.606,0.605,0.612,0.615,0.619,0.624,0.63,0.63,0.633,0.634,0.642,0.642,0.641,0.64,0.642,0.64,
C,6,Sample X30,0.052,0.049,0.05,0.052,0.053,0.065,0.077,0.094,0.113,0.134,0.15,0.168,0.189,0.206,0.222,0.243,0.257,0.275,0.288,0.291,0.299,0.305,0.312,0.317,0.32,0.327,0.333,0.344,0.347,0.351,0.354,0.365,0.365,0.376,0.376,0.381,0.387,0.391,0.395,0.402,0.405,0.41,0.414,0.419,0.422,0.423,0.429,0.433,0.439,0.444,0.446,0.458,0.459,0.465,0.462,
C,7,Sample X31,0.045,0.045,0.045,0.044,0.044,0.047,0.054,0.057,0.069,0.08,0.093,0.11,0.135,0.156,0.177,0.192,0.209,0.222,0.233,0.241,0.252,0.262,0.274,0.281,0.289,0.293,0.299,0.307,0.312,0.316,0.318,0.32,0.32,0.323,0.317,0.311,0.305,0.305,0.3,0.303,0.297,0.299,0.297,0.296,0.298,0.294,0.294,0.288,0.294,0.291,0.288,0.293,0.29,0.289,0.289,
C,8,Sample X32,0.036,0.036,0.039,0.038,0.037,0.038,0.039,0.039,0.038,0.039,0.038,0.038,0.041,0.036,0.039,0.039,0.037,0.04,0.039,0.036,0.037,0.038,0.041,0.037,0.04,0.039,0.036,0.041,0.042,0.039,0.038,0.041,0.043,0.042,0.04,0.045,0.045,0.044,0.043,0.044,0.043,0.045,0.047,0.047,0.048,0.048,0.046,0.046,0.049,0.05,0.05,0.054,0.051,0.055,0.051,
C,9,Sample X33,0.036,0.037,0.04,0.039,0.037,0.041,0.039,0.04,0.038,0.04,0.038,0.035,0.04,0.036,0.038,0.038,0.037,0.038,0.038,0.037,0.037,0.036,0.037,0.037,0.038,0.04,0.035,0.038,0.039,0.038,0.038,0.041,0.04,0.042,0.039,0.041,0.043,0.04,0.041,0.043,0.041,0.043,0.041,0.043,0.045,0.044,0.045,0.042,0.047,0.045,0.048,0.05,0.047,0.051,0.048,
C,10,Sample X34,0.036,0.037,0.041,0.039,0.039,0.04,0.039,0.037,0.038,0.039,0.036,0.036,0.038,0.036,0.037,0.038,0.037,0.036,0.04,0.035,0.037,0.037,0.039,0.036,0.038,0.037,0.035,0.037,0.038,0.038,0.039,0.041,0.04,0.041,0.038,0.042,0.041,0.038,0.04,0.04,0.04,0.041,0.042,0.044,0.044,0.044,0.044,0.041,0.045,0.044,0.045,0.047,0.046,0.048,0.046,
C,11,Sample X35,0.037,0.038,0.041,0.039,0.037,0.04,0.04,0.04,0.037,0.04,0.037,0.037,0.04,0.037,0.04,0.037,0.039,0.038,0.036,0.036,0.036,0.036,0.036,0.036,0.038,0.036,0.036,0.037,0.039,0.039,0.036,0.04,0.038,0.037,0.036,0.038,0.039,0.038,0.039,0.04,0.038,0.041,0.04,0.04,0.041,0.04,0.04,0.037,0.043,0.044,0.043,0.046,0.043,0.046,0.04,
C,12,Sample X36,0.037,0.038,0.039,0.038,0.038,0.039,0.039,0.04,0.036,0.038,0.036,0.037,0.036,0.038,0.037,0.036,0.036,0.037,0.036,0.036,0.036,0.035,0.036,0.035,0.038,0.035,0.035,0.037,0.036,0.036,0.035,0.037,0.038,0.037,0.036,0.038,0.037,0.039,0.037,0.038,0.037,0.039,0.038,0.038,0.039,0.037,0.037,0.035,0.039,0.039,0.04,0.041,0.039,0.039,0.037,
D,1,Sample X37,0.041,0.04,0.042,0.043,0.041,0.042,0.042,0.041,0.039,0.04,0.04,0.041,0.041,0.04,0.038,0.038,0.04,0.041,0.04,0.038,0.039,0.04,0.04,0.039,0.041,0.04,0.037,0.04,0.039,0.042,0.041,0.043,0.042,0.043,0.041,0.044,0.043,0.042,0.043,0.044,0.042,0.046,0.044,0.044,0.046,0.048,0.047,0.042,0.051,0.049,0.047,0.05,0.049,0.052,0.049,
D,2,Sample X38,0.049,0.049,0.057,0.07,0.098,0.13,0.168,0.207,0.249,0.283,0.326,0.345,0.355,0.371,0.373,0.379,0.396,0.417,0.43,0.447,0.471,0.487,0.513,0.537,0.555,0.582,0.595,0.627,0.647,0.666,0.688,0.717,0.737,0.763,0.774,0.802,0.825,0.84,0.854,0.873,0.894,0.905,0.929,0.944,0.952,0.961,0.98,0.989,1.002,1.004,1.015,1.023,1.029,1.048,1.045,
D,3,Sample X39,0.062,0.061,0.069,0.096,0.129,0.166,0.204,0.254,0.303,0.34,0.37,0.389,0.409,0.415,0.427,0.432,0.446,0.461,0.463,0.472,0.486,0.492,0.498,0.51,0.516,0.527,0.536,0.546,0.556,0.564,0.569,0.579,0.584,0.594,0.599,0.609,0.619,0.621,0.622,0.625,0.624,0.638,0.641,0.646,0.649,0.657,0.66,0.657,0.668,0.671,0.672,0.678,0.674,0.68,0.674,
D,4,Sample X40,0.048,0.046,0.051,0.059,0.074,0.103,0.138,0.178,0.209,0.26,0.288,0.329,0.351,0.36,0.373,0.392,0.413,0.43,0.456,0.472,0.496,0.517,0.539,0.563,0.587,0.613,0.637,0.661,0.687,0.717,0.743,0.768,0.802,0.827,0.856,0.875,0.899,0.921,0.942,0.969,0.972,1.002,1.017,1.023,1.04,1.043,1.059,1.063,1.075,1.09,1.093,1.097,1.095,1.113,1.107,
D,5,Sample X41,0.051,0.047,0.053,0.062,0.081,0.114,0.148,0.186,0.242,0.289,0.344,0.357,0.359,0.361,0.373,0.379,0.386,0.39,0.395,0.403,0.416,0.428,0.439,0.445,0.454,0.468,0.477,0.486,0.499,0.505,0.515,0.525,0.532,0.546,0.549,0.561,0.57,0.573,0.579,0.582,0.595,0.603,0.608,0.619,0.625,0.629,0.638,0.644,0.652,0.653,0.661,0.666,0.671,0.677,0.671,
D,6,Sample X42,0.073,0.071,0.08,0.095,0.118,0.151,0.18,0.218,0.26,0.288,0.317,0.325,0.343,0.353,0.352,0.361,0.367,0.373,0.382,0.39,0.401,0.413,0.425,0.437,0.449,0.464,0.473,0.491,0.5,0.515,0.525,0.534,0.546,0.559,0.569,0.573,0.586,0.594,0.606,0.613,0.622,0.629,0.639,0.648,0.653,0.664,0.67,0.678,0.687,0.688,0.703,0.707,0.707,0.715,0.718,
D,7,Sample X43,0.058,0.059,0.066,0.087,0.117,0.161,0.204,0.254,0.314,0.348,0.385,0.409,0.427,0.438,0.455,0.465,0.481,0.491,0.517,0.535,0.546,0.569,0.592,0.62,0.636,0.665,0.693,0.72,0.751,0.78,0.805,0.843,0.868,0.897,0.93,0.952,0.982,1.008,1.027,1.05,1.067,1.085,1.102,1.11,1.119,1.131,1.139,1.145,1.162,1.153,1.163,1.179,1.184,1.179,1.177,
D,8,Sample X44,0.049,0.048,0.053,0.059,0.076,0.105,0.132,0.16,0.187,0.222,0.256,0.283,0.306,0.329,0.342,0.356,0.375,0.381,0.387,0.397,0.404,0.412,0.426,0.435,0.448,0.461,0.478,0.485,0.493,0.508,0.513,0.527,0.536,0.546,0.555,0.569,0.576,0.594,0.607,0.617,0.625,0.641,0.655,0.664,0.671,0.684,0.691,0.696,0.713,0.719,0.733,0.746,0.756,0.762,0.76,
D,9,Sample X45,0.044,0.043,0.047,0.049,0.057,0.078,0.108,0.138,0.183,0.239,0.264,0.28,0.307,0.319,0.339,0.347,0.375,0.384,0.395,0.402,0.414,0.424,0.441,0.451,0.462,0.479,0.5,0.509,0.523,0.533,0.546,0.562,0.57,0.578,0.591,0.6,0.604,0.624,0.632,0.651,0.65,0.669,0.673,0.682,0.686,0.694,0.701,0.707,0.717,0.72,0.734,0.738,0.749,0.758,0.758,
D,10,Sample X46,0.06,0.062,0.078,0.116,0.154,0.21,0.267,0.311,0.345,0.376,0.391,0.406,0.418,0.427,0.437,0.453,0.464,0.484,0.504,0.521,0.529,0.543,0.554,0.576,0.583,0.599,0.621,0.629,0.643,0.651,0.662,0.678,0.694,0.698,0.71,0.724,0.736,0.748,0.757,0.767,0.773,0.795,0.806,0.809,0.82,0.82,0.835,0.847,0.849,0.858,0.872,0.874,0.88,0.888,0.884,
D,11,Sample X47,0.048,0.046,0.052,0.063,0.083,0.115,0.14,0.167,0.19,0.216,0.237,0.266,0.276,0.287,0.3,0.31,0.317,0.322,0.333,0.342,0.353,0.364,0.366,0.377,0.391,0.399,0.407,0.42,0.426,0.438,0.44,0.456,0.468,0.473,0.488,0.498,0.527,0.527,0.543,0.556,0.562,0.575,0.598,0.604,0.613,0.623,0.641,0.651,0.669,0.674,0.686,0.7,0.707,0.719,0.728,
D,12,Sample X48,0.038,0.039,0.04,0.041,0.037,0.04,0.038,0.039,0.038,0.039,0.039,0.038,0.039,0.039,0.036,0.038,0.038,0.037,0.039,0.037,0.037,0.037,0.035,0.036,0.038,0.035,0.036,0.038,0.037,0.037,0.037,0.037,0.039,0.04,0.038,0.039,0.039,0.037,0.037,0.039,0.039,0.04,0.039,0.041,0.039,0.038,0.041,0.037,0.042,0.041,0.041,0.041,0.041,0.045,0.041,
E,1,Sample X49,0.038,0.036,0.041,0.04,0.037,0.039,0.039,0.041,0.04,0.042,0.037,0.039,0.041,0.039,0.039,0.039,0.038,0.04,0.041,0.037,0.041,0.039,0.038,0.039,0.039,0.039,0.037,0.04,0.041,0.039,0.038,0.041,0.041,0.042,0.041,0.042,0.042,0.041,0.041,0.042,0.041,0.045,0.041,0.044,0.045,0.044,0.044,0.041,0.048,0.046,0.043,0.049,0.047,0.048,0.045,
E,2,Sample X50,0.044,0.042,0.051,0.055,0.065,0.091,0.111,0.14,0.189,0.209,0.252,0.273,0.303,0.321,0.326,0.323,0.323,0.33,0.328,0.345,0.36,0.377,0.393,0.428,0.433,0.446,0.466,0.492,0.502,0.521,0.546,0.557,0.564,0.572,0.577,0.584,0.594,0.604,0.617,0.636,0.648,0.653,0.67,0.696,0.69,0.689,0.7,0.703,0.717,0.725,0.727,0.741,0.746,0.754,0.762,
E,3,Sample X51,0.049,0.044,0.05,0.061,0.078,0.111,0.138,0.187,0.226,0.306,0.355,0.401,0.397,0.395,0.404,0.413,0.427,0.437,0.457,0.47,0.492,0.504,0.513,0.532,0.542,0.558,0.572,0.584,0.61,0.618,0.627,0.638,0.646,0.656,0.67,0.675,0.697,0.703,0.72,0.721,0.734,0.746,0.752,0.758,0.777,0.78,0.78,0.787,0.801,0.815,0.815,0.824,0.829,0.84,0.845,
E,4,Sample X52,0.043,0.043,0.047,0.05,0.056,0.078,0.103,0.146,0.194,0.256,0.296,0.338,0.39,0.406,0.402,0.39,0.399,0.406,0.408,0.415,0.412,0.421,0.438,0.445,0.456,0.466,0.473,0.484,0.492,0.495,0.507,0.509,0.524,0.533,0.538,0.535,0.556,0.556,0.555,0.565,0.565,0.577,0.581,0.585,0.592,0.602,0.596,0.605,0.611,0.613,0.622,0.629,0.631,0.635,0.633,
E,5,Sample X53,0.047,0.048,0.052,0.062,0.084,0.116,0.153,0.213,0.248,0.313,0.375,0.407,0.433,0.445,0.47,0.484,0.499,0.511,0.527,0.545,0.563,0.586,0.596,0.616,0.631,0.651,0.669,0.694,0.71,0.721,0.739,0.756,0.78,0.785,0.804,0.812,0.83,0.847,0.859,0.88,0.89,0.899,0.918,0.925,0.932,0.938,0.94,0.95,0.966,0.967,0.977,0.978,0.983,0.99,0.993,
E,6,Sample X54,0.051,0.049,0.056,0.074,0.097,0.136,0.173,0.219,0.264,0.304,0.333,0.358,0.377,0.392,0.405,0.41,0.425,0.441,0.451,0.466,0.477,0.487,0.496,0.504,0.521,0.534,0.537,0.557,0.557,0.578,0.585,0.593,0.608,0.618,0.627,0.632,0.64,0.65,0.658,0.665,0.67,0.684,0.69,0.702,0.698,0.709,0.714,0.717,0.733,0.727,0.736,0.744,0.75,0.759,0.758,
