Well Row,Well Col,Content, 1 - 1, 1 - 2, 1 - 3, 1 - 4, 1 - 5, 1 - 6, 1 - 7, 1 - 8, 1 - 9, 1 - 10, 1 - 11, 1 - 12, 1 - 13, 1 - 14, 1 - 15, 1 - 16, 1 - 17, 1 - 18, 1 - 19, 1 - 20, 1 - 21, 1 - 22, 1 - 23, 1 - 24, 1 - 25, 1 - 26, 1 - 27, 1 - 28, 1 - 29, 1 - 30, 1 - 31, 1 - 32, 1 - 33, 1 - 34, 1 - 35, 1 - 36, 1 - 37, 1 - 38, 1 - 39, 1 - 40, 1 - 41, 1 - 42, 1 - 43, 1 - 44, 1 - 45, 1 - 46, 1 - 47, 1 - 48, 1 - 49, 1 - 50, 1 - 51, 1 - 52, 1 - 53, 1 - 54, 1 - 55,
A,10,Sample X10,0.037,0.033,0.038,0.036,0.039,0.038,0.039,0.039,0.04,0.039,0.038,0.038,0.037,0.037,0.039,0.037,0.039,0.035,0.039,0.036,0.037,0.038,0.038,0.041,0.035,0.038,0.038,0.038,0.038,0.039,0.04,0.041,0.039,0.039,0.039,0.04,0.038,0.039,0.04,0.042,0.042,0.044,0.041,0.043,0.042,0.044,0.043,0.046,0.044,0.044,0.043,0.044,0.042,0.053,0.045,
A,11,Sample X11,0.04,0.035,0.042,0.038,0.039,0.039,0.041,0.039,0.041,0.04,0.039,0.04,0.039,0.039,0.038,0.039,0.04,0.037,0.041,0.037,0.039,0.04,0.04,0.04,0.036,0.038,0.041,0.04,0.038,0.04,0.039,0.041,0.04,0.04,0.038,0.04,0.037,0.04,0.041,0.041,0.042,0.043,0.041,0.043,0.044,0.045,0.044,0.043,0.044,0.045,0.043,0.044,0.042,0.044,0.045,
A,12,Sample X12,0.038,0.036,0.04,0.038,0.042,0.041,0.041,0.04,0.04,0.041,0.041,0.041,0.038,0.042,0.038,0.039,0.037,0.037,0.039,0.039,0.039,0.038,0.038,0.039,0.036,0.038,0.038,0.04,0.039,0.039,0.038,0.042,0.038,0.038,0.037,0.041,0.036,0.04,0.04,0.04,0.042,0.042,0.04,0.041,0.042,0.041,0.042,0.042,0.043,0.042,0.042,0.04,0.039,0.044,0.043,
B,1,Sample X13,0.039,0.036,0.041,0.036,0.039,0.04,0.039,0.039,0.039,0.04,0.039,0.041,0.037,0.037,0.04,0.039,0.037,0.037,0.038,0.036,0.037,0.039,0.038,0.038,0.036,0.038,0.04,0.04,0.038,0.037,0.039,0.04,0.037,0.039,0.039,0.039,0.04,0.041,0.04,0.041,0.042,0.042,0.039,0.042,0.04,0.041,0.04,0.043,0.044,0.043,0.042,0.044,0.042,0.044,0.044,
B,2,Sample X14,0.054,0.053,0.066,0.085,0.114,0.158,0.207,0.254,0.302,0.337,0.391,0.425,0.42,0.436,0.462,0.482,0.504,0.519,0.556,0.589,0.611,0.633,0.657,0.68,0.687,0.702,0.72,0.748,0.75,0.763,0.779,0.781,0.786,0.802,0.8,0.815,0.802,0.841,0.846,0.885,0.882,0.904,0.917,0.936,0.937,0.938,0.949,0.958,0.975,0.98,1.002,1.018,1.02,1.035,1.038,
B,3,Sample X15,0.056,0.053,0.066,0.083,0.121,0.161,0.213,0.27,0.314,0.351,0.384,0.401,0.408,0.417,0.424,0.427,0.445,0.45,0.461,0.468,0.49,0.502,0.516,0.521,0.533,0.543,0.564,0.565,0.582,0.588,0.596,0.605,0.612,0.624,0.628,0.647,0.651,0.66,0.668,0.675,0.687,0.698,0.692,0.712,0.713,0.728,0.737,0.744,0.749,0.755,0.757,0.771,0.773,0.784,0.79,
B,4,Sample X16,0.052,0.048,0.057,0.067,0.108,0.12,0.161,0.198,0.236,0.278,0.31,0.348,0.372,0.388,0.408,0.422,0.441,0.457,0.477,0.508,0.524,0.547,0.565,0.574,0.588,0.601,0.622,0.629,0.637,0.648,0.659,0.676,0.679,0.687,0.691,0.708,0.694,0.721,0.733,0.74,0.751,0.758,0.758,0.775,0.783,0.779,0.785,0.788,0.79,0.798,0.798,0.807,0.807,0.815,0.814,
B,5,Sample X17,0.051,0.048,0.057,0.068,0.107,0.139,0.186,0.247,0.307,0.374,0.415,0.44,0.45,0.45,0.449,0.463,0.472,0.481,0.496,0.517,0.527,0.545,0.564,0.58,0.593,0.611,0.631,0.646,0.663,0.68,0.695,0.714,0.726,0.734,0.735,0.743,0.748,0.764,0.774,0.795,0.8,0.806,0.813,0.82,0.833,0.832,0.842,0.857,0.854,0.86,0.86,0.869,0.87,0.88,0.877,
B,6,Sample X18,0.051,0.046,0.05,0.053,0.07,0.094,0.127,0.149,0.177,0.211,0.253,0.284,0.302,0.327,0.349,0.372,0.388,0.394,0.413,0.416,0.432,0.445,0.449,0.462,0.465,0.473,0.486,0.498,0.505,0.514,0.527,0.537,0.545,0.551,0.557,0.573,0.573,0.591,0.598,0.599,0.609,0.615,0.617,0.626,0.632,0.637,0.645,0.649,0.649,0.651,0.653,0.65,0.65,0.657,0.66,
B,7,Sample X19,0.051,0.046,0.057,0.072,0.109,0.145,0.207,0.268,0.337,0.387,0.411,0.445,0.448,0.451,0.454,0.461,0.47,0.478,0.499,0.505,0.524,0.534,0.542,0.552,0.569,0.58,0.596,0.612,0.619,0.631,0.641,0.669,0.683,0.691,0.705,0.712,0.699,0.727,0.728,0.757,0.76,0.771,0.78,0.787,0.788,0.791,0.798,0.811,0.816,0.82,0.832,0.841,0.849,0.852,0.86,
B,8,Sample X20,0.052,0.05,0.056,0.065,0.086,0.118,0.154,0.207,0.282,0.345,0.414,0.43,0.426,0.426,0.437,0.444,0.453,0.472,0.5,0.521,0.538,0.563,0.575,0.586,0.595,0.611,0.633,0.644,0.653,0.663,0.663,0.688,0.691,0.699,0.71,0.713,0.707,0.729,0.74,0.748,0.759,0.766,0.776,0.775,0.786,0.794,0.791,0.794,0.804,0.803,0.813,0.813,0.822,0.826,0.838,
B,9,Sample X21,0.049,0.043,0.052,0.054,0.069,0.086,0.11,0.141,0.184,0.226,0.264,0.296,0.321,0.349,0.369,0.374,0.382,0.381,0.399,0.415,0.433,0.449,0.47,0.487,0.501,0.523,0.537,0.553,0.563,0.579,0.588,0.605,0.606,0.618,0.621,0.635,0.629,0.655,0.659,0.691,0.697,0.71,0.721,0.735,0.737,0.743,0.755,0.762,0.778,0.787,0.801,0.813,0.815,0.833,0.842,
B,10,Sample X22,0.052,0.048,0.06,0.073,0.107,0.142,0.176,0.231,0.264,0.3,0.337,0.363,0.385,0.4,0.419,0.439,0.449,0.454,0.464,0.466,0.477,0.484,0.491,0.495,0.495,0.503,0.512,0.515,0.521,0.528,0.531,0.536,0.543,0.548,0.545,0.552,0.556,0.554,0.566,0.567,0.572,0.579,0.573,0.578,0.591,0.597,0.595,0.595,0.6,0.603,0.614,0.614,0.622,0.624,0.633,
B,11,Sample X23,0.051,0.048,0.061,0.076,0.116,0.143,0.202,0.271,0.337,0.376,0.417,0.443,0.435,0.426,0.435,0.441,0.453,0.464,0.468,0.482,0.502,0.519,0.544,0.56,0.581,0.594,0.608,0.628,0.642,0.658,0.675,0.689,0.704,0.711,0.714,0.722,0.734,0.739,0.751,0.769,0.777,0.786,0.801,0.813,0.816,0.829,0.831,0.846,0.853,0.86,0.865,0.872,0.877,0.885,0.881,
B,12,Sample X24,0.096,0.052,0.041,0.038,0.039,0.039,0.039,0.041,0.043,0.039,0.039,0.041,0.038,0.039,0.038,0.038,0.038,0.036,0.039,0.036,0.036,0.039,0.037,0.039,0.036,0.04,0.038,0.038,0.038,0.038,0.038,0.039,0.036,0.039,0.037,0.04,0.036,0.038,0.04,0.041,0.043,0.042,0.04,0.041,0.041,0.042,0.043,0.042,0.04,0.043,0.042,0.041,0.04,0.044,0.042,
C,1,Sample X25,0.038,0.034,0.04,0.035,0.038,0.039,0.039,0.038,0.039,0.038,0.039,0.041,0.036,0.039,0.038,0.037,0.038,0.036,0.037,0.037,0.037,0.038,0.037,0.039,0.035,0.037,0.037,0.038,0.038,0.038,0.039,0.039,0.036,0.038,0.038,0.04,0.038,0.04,0.04,0.038,0.041,0.043,0.039,0.042,0.042,0.042,0.043,0.041,0.043,0.04,0.043,0.044,0.041,0.044,0.043,
C,2,Sample X26,0.046,0.046,0.051,0.056,0.072,0.092,0.119,0.152,0.193,0.242,0.293,0.337,0.37,0.394,0.408,0.427,0.446,0.449,0.469,0.476,0.487,0.494,0.509,0.521,0.526,0.537,0.545,0.552,0.56,0.571,0.582,0.587,0.589,0.598,0.611,0.622,0.62,0.631,0.64,0.643,0.656,0.667,0.668,0.681,0.694,0.701,0.709,0.713,0.728,0.725,0.739,0.74,0.752,0.763,0.768,
C,3,Sample X27,0.06,0.062,0.079,0.103,0.14,0.174,0.226,0.265,0.328,0.358,0.394,0.414,0.418,0.423,0.439,0.447,0.471,0.477,0.501,0.516,0.533,0.55,0.566,0.579,0.589,0.605,0.615,0.632,0.639,0.647,0.659,0.663,0.669,0.677,0.68,0.693,0.695,0.704,0.714,0.729,0.736,0.739,0.75,0.758,0.757,0.761,0.772,0.775,0.782,0.782,0.791,0.796,0.796,0.809,0.816,
C,4,Sample X28,0.049,0.049,0.056,0.063,0.084,0.1,0.125,0.165,0.206,0.258,0.328,0.367,0.388,0.404,0.445,0.461,0.47,0.477,0.488,0.501,0.511,0.523,0.53,0.541,0.544,0.554,0.563,0.572,0.579,0.586,0.6,0.609,0.615,0.628,0.638,0.646,0.662,0.673,0.686,0.692,0.716,0.726,0.736,0.743,0.753,0.764,0.774,0.781,0.79,0.792,0.798,0.806,0.806,0.814,0.817,
C,5,Sample X29,0.06,0.057,0.063,0.07,0.091,0.123,0.158,0.193,0.238,0.308,0.348,0.389,0.426,0.433,0.437,0.451,0.457,0.455,0.46,0.472,0.474,0.486,0.493,0.515,0.523,0.545,0.551,0.568,0.576,0.594,0.609,0.618,0.625,0.64,0.644,0.658,0.658,0.678,0.679,0.692,0.697,0.7,0.708,0.713,0.722,0.723,0.732,0.739,0.74,0.748,0.751,0.759,0.761,0.77,0.778,
C,6,Sample X30,0.063,0.059,0.066,0.074,0.096,0.12,0.156,0.208,0.251,0.273,0.292,0.312,0.326,0.339,0.357,0.385,0.407,0.417,0.428,0.436,0.451,0.474,0.487,0.505,0.517,0.538,0.548,0.56,0.572,0.584,0.599,0.611,0.614,0.624,0.624,0.635,0.645,0.651,0.657,0.658,0.663,0.669,0.666,0.674,0.679,0.681,0.687,0.686,0.69,0.693,0.695,0.701,0.696,0.705,0.708,
C,7,Sample X31,0.072,0.065,0.077,0.092,0.122,0.154,0.198,0.254,0.3,0.343,0.363,0.389,0.394,0.395,0.409,0.416,0.427,0.432,0.452,0.466,0.483,0.5,0.517,0.524,0.531,0.541,0.553,0.563,0.566,0.573,0.587,0.59,0.59,0.593,0.591,0.6,0.6,0.604,0.614,0.622,0.616,0.628,0.627,0.638,0.635,0.635,0.635,0.639,0.639,0.643,0.64,0.646,0.646,0.648,0.651,
C,8,Sample X32,0.067,0.058,0.075,0.099,0.132,0.179,0.234,0.281,0.33,0.355,0.382,0.422,0.434,0.441,0.449,0.459,0.471,0.487,0.5,0.517,0.521,0.539,0.546,0.558,0.565,0.58,0.591,0.605,0.616,0.625,0.645,0.65,0.659,0.675,0.677,0.697,0.713,0.719,0.731,0.745,0.751,0.771,0.772,0.79,0.794,0.8,0.808,0.814,0.82,0.823,0.828,0.837,0.843,0.85,0.85,
C,9,Sample X33,0.064,0.063,0.076,0.096,0.131,0.169,0.206,0.25,0.289,0.326,0.356,0.385,0.403,0.411,0.424,0.435,0.448,0.455,0.464,0.48,0.489,0.5,0.514,0.523,0.521,0.532,0.541,0.546,0.556,0.565,0.571,0.579,0.586,0.59,0.593,0.602,0.605,0.619,0.619,0.629,0.636,0.643,0.646,0.656,0.656,0.657,0.671,0.675,0.68,0.684,0.686,0.692,0.696,0.71,0.709,
C,10,Sample X34,0.054,0.048,0.053,0.053,0.062,0.079,0.102,0.133,0.169,0.207,0.233,0.271,0.305,0.348,0.385,0.391,0.401,0.398,0.41,0.421,0.432,0.444,0.453,0.463,0.471,0.487,0.496,0.504,0.51,0.521,0.531,0.537,0.544,0.551,0.552,0.562,0.568,0.576,0.576,0.579,0.588,0.59,0.585,0.597,0.593,0.596,0.6,0.601,0.605,0.604,0.604,0.598,0.601,0.606,0.606,
C,11,Sample X35,0.06,0.059,0.068,0.081,0.108,0.136,0.171,0.197,0.237,0.262,0.296,0.319,0.331,0.343,0.36,0.371,0.381,0.382,0.383,0.393,0.393,0.412,0.413,0.42,0.428,0.435,0.456,0.466,0.479,0.492,0.513,0.524,0.539,0.541,0.553,0.566,0.576,0.59,0.597,0.609,0.615,0.625,0.636,0.649,0.651,0.656,0.665,0.667,0.683,0.684,0.694,0.703,0.71,0.718,0.729,
C,12,Sample X36,0.038,0.034,0.038,0.035,0.036,0.036,0.037,0.038,0.04,0.038,0.037,0.04,0.035,0.038,0.035,0.036,0.037,0.033,0.037,0.034,0.035,0.036,0.037,0.037,0.034,0.037,0.038,0.039,0.035,0.037,0.037,0.038,0.036,0.037,0.035,0.039,0.035,0.037,0.038,0.039,0.038,0.041,0.037,0.04,0.041,0.042,0.042,0.04,0.041,0.04,0.042,0.043,0.04,0.042,0.044,
D,1,Sample X37,0.038,0.037,0.041,0.037,0.04,0.039,0.04,0.042,0.041,0.04,0.039,0.041,0.037,0.038,0.04,0.039,0.038,0.036,0.041,0.037,0.036,0.04,0.037,0.04,0.037,0.04,0.041,0.04,0.038,0.039,0.039,0.041,0.038,0.04,0.039,0.039,0.038,0.04,0.04,0.043,0.043,0.044,0.041,0.043,0.043,0.042,0.044,0.042,0.046,0.043,0.043,0.047,0.043,0.044,0.047,
D,2,Sample X38,0.047,0.044,0.049,0.048,0.059,0.07,0.092,0.114,0.144,0.166,0.197,0.227,0.254,0.285,0.314,0.33,0.347,0.354,0.367,0.373,0.377,0.388,0.389,0.405,0.408,0.419,0.432,0.439,0.446,0.455,0.467,0.471,0.475,0.482,0.49,0.498,0.509,0.511,0.517,0.529,0.533,0.544,0.545,0.556,0.564,0.575,0.58,0.585,0.586,0.593,0.596,0.597,0.609,0.611,0.613,
D,3,Sample X39,0.056,0.054,0.069,0.082,0.112,0.147,0.197,0.251,0.289,0.309,0.322,0.343,0.348,0.366,0.393,0.411,0.426,0.433,0.457,0.471,0.485,0.494,0.509,0.524,0.545,0.556,0.573,0.583,0.596,0.604,0.619,0.628,0.632,0.642,0.655,0.661,0.662,0.671,0.679,0.687,0.702,0.709,0.71,0.721,0.721,0.727,0.732,0.734,0.732,0.737,0.746,0.739,0.748,0.753,0.754,
D,4,Sample X40,0.053,0.048,0.052,0.051,0.064,0.086,0.116,0.144,0.186,0.234,0.277,0.312,0.337,0.363,0.381,0.39,0.396,0.405,0.423,0.428,0.446,0.464,0.479,0.492,0.503,0.518,0.534,0.549,0.566,0.582,0.594,0.613,0.621,0.64,0.655,0.671,0.676,0.695,0.71,0.719,0.735,0.742,0.752,0.762,0.763,0.769,0.777,0.785,0.788,0.79,0.798,0.804,0.806,0.817,0.814,
D,5,Sample X41,0.053,0.047,0.058,0.063,0.083,0.099,0.118,0.139,0.175,0.209,0.241,0.26,0.281,0.289,0.295,0.302,0.315,0.315,0.326,0.337,0.354,0.362,0.371,0.383,0.393,0.411,0.424,0.447,0.455,0.472,0.484,0.5,0.506,0.517,0.525,0.533,0.543,0.541,0.552,0.56,0.566,0.577,0.582,0.587,0.597,0.594,0.6,0.606,0.613,0.612,0.619,0.624,0.618,0.63,0.637,
D,6,Sample X42,0.071,0.066,0.086,0.103,0.136,0.173,0.216,0.274,0.313,0.338,0.365,0.378,0.393,0.401,0.409,0.422,0.435,0.442,0.467,0.465,0.48,0.49,0.496,0.509,0.5,0.503,0.515,0.52,0.519,0.526,0.541,0.542,0.543,0.55,0.555,0.561,0.561,0.566,0.571,0.575,0.579,0.586,0.583,0.591,0.592,0.6,0.605,0.602,0.607,0.607,0.62,0.613,0.613,0.621,0.623,
D,7,Sample X43,0.051,0.046,0.054,0.055,0.062,0.069,0.084,0.107,0.128,0.161,0.196,0.222,0.239,0.258,0.274,0.283,0.294,0.29,0.306,0.31,0.322,0.33,0.343,0.368,0.376,0.392,0.399,0.409,0.415,0.424,0.435,0.438,0.439,0.445,0.447,0.456,0.454,0.459,0.468,0.473,0.476,0.486,0.484,0.496,0.494,0.501,0.506,0.505,0.514,0.516,0.519,0.522,0.526,0.533,0.533,
D,8,Sample X44,0.058,0.054,0.07,0.093,0.127,0.171,0.213,0.256,0.294,0.325,0.35,0.37,0.393,0.407,0.413,0.431,0.439,0.453,0.471,0.48,0.489,0.497,0.503,0.515,0.516,0.524,0.533,0.541,0.555,0.563,0.575,0.577,0.589,0.597,0.609,0.623,0.633,0.639,0.651,0.663,0.671,0.682,0.686,0.702,0.708,0.715,0.724,0.729,0.736,0.745,0.761,0.764,0.765,0.779,0.782,
D,9,Sample X45,0.06,0.054,0.066,0.069,0.088,0.11,0.145,0.182,0.227,0.253,0.289,0.334,0.344,0.36,0.361,0.371,0.391,0.403,0.424,0.444,0.462,0.478,0.494,0.502,0.506,0.518,0.528,0.54,0.547,0.552,0.554,0.562,0.569,0.577,0.58,0.586,0.584,0.589,0.603,0.602,0.608,0.614,0.614,0.623,0.622,0.627,0.632,0.631,0.635,0.639,0.645,0.646,0.639,0.651,0.655,
D,10,Sample X46,0.059,0.054,0.059,0.067,0.086,0.109,0.139,0.167,0.198,0.232,0.268,0.299,0.319,0.344,0.359,0.364,0.37,0.375,0.381,0.384,0.401,0.405,0.413,0.427,0.434,0.45,0.455,0.474,0.483,0.501,0.521,0.526,0.54,0.555,0.572,0.594,0.61,0.633,0.643,0.657,0.674,0.692,0.706,0.731,0.741,0.758,0.771,0.784,0.801,0.815,0.831,0.841,0.848,0.86,0.861,
D,11,Sample X47,0.049,0.043,0.05,0.049,0.058,0.066,0.078,0.096,0.117,0.137,0.159,0.186,0.2,0.219,0.238,0.259,0.278,0.297,0.306,0.315,0.325,0.333,0.343,0.344,0.361,0.363,0.377,0.395,0.392,0.402,0.421,0.422,0.425,0.432,0.436,0.443,0.459,0.45,0.452,0.462,0.461,0.468,0.465,0.48,0.485,0.484,0.483,0.485,0.494,0.496,0.492,0.5,0.502,0.508,0.513,
D,12,Sample X48,0.062,0.045,0.043,0.038,0.038,0.04,0.039,0.038,0.041,0.041,0.039,0.038,0.037,0.037,0.036,0.037,0.038,0.034,0.038,0.036,0.036,0.04,0.038,0.039,0.035,0.037,0.038,0.041,0.037,0.038,0.04,0.038,0.038,0.038,0.036,0.038,0.04,0.038,0.04,0.04,0.039,0.041,0.039,0.042,0.042,0.041,0.043,0.042,0.043,0.042,0.043,0.041,0.041,0.044,0.043,
E,1,Sample X49,0.037,0.036,0.038,0.038,0.038,0.038,0.039,0.039,0.04,0.041,0.038,0.041,0.037,0.037,0.038,0.038,0.038,0.037,0.039,0.036,0.04,0.039,0.04,0.038,0.037,0.037,0.039,0.039,0.038,0.039,0.039,0.04,0.037,0.038,0.038,0.04,0.037,0.039,0.042,0.042,0.042,0.042,0.041,0.044,0.043,0.042,0.044,0.043,0.043,0.043,0.045,0.044,0.041,0.045,0.044,
E,2,Sample X50,0.048,0.043,0.048,0.049,0.064,0.096,0.126,0.166,0.21,0.26,0.306,0.375,0.415,0.422,0.427,0.443,0.46,0.47,0.493,0.508,0.527,0.541,0.551,0.577,0.586,0.598,0.618,0.634,0.649,0.668,0.681,0.701,0.7,0.713,0.717,0.732,0.745,0.751,0.761,0.776,0.792,0.798,0.823,0.841,0.831,0.842,0.849,0.86,0.864,0.874,0.882,0.896,0.899,0.913,0.93,
E,3,Sample X51,0.053,0.05,0.057,0.063,0.084,0.116,0.15,0.193,0.236,0.273,0.308,0.338,0.361,0.376,0.394,0.409,0.416,0.429,0.447,0.454,0.468,0.475,0.489,0.499,0.509,0.508,0.523,0.536,0.538,0.551,0.561,0.566,0.569,0.58,0.587,0.598,0.598,0.604,0.614,0.616,0.624,0.628,0.637,0.645,0.649,0.656,0.664,0.671,0.673,0.672,0.684,0.683,0.69,0.7,0.706,
E,4,Sample X52,0.052,0.047,0.055,0.057,0.068,0.089,0.113,0.144,0.178,0.211,0.242,0.276,0.298,0.318,0.337,0.355,0.376,0.388,0.399,0.409,0.414,0.427,0.428,0.434,0.438,0.444,0.454,0.461,0.463,0.472,0.478,0.488,0.484,0.495,0.505,0.507,0.509,0.514,0.523,0.522,0.528,0.534,0.537,0.54,0.546,0.549,0.554,0.559,0.561,0.565,0.565,0.568,0.568,0.577,0.579,
E,5,Sample X53,0.059,0.056,0.06,0.074,0.101,0.135,0.196,0.254,0.301,0.34,0.377,0.399,0.413,0.43,0.445,0.453,0.465,0.473,0.497,0.512,0.523,0.546,0.57,0.585,0.597,0.619,0.641,0.652,0.678,0.686,0.701,0.719,0.728,0.747,0.759,0.764,0.773,0.788,0.798,0.81,0.823,0.835,0.842,0.852,0.864,0.873,0.873,0.883,0.898,0.902,0.912,0.91,0.913,0.925,0.927,
E,6,Sample X54,0.055,0.052,0.062,0.076,0.099,0.128,0.173,0.224,0.268,0.292,0.317,0.337,0.354,0.38,0.397,0.429,0.45,0.465,0.496,0.512,0.526,0.544,0.552,0.577,0.585,0.604,0.629,0.64,0.664,0.673,0.69,0.709,0.705,0.715,0.725,0.736,0.74,0.749,0.766,0.773,0.78,0.795,0.798,0.812,0.82,0.824,0.827,0.832,0.84,0.842,0.847,0.841,0.846,0.856,0.851,
E,7,Sample X55,0.051,0.049,0.059,0.072,0.099,0.128,0.172,0.226,0.292,0.336,0.374,0.404,0.404,0.409,0.421,0.438,0.461,0.475,0.499,0.519,0.54,0.562,0.582,0.591,0.62,0.641,0.659,0.676,0.69,0.701,0.72,0.733,0.745,0.749,0.761,0.78,0.788,0.793,0.808,0.823,0.836,0.849,0.854,0.873,0.878,0.885,0.892,0.901,0.909,0.916,0.924,0.938,0.932,0.949,0.945,
