Well Row,Well Col,Content,Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),Raw Data (600),
A,10,Sample X10,0.03,0.03,0.032,0.03,0.03,0.029,0.032,0.032,0.031,0.029,0.031,0.031,0.032,0.031,0.032,0.032,0.03,0.03,0.027,0.032,0.03,0.03,0.029,0.03,0.037,0.029,0.033,0.029,0.03,0.031,0.031,0.031,0.032,0.032,0.029,0.031,0.027,0.03,0.031,0.031,0.03,0.031,0.03,0.034,0.034,0.034,0.033,0.032,0.032,0.031,0.034,0.031,0.033,0.034,0.029,
A,11,Sample X11,0.033,0.032,0.034,0.033,0.033,0.032,0.032,0.033,0.033,0.032,0.03,0.033,0.034,0.033,0.032,0.032,0.032,0.029,0.029,0.032,0.031,0.03,0.033,0.032,0.03,0.031,0.032,0.03,0.031,0.032,0.032,0.033,0.032,0.032,0.03,0.034,0.031,0.034,0.034,0.032,0.032,0.03,0.032,0.034,0.035,0.033,0.034,0.033,0.034,0.033,0.035,0.032,0.032,0.034,0.033,
A,12,Sample X12,0.033,0.033,0.032,0.034,0.031,0.031,0.032,0.032,0.033,0.03,0.031,0.034,0.033,0.033,0.035,0.032,0.033,0.031,0.03,0.034,0.033,0.032,0.031,0.033,0.031,0.031,0.033,0.03,0.034,0.032,0.033,0.033,0.032,0.032,0.035,0.033,0.03,0.034,0.033,0.033,0.034,0.032,0.033,0.033,0.037,0.035,0.034,0.032,0.034,0.036,0.038,0.032,0.032,0.034,0.033,
B,1,Sample X13,0.03,0.029,0.031,0.03,0.027,0.028,0.029,0.03,0.031,0.031,0.03,0.031,0.029,0.03,0.03,0.029,0.027,0.031,0.029,0.029,0.032,0.029,0.029,0.029,0.026,0.028,0.031,0.028,0.029,0.03,0.029,0.03,0.029,0.029,0.029,0.03,0.027,0.029,0.029,0.029,0.029,0.028,0.028,0.028,0.032,0.032,0.03,0.029,0.029,0.03,0.032,0.031,0.029,0.029,0.029,
B,2,Sample X14,0.046,0.049,0.061,0.094,0.13,0.16,0.237,0.306,0.378,0.415,0.433,0.434,0.427,0.442,0.457,0.488,0.511,0.545,0.57,0.608,0.617,0.629,0.663,0.658,0.695,0.69,0.726,0.745,0.752,0.76,0.778,0.792,0.804,0.81,0.811,0.826,0.838,0.86,0.866,0.88,0.905,0.913,0.919,0.945,0.956,0.952,0.961,0.986,0.983,0.993,1.011,1.028,1.042,1.057,1.049,
B,3,Sample X15,0.048,0.049,0.062,0.079,0.113,0.148,0.194,0.236,0.288,0.316,0.35,0.381,0.383,0.404,0.397,0.405,0.41,0.423,0.435,0.455,0.468,0.479,0.504,0.497,0.52,0.526,0.553,0.551,0.564,0.568,0.583,0.599,0.613,0.614,0.625,0.646,0.642,0.655,0.671,0.67,0.693,0.695,0.703,0.715,0.73,0.734,0.737,0.746,0.747,0.76,0.765,0.779,0.781,0.798,0.805,
B,4,Sample X16,0.043,0.045,0.054,0.068,0.093,0.125,0.169,0.224,0.323,0.37,0.409,0.394,0.391,0.391,0.402,0.401,0.409,0.422,0.447,0.472,0.493,0.497,0.526,0.529,0.548,0.549,0.576,0.595,0.599,0.596,0.616,0.634,0.64,0.647,0.652,0.663,0.653,0.682,0.695,0.69,0.719,0.719,0.733,0.736,0.758,0.741,0.753,0.763,0.748,0.773,0.769,0.782,0.789,0.797,0.803,
B,5,Sample X17,0.046,0.048,0.058,0.081,0.128,0.16,0.216,0.293,0.373,0.415,0.466,0.467,0.464,0.459,0.476,0.474,0.49,0.495,0.499,0.532,0.55,0.566,0.582,0.593,0.622,0.637,0.652,0.673,0.684,0.701,0.704,0.724,0.732,0.747,0.757,0.772,0.77,0.796,0.812,0.806,0.832,0.837,0.843,0.865,0.869,0.881,0.884,0.889,0.893,0.903,0.916,0.923,0.921,0.922,0.919,
B,6,Sample X18,0.057,0.06,0.079,0.119,0.155,0.199,0.24,0.281,0.318,0.346,0.375,0.391,0.417,0.435,0.458,0.446,0.488,0.496,0.491,0.534,0.549,0.569,0.578,0.588,0.61,0.621,0.648,0.66,0.663,0.689,0.7,0.731,0.746,0.756,0.774,0.799,0.802,0.838,0.855,0.856,0.892,0.907,0.916,0.933,0.954,0.981,0.98,0.99,1.006,1.025,1.027,1.046,1.053,1.064,1.066,
B,7,Sample X19,0.048,0.048,0.058,0.083,0.119,0.162,0.226,0.299,0.373,0.406,0.453,0.453,0.452,0.455,0.458,0.467,0.478,0.486,0.49,0.521,0.526,0.54,0.546,0.566,0.582,0.58,0.594,0.606,0.614,0.625,0.637,0.654,0.661,0.674,0.68,0.687,0.677,0.7,0.718,0.724,0.745,0.749,0.752,0.771,0.771,0.774,0.778,0.782,0.796,0.804,0.794,0.814,0.824,0.835,0.845,
B,8,Sample X20,0.05,0.051,0.059,0.077,0.105,0.138,0.188,0.254,0.295,0.358,0.412,0.418,0.409,0.41,0.42,0.44,0.473,0.478,0.472,0.531,0.542,0.548,0.57,0.575,0.601,0.607,0.63,0.65,0.649,0.653,0.659,0.655,0.699,0.695,0.699,0.702,0.69,0.729,0.724,0.754,0.76,0.757,0.778,0.785,0.795,0.789,0.795,0.807,0.799,0.821,0.81,0.817,0.818,0.835,0.833,
B,9,Sample X21,0.044,0.045,0.051,0.06,0.075,0.1,0.127,0.162,0.215,0.256,0.296,0.326,0.354,0.37,0.385,0.382,0.395,0.412,0.403,0.427,0.45,0.458,0.483,0.48,0.495,0.504,0.536,0.555,0.563,0.574,0.592,0.617,0.622,0.624,0.634,0.643,0.643,0.666,0.674,0.681,0.703,0.708,0.719,0.743,0.741,0.755,0.756,0.76,0.776,0.795,0.795,0.807,0.809,0.831,0.825,
B,10,Sample X22,0.049,0.05,0.059,0.08,0.118,0.148,0.193,0.237,0.277,0.308,0.344,0.359,0.379,0.392,0.415,0.42,0.439,0.449,0.458,0.48,0.493,0.496,0.517,0.512,0.528,0.51,0.538,0.544,0.53,0.549,0.558,0.558,0.588,0.574,0.581,0.593,0.609,0.611,0.597,0.605,0.612,0.603,0.622,0.636,0.642,0.638,0.645,0.65,0.657,0.667,0.668,0.679,0.666,0.685,0.7,
B,11,Sample X23,0.044,0.047,0.06,0.088,0.129,0.168,0.236,0.289,0.362,0.412,0.447,0.439,0.443,0.439,0.447,0.465,0.477,0.484,0.502,0.523,0.539,0.563,0.578,0.583,0.614,0.615,0.655,0.66,0.679,0.686,0.704,0.736,0.728,0.749,0.747,0.767,0.765,0.786,0.794,0.782,0.824,0.818,0.84,0.856,0.876,0.88,0.88,0.897,0.904,0.924,0.93,0.934,0.932,0.934,0.934,
B,12,Sample X24,0.03,0.029,0.031,0.032,0.028,0.029,0.031,0.033,0.032,0.03,0.031,0.031,0.031,0.029,0.03,0.031,0.03,0.027,0.028,0.031,0.032,0.031,0.029,0.03,0.03,0.029,0.031,0.028,0.03,0.03,0.03,0.032,0.03,0.031,0.029,0.032,0.029,0.029,0.03,0.03,0.03,0.03,0.03,0.03,0.032,0.031,0.031,0.03,0.032,0.031,0.034,0.03,0.029,0.031,0.032,
C,1,Sample X25,0.032,0.031,0.032,0.031,0.029,0.029,0.03,0.031,0.033,0.03,0.031,0.029,0.031,0.031,0.031,0.031,0.029,0.027,0.028,0.032,0.032,0.027,0.032,0.031,0.027,0.03,0.031,0.03,0.029,0.03,0.029,0.031,0.028,0.028,0.028,0.03,0.028,0.033,0.03,0.03,0.028,0.029,0.029,0.03,0.034,0.032,0.03,0.031,0.03,0.03,0.034,0.031,0.03,0.029,0.03,
C,2,Sample X26,0.043,0.046,0.054,0.069,0.099,0.127,0.164,0.206,0.259,0.313,0.35,0.372,0.389,0.408,0.427,0.436,0.456,0.462,0.458,0.484,0.493,0.495,0.506,0.52,0.547,0.545,0.572,0.568,0.587,0.592,0.596,0.614,0.623,0.638,0.642,0.653,0.657,0.683,0.692,0.699,0.715,0.728,0.736,0.754,0.769,0.768,0.789,0.801,0.803,0.812,0.839,0.834,0.852,0.858,0.857,
C,3,Sample X27,0.052,0.055,0.069,0.097,0.134,0.172,0.214,0.253,0.304,0.314,0.335,0.367,0.374,0.394,0.401,0.42,0.434,0.448,0.466,0.485,0.5,0.506,0.525,0.542,0.562,0.563,0.577,0.583,0.594,0.607,0.621,0.628,0.627,0.639,0.637,0.662,0.652,0.663,0.681,0.668,0.693,0.689,0.692,0.71,0.711,0.711,0.724,0.729,0.726,0.736,0.744,0.746,0.754,0.754,0.76,
C,4,Sample X28,0.044,0.045,0.053,0.067,0.083,0.105,0.139,0.179,0.237,0.276,0.32,0.377,0.388,0.419,0.433,0.445,0.46,0.468,0.477,0.495,0.506,0.521,0.536,0.55,0.56,0.567,0.585,0.596,0.597,0.623,0.632,0.653,0.65,0.666,0.675,0.708,0.712,0.731,0.752,0.765,0.78,0.786,0.798,0.819,0.845,0.852,0.86,0.872,0.889,0.889,0.889,0.901,0.903,0.912,0.904,
C,5,Sample X29,0.042,0.045,0.049,0.058,0.082,0.114,0.154,0.204,0.27,0.321,0.359,0.383,0.386,0.4,0.412,0.418,0.426,0.423,0.426,0.44,0.461,0.47,0.495,0.526,0.565,0.575,0.593,0.613,0.627,0.619,0.656,0.675,0.673,0.688,0.698,0.71,0.712,0.728,0.738,0.739,0.752,0.756,0.763,0.77,0.778,0.783,0.789,0.8,0.808,0.808,0.815,0.822,0.829,0.834,0.841,
C,6,Sample X30,0.054,0.054,0.065,0.086,0.115,0.152,0.196,0.269,0.327,0.364,0.418,0.44,0.457,0.469,0.475,0.481,0.487,0.488,0.503,0.522,0.536,0.559,0.576,0.586,0.611,0.621,0.642,0.646,0.662,0.671,0.693,0.708,0.716,0.732,0.742,0.767,0.761,0.781,0.805,0.805,0.828,0.825,0.837,0.846,0.867,0.888,0.883,0.891,0.911,0.927,0.928,0.94,0.952,0.97,0.973,
C,7,Sample X31,0.046,0.048,0.055,0.066,0.09,0.121,0.163,0.212,0.296,0.358,0.401,0.43,0.44,0.453,0.452,0.45,0.466,0.47,0.486,0.513,0.525,0.544,0.561,0.582,0.601,0.607,0.618,0.627,0.635,0.637,0.65,0.669,0.663,0.67,0.678,0.689,0.683,0.692,0.706,0.701,0.719,0.713,0.718,0.727,0.73,0.742,0.733,0.742,0.742,0.758,0.755,0.754,0.755,0.77,0.765,
C,8,Sample X32,0.053,0.055,0.064,0.088,0.129,0.176,0.223,0.272,0.317,0.347,0.376,0.405,0.413,0.423,0.446,0.45,0.454,0.474,0.491,0.5,0.515,0.53,0.544,0.547,0.566,0.57,0.576,0.6,0.612,0.615,0.634,0.652,0.664,0.675,0.68,0.7,0.703,0.723,0.736,0.751,0.762,0.769,0.779,0.783,0.806,0.823,0.822,0.838,0.844,0.857,0.87,0.868,0.872,0.889,0.887,
C,9,Sample X33,0.046,0.047,0.054,0.067,0.094,0.125,0.161,0.198,0.247,0.286,0.324,0.345,0.373,0.393,0.407,0.426,0.438,0.446,0.462,0.475,0.492,0.503,0.511,0.524,0.514,0.525,0.542,0.553,0.56,0.56,0.578,0.583,0.587,0.599,0.606,0.627,0.615,0.626,0.632,0.642,0.657,0.654,0.66,0.668,0.677,0.692,0.69,0.691,0.707,0.71,0.721,0.721,0.723,0.742,0.747,
C,10,Sample X34,0.043,0.043,0.05,0.06,0.083,0.118,0.154,0.193,0.265,0.325,0.381,0.414,0.421,0.426,0.427,0.434,0.439,0.445,0.459,0.471,0.49,0.51,0.527,0.54,0.555,0.573,0.585,0.599,0.609,0.627,0.642,0.653,0.659,0.675,0.686,0.708,0.698,0.719,0.733,0.745,0.762,0.761,0.772,0.782,0.793,0.811,0.815,0.813,0.83,0.843,0.856,0.86,0.863,0.879,0.894,
C,11,Sample X35,0.044,0.046,0.051,0.059,0.079,0.108,0.149,0.189,0.238,0.282,0.325,0.355,0.373,0.389,0.402,0.417,0.432,0.431,0.444,0.469,0.49,0.508,0.532,0.552,0.584,0.574,0.617,0.628,0.636,0.651,0.675,0.683,0.695,0.702,0.716,0.735,0.734,0.757,0.769,0.779,0.794,0.792,0.814,0.827,0.834,0.858,0.861,0.866,0.878,0.901,0.922,0.917,0.926,0.945,0.959,
C,12,Sample X36,0.032,0.03,0.032,0.032,0.029,0.028,0.032,0.029,0.03,0.029,0.029,0.03,0.031,0.031,0.03,0.029,0.029,0.03,0.029,0.03,0.032,0.03,0.028,0.03,0.029,0.029,0.03,0.032,0.028,0.03,0.03,0.03,0.029,0.031,0.028,0.03,0.026,0.034,0.03,0.03,0.028,0.029,0.029,0.031,0.031,0.031,0.031,0.032,0.03,0.029,0.033,0.03,0.03,0.03,0.028,
D,1,Sample X37,0.031,0.032,0.032,0.032,0.03,0.03,0.032,0.031,0.032,0.032,0.032,0.032,0.03,0.034,0.03,0.03,0.031,0.03,0.028,0.031,0.032,0.032,0.03,0.034,0.029,0.032,0.035,0.037,0.032,0.031,0.03,0.032,0.031,0.03,0.03,0.032,0.029,0.031,0.031,0.031,0.032,0.032,0.03,0.03,0.031,0.033,0.033,0.033,0.031,0.03,0.032,0.032,0.031,0.033,0.029,
D,2,Sample X38,0.036,0.038,0.045,0.054,0.071,0.108,0.135,0.171,0.213,0.256,0.289,0.323,0.343,0.361,0.367,0.38,0.393,0.404,0.42,0.434,0.453,0.465,0.477,0.491,0.502,0.522,0.544,0.565,0.578,0.589,0.619,0.628,0.646,0.667,0.678,0.69,0.709,0.726,0.749,0.764,0.782,0.788,0.796,0.809,0.822,0.819,0.85,0.86,0.868,0.882,0.898,0.909,0.916,0.931,0.932,
D,3,Sample X39,0.036,0.034,0.041,0.049,0.063,0.092,0.123,0.163,0.21,0.236,0.274,0.318,0.334,0.348,0.356,0.371,0.386,0.406,0.421,0.435,0.461,0.473,0.498,0.521,0.541,0.561,0.583,0.602,0.617,0.634,0.65,0.657,0.672,0.684,0.694,0.711,0.713,0.719,0.739,0.753,0.756,0.764,0.767,0.781,0.785,0.79,0.802,0.801,0.805,0.814,0.828,0.824,0.83,0.845,0.832,
D,4,Sample X40,0.034,0.034,0.036,0.041,0.044,0.063,0.098,0.129,0.163,0.21,0.27,0.322,0.347,0.373,0.383,0.39,0.411,0.434,0.44,0.451,0.466,0.475,0.494,0.512,0.527,0.545,0.565,0.57,0.583,0.604,0.622,0.644,0.649,0.67,0.684,0.71,0.723,0.736,0.746,0.766,0.773,0.785,0.801,0.812,0.822,0.832,0.836,0.85,0.854,0.865,0.87,0.874,0.872,0.884,0.885,
D,5,Sample X41,0.04,0.041,0.043,0.053,0.061,0.085,0.103,0.123,0.153,0.177,0.205,0.24,0.258,0.28,0.286,0.307,0.318,0.331,0.341,0.369,0.389,0.406,0.422,0.43,0.453,0.458,0.483,0.494,0.518,0.531,0.548,0.567,0.573,0.579,0.591,0.606,0.606,0.622,0.637,0.643,0.656,0.664,0.666,0.676,0.685,0.686,0.694,0.703,0.704,0.719,0.719,0.726,0.716,0.73,0.711,
D,6,Sample X42,0.046,0.045,0.054,0.068,0.097,0.135,0.182,0.234,0.272,0.316,0.344,0.368,0.38,0.394,0.411,0.42,0.43,0.439,0.456,0.466,0.473,0.486,0.493,0.497,0.511,0.511,0.524,0.526,0.539,0.542,0.548,0.557,0.554,0.556,0.562,0.569,0.571,0.579,0.587,0.579,0.597,0.591,0.597,0.601,0.601,0.614,0.609,0.613,0.625,0.627,0.626,0.623,0.625,0.635,0.636,
D,7,Sample X43,0.036,0.037,0.039,0.042,0.045,0.056,0.071,0.093,0.121,0.153,0.189,0.216,0.242,0.267,0.292,0.323,0.356,0.397,0.425,0.455,0.461,0.469,0.463,0.442,0.438,0.437,0.442,0.439,0.449,0.44,0.45,0.456,0.46,0.463,0.47,0.477,0.474,0.481,0.486,0.485,0.505,0.501,0.509,0.515,0.52,0.527,0.527,0.532,0.544,0.546,0.545,0.55,0.552,0.559,0.562,
D,8,Sample X44,0.041,0.042,0.047,0.063,0.096,0.133,0.177,0.221,0.264,0.303,0.333,0.359,0.386,0.397,0.42,0.432,0.442,0.451,0.466,0.487,0.49,0.507,0.518,0.522,0.526,0.53,0.55,0.542,0.561,0.566,0.574,0.585,0.59,0.598,0.602,0.617,0.616,0.624,0.636,0.638,0.657,0.66,0.657,0.666,0.677,0.69,0.691,0.698,0.707,0.711,0.721,0.716,0.718,0.728,0.741,
D,9,Sample X45,0.045,0.045,0.051,0.061,0.076,0.106,0.14,0.182,0.231,0.27,0.308,0.331,0.37,0.385,0.393,0.407,0.41,0.418,0.429,0.451,0.468,0.487,0.507,0.514,0.527,0.528,0.543,0.56,0.578,0.577,0.587,0.596,0.605,0.601,0.608,0.625,0.615,0.63,0.637,0.64,0.659,0.649,0.654,0.668,0.666,0.681,0.675,0.683,0.686,0.694,0.706,0.696,0.698,0.702,0.708,
D,10,Sample X46,0.045,0.044,0.048,0.052,0.063,0.081,0.104,0.133,0.166,0.2,0.234,0.26,0.289,0.311,0.336,0.359,0.365,0.374,0.378,0.391,0.403,0.416,0.424,0.427,0.446,0.453,0.467,0.473,0.491,0.497,0.517,0.531,0.533,0.55,0.566,0.587,0.583,0.604,0.616,0.624,0.646,0.648,0.66,0.68,0.686,0.709,0.711,0.722,0.741,0.751,0.774,0.773,0.786,0.798,0.804,
D,11,Sample X47,0.039,0.04,0.043,0.053,0.064,0.1,0.125,0.163,0.209,0.248,0.291,0.33,0.356,0.369,0.404,0.417,0.423,0.427,0.446,0.462,0.48,0.506,0.524,0.534,0.566,0.563,0.592,0.611,0.615,0.62,0.654,0.661,0.672,0.694,0.702,0.714,0.724,0.734,0.748,0.758,0.775,0.78,0.793,0.811,0.825,0.838,0.841,0.85,0.873,0.887,0.9,0.905,0.909,0.926,0.935,
D,12,Sample X48,0.031,0.03,0.029,0.032,0.027,0.029,0.029,0.029,0.031,0.03,0.031,0.033,0.03,0.035,0.034,0.029,0.032,0.031,0.031,0.032,0.031,0.032,0.03,0.032,0.03,0.031,0.03,0.031,0.032,0.03,0.033,0.033,0.033,0.031,0.03,0.032,0.029,0.031,0.03,0.031,0.03,0.031,0.03,0.031,0.035,0.034,0.031,0.031,0.032,0.031,0.034,0.031,0.031,0.032,0.03,
E,1,Sample X49,0.029,0.029,0.032,0.032,0.029,0.029,0.031,0.031,0.032,0.029,0.029,0.033,0.033,0.032,0.03,0.031,0.029,0.029,0.027,0.031,0.031,0.029,0.029,0.031,0.027,0.03,0.031,0.03,0.031,0.03,0.031,0.032,0.032,0.03,0.028,0.032,0.029,0.03,0.031,0.03,0.03,0.028,0.028,0.029,0.03,0.03,0.032,0.032,0.03,0.029,0.029,0.031,0.031,0.03,0.028,
E,2,Sample X50,0.042,0.045,0.054,0.071,0.105,0.141,0.185,0.233,0.291,0.333,0.37,0.443,0.468,0.491,0.504,0.5,0.528,0.549,0.564,0.595,0.608,0.63,0.639,0.657,0.669,0.694,0.707,0.724,0.742,0.741,0.756,0.768,0.791,0.79,0.805,0.816,0.818,0.831,0.849,0.861,0.863,0.881,0.891,0.902,0.915,0.895,0.928,0.939,0.949,0.95,0.983,0.994,0.994,1.018,1.028,
E,3,Sample X51,0.06,0.058,0.074,0.1,0.13,0.165,0.208,0.243,0.278,0.308,0.324,0.348,0.364,0.39,0.398,0.41,0.425,0.434,0.448,0.458,0.479,0.488,0.497,0.505,0.51,0.522,0.53,0.539,0.547,0.558,0.568,0.579,0.583,0.592,0.599,0.608,0.615,0.626,0.636,0.641,0.648,0.652,0.666,0.673,0.676,0.679,0.69,0.701,0.705,0.708,0.717,0.716,0.728,0.742,0.738,
E,4,Sample X52,0.052,0.057,0.067,0.085,0.114,0.149,0.2,0.249,0.297,0.33,0.362,0.382,0.408,0.421,0.442,0.455,0.459,0.47,0.483,0.497,0.505,0.518,0.525,0.531,0.54,0.547,0.561,0.567,0.572,0.584,0.59,0.604,0.613,0.612,0.623,0.629,0.638,0.645,0.652,0.654,0.667,0.671,0.681,0.682,0.694,0.69,0.705,0.709,0.714,0.723,0.726,0.734,0.739,0.742,0.749,
E,5,Sample X53,0.048,0.049,0.06,0.082,0.116,0.148,0.199,0.243,0.298,0.343,0.379,0.402,0.426,0.453,0.471,0.48,0.499,0.509,0.528,0.546,0.555,0.582,0.605,0.622,0.636,0.648,0.669,0.685,0.706,0.711,0.728,0.745,0.763,0.773,0.782,0.801,0.806,0.817,0.832,0.846,0.863,0.871,0.877,0.9,0.903,0.912,0.922,0.928,0.936,0.964,0.962,0.962,0.969,0.984,0.997,
E,6,Sample X54,0.045,0.049,0.059,0.075,0.098,0.129,0.173,0.23,0.279,0.316,0.386,0.454,0.47,0.484,0.507,0.507,0.513,0.517,0.529,0.536,0.554,0.568,0.577,0.598,0.607,0.616,0.629,0.629,0.666,0.668,0.69,0.697,0.708,0.722,0.734,0.772,0.759,0.779,0.808,0.817,0.84,0.836,0.852,0.871,0.887,0.916,0.898,0.91,0.928,0.937,0.938,0.931,0.933,0.942,0.957,
